ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1430	"AT3G47160"	"AT3G47160"	chr3	-	17361630	17361668	17360994	17361145	17361813	17362118
1431	"AT2G35780"	"SCPL26"	chr2	-	15039255	15039329	15038912	15039179	15039401	15039494
1432	"AT5G04360"	"PU1"	chr5	+	1225035	1225086	1224703	1224844	1225234	1225305
1433	"AT1G72710"	"CKL2"	chr1	+	27373743	27373892	27373580	27373650	27373969	27374065
1434	"AT5G25752"	"ATRBL11"	chr5	-	8952266	8952307	8952016	8952183	8952691	8952777
1435	"AT2G25880"	"AtAUR2"	chr2	-	11035638	11035734	11035449	11035546	11035815	11035911
1436	"AT1G48360"	"AT1G48360"	chr1	+	17871159	17871247	17870988	17871059	17871318	17871459
1437	"AT2G23030"	"SRK2J"	chr2	-	9805760	9805814	9805575	9805668	9805979	9806081
1438	"AT1G78680"	"GGH2"	chr1	+	29595199	29595289	29594911	29594972	29595372	29595435
1439	"AT1G78680"	"GGH2"	chr1	+	29595372	29595435	29595199	29595289	29595561	29595650
1440	"AT4G04750"	"AT4G04750"	chr4	+	2418759	2418819	2418569	2418659	2418944	2419010
1441	"AT4G04750"	"AT4G04750"	chr4	+	2419761	2419837	2419611	2419677	2419954	2420019
1442	"AT4G04750"	"AT4G04750"	chr4	+	2421245	2421289	2421085	2421170	2421371	2421434
1443	"AT4G04750"	"AT4G04750"	chr4	+	2421550	2421610	2421371	2421434	2421697	2421751
1444	"AT2G30945"	"AT2G30945"	chr2	+	13173142	13173229	13172360	13172648	13173699	13173966
1445	"AT2G43970"	"LARP6B"	chr2	-	18206432	18206480	18206273	18206342	18206572	18206675
1446	"AT3G58530"	"AT3G58530"	chr3	+	21647125	21647212	21646872	21646943	21647302	21647375
1447	"AT3G58530"	"AT3G58530"	chr3	+	21647302	21647375	21646872	21646943	21647591	21647659
1448	"AT1G28630"	"AT1G28630"	chr1	-	10062185	10062299	10061915	10062032	10062438	10062540
1449	"AT3G47350"	"HSD2"	chr3	+	17448244	17448376	17447697	17447783	17448663	17448792
1450	"AT5G20240"	"PI"	chr5	+	6830808	6830838	6830636	6830736	6830926	6830971
1451	"AT3G17120"	"AT3G17120"	chr3	+	5841823	5842067	5841316	5841605	5842157	5842860
1452	"AT1G04140"	"AT1G04140"	chr1	-	1079245	1079330	1078837	1078946	1079409	1079526
1453	"AT5G11350"	"CCR4-6"	chr5	+	3624961	3625047	3624105	3624868	3625162	3625247
1454	"AT1G11592"	"AT1G11592"	chr1	-	3895801	3895845	3895624	3895700	3895934	3896090
1455	"AT1G11592"	"AT1G11592"	chr1	-	3895801	3895848	3895624	3895700	3895934	3896261
1456	"AT4G11670"	"AT4G11670"	chr4	-	7047882	7047975	7047503	7047575	7048107	7048263
1457	"AT4G11670"	"AT4G11670"	chr4	-	7048107	7048263	7047882	7047975	7048350	7048536
1458	"AT4G11670"	"AT4G11670"	chr4	-	7052474	7052539	7051855	7052111	7052799	7053091
1459	"AT1G14710"	"AT1G14710"	chr1	-	5063822	5063930	5063630	5063734	5064147	5064811
1460	"AT2G20490"	"NOP10"	chr2	+	8832498	8832541	8831883	8831950	8832625	8832916
1461	"AT2G20490"	"NOP10"	chr2	+	8832501	8832541	8831883	8831950	8832625	8832916
1462	"AT2G44590"	"DRP1D"	chr2	-	18406158	18406209	18406019	18406081	18406294	18406396
1463	"AT5G43745"	"AT5G43745"	chr5	-	17573045	17573118	17572824	17572923	17573372	17573444
1464	"AT5G43745"	"AT5G43745"	chr5	-	17574447	17574503	17574291	17574380	17574862	17574971
1465	"AT3G12250"	"TGA6"	chr3	+	3906076	3906150	3905524	3905620	3906243	3906416
1466	"AT3G12250"	"TGA6"	chr3	+	3906108	3906150	3905563	3905620	3906243	3906525
1467	"AT3G12250"	"TGA6"	chr3	+	3906450	3906525	3906350	3906416	3906620	3906692
1468	"AT3G12250"	"TGA6"	chr3	+	3907378	3907430	3906967	3907045	3907719	3907991
1469	"AT4G02550"	"AT4G02550"	chr4	-	1121723	1121796	1121275	1121631	1121857	1122223
1470	"AT5G22000"	"RHF2A"	chr5	+	7278249	7278312	7277886	7277933	7278414	7278523
1471	"AT4G37460"	"SRFR1"	chr4	-	17614104	17614149	17613870	17613972	17614240	17614923
1472	"AT4G15955"	"AT4G15955"	chr4	-	9044497	9044699	9043711	9044118	9045043	9045592
1473	"AT3G52870"	"AT3G52870"	chr3	-	19594770	19594859	19594564	19594652	19594954	19595020
1474	"AT1G75180"	"AT1G75180"	chr1	-	28216740	28216786	28215840	28216380	28217194	28218008
1475	"AT1G13820"	"AT1G13820"	chr1	+	4736213	4736311	4736053	4736148	4736415	4736465
1476	"AT1G50170"	"ATSIRB"	chr1	+	18582614	18582676	18582240	18582482	18582855	18582966
1477	"AT5G21430"	"ndhU"	chr5	+	7222680	7222742	7222225	7222561	7222860	7222950
1478	"AT4G09970"	"AT4G09970"	chr4	+	6246226	6246303	6245982	6246139	6246610	6246761
1479	"AT4G09970"	"AT4G09970"	chr4	+	6246234	6246303	6245982	6246139	6246610	6246761
1480	"AT2G39390"	"RPL35B"	chr2	-	16451523	16451659	16450982	16451139	16451758	16451878
1481	"AT1G09130"	"CLPR3"	chr1	-	2940522	2940576	2940364	2940448	2940796	2940870
1482	"AT1G08840"	"emb2411"	chr1	-	2834016	2834073	2833491	2833626	2834150	2834261
1483	"AT1G32070"	"NSI"	chr1	-	11535932	11535993	11535657	11535856	11536100	11536174
1484	"AT5G19960"	"AT5G19960"	chr5	+	6744380	6744479	6743925	6744139	6745331	6745392
1485	"AT5G19960"	"AT5G19960"	chr5	+	6744571	6744984	6744380	6744479	6745331	6745392
1486	"AT2G48110"	"MED33B"	chr2	+	19675211	19675268	19675040	19675132	19675436	19675795
1487	"AT3G20510"	"FAX6"	chr3	+	7161721	7161809	7160676	7161082	7161918	7162206
1488	"AT5G22370"	"EMB1705"	chr5	+	7408066	7408139	7407879	7407967	7408216	7408347
1489	"AT2G40940"	"ERS1"	chr2	-	17085913	17086844	17085449	17085818	17087079	17087297
1490	"AT5G51220"	"AT5G51220"	chr5	-	20821720	20821781	20821567	20821616	20821923	20822048
1491	"AT5G19470"	"NUDT24"	chr5	+	6567585	6567665	6567333	6567459	6568071	6568187
1492	"AT5G19470"	"NUDT24"	chr5	+	6567609	6567665	6567333	6567459	6568071	6568187
1493	"AT5G12200"	"PYD2"	chr5	-	3942264	3942317	3941997	3942154	3942391	3942432
1494	"AT2G15530"	"MBR1"	chr2	+	6773254	6773392	6772888	6773163	6773916	6773964
1495	"AT1G15750"	"TPL"	chr1	-	5420279	5420431	5419999	5420179	5420836	5420929
1496	"AT1G15750"	"TPL"	chr1	-	5420538	5420573	5420279	5420431	5420836	5421033
1497	"AT1G80000"	"AT1G80000"	chr1	+	30095772	30095892	30095431	30095534	30096292	30096345
1498	"AT5G24760"	"AT5G24760"	chr5	-	8495726	8495788	8495500	8495596	8495854	8495930
1499	"AT4G06701"	"AT4G06701"	chr4	-	3940022	3940160	3939857	3939920	3940247	3940331
1500	"AT4G06701"	"AT4G06701"	chr4	-	3940022	3940160	3939857	3939923	3940247	3940331
1501	"AT4G06701"	"AT4G06701"	chr4	-	3940465	3940510	3940247	3940331	3940614	3940749
1502	"AT3G62900"	"AT3G62900"	chr3	-	23248538	23248666	23248128	23248431	23248757	23249067
1503	"AT5G18230"	"AT5G18230"	chr5	-	6026594	6026600	6026377	6026509	6026938	6027249
1504	"AT1G50950"	"AT1G50950"	chr1	+	18881850	18881908	18881559	18881747	18882249	18882290
1505	"AT3G25013"	"AT3G25013"	chr3	+	9115526	9115800	9115002	9115178	9116053	9116188
1506	"AT3G60340"	"AT3G60340"	chr3	+	22304674	22304759	22304151	22304482	22304845	22304897
1507	"AT5G38430"	"RBCS-1B"	chr5	-	15384760	15384895	15384116	15384589	15384984	15385178
1508	"AT5G01950"	"AT5G01950"	chr5	-	369284	369537	369010	369082	369690	369786
1509	"AT5G05310"	"AT5G05310"	chr5	+	1574041	1574158	1573853	1573934	1574254	1574323
1510	"AT1G64790"	"ILA"	chr1	-	24076476	24076593	24076208	24076310	24076672	24076966
1511	"AT4G30200"	"VIL2"	chr4	-	14790051	14790145	14788739	14789135	14790278	14790501
1512	"AT2G26550"	"HO2"	chr2	-	11292264	11292347	11291760	11291868	11292435	11292517
1513	"AT2G26550"	"HO2"	chr2	-	11292435	11292480	11291760	11291868	11292650	11292874
1514	"AT1G49430"	"LACS2"	chr1	+	18292593	18292688	18292461	18292501	18292821	18292989
1515	"AT4G06676"	"AT4G06676"	chr4	+	3899167	3899233	3898864	3899089	3899704	3899846
1516	"AT4G15530"	"PPDK"	chr4	-	8869117	8869174	8868775	8869009	8870475	8870730
1517	"AT4G15530"	"PPDK"	chr4	-	8870286	8870382	8869117	8869174	8870475	8870730
1518	"AT2G03020"	"AT2G03020"	chr2	-	883341	883365	882644	883252	883490	883517
1519	"AT1G34030"	"RPS18A"	chr1	-	12371036	12371197	12370491	12370680	12371462	12371553
1520	"AT2G36370"	"FBL11"	chr2	+	15249233	15249270	15248984	15249090	15249349	15249501
1521	"AT4G31120"	"PMRT15"	chr4	-	15133110	15133159	15132946	15133033	15133256	15133360
1522	"AT4G37480"	"AT4G37480"	chr4	+	17620755	17620841	17619716	17620595	17621121	17621262
1523	"AT3G14120"	"NUP107"	chr3	+	4679751	4679814	4679479	4679605	4680086	4680245
1524	"AT2G36740"	"SWC2"	chr2	-	15407446	15407512	15407046	15407261	15407727	15407770
1525	"AT2G44180"	"MAP2A"	chr2	-	18271341	18271384	18271152	18271260	18271613	18271860
1526	"AT5G17230"	"PSY1"	chr5	-	5661385	5661430	5660800	5660973	5661514	5661565
1527	"AT1G71692"	"AGL12"	chr1	-	26954554	26954660	26953644	26953706	26954757	26955127
1528	"AT1G72420"	"AT1G72420"	chr1	-	27263134	27263199	27262781	27262895	27263642	27263669
1529	"AT3G24518"	"AT3G24518"	chr3	-	8941221	8941397	8939326	8939598	8941503	8941626
1530	"AT3G20540"	"POLIB"	chr3	+	7168528	7168573	7168232	7168376	7168821	7169527
1531	"AT5G18255"	"AT5G18255"	chr5	+	6036229	6036292	6035629	6035726	6036398	6037633
1532	"AT3G20560"	"PDIL5-3"	chr3	+	7185053	7185120	7184714	7184771	7185331	7185475
1533	"AT1G01490"	"AT1G01490"	chr1	-	181346	181422	180058	180852	182060	182135
1534	"AT4G24415"	"MIR824A"	chr4	+	12623975	12624025	12623535	12623725	12625035	12625805
1535	"AT4G15393"	"CYP702A5"	chr4	+	8806430	8806613	8805712	8806051	8806710	8806838
1536	"AT3G48820"	"AT3G48820"	chr3	-	18102585	18102632	18102377	18102467	18102764	18102884
1537	"AT3G48820"	"AT3G48820"	chr3	-	18102585	18102659	18102377	18102467	18102764	18102911
1538	"AT1G25230"	"PAP4"	chr1	-	8841869	8842026	8841665	8841773	8842094	8842317
1539	"AT2G17190"	"DSK2A"	chr2	-	7478502	7478592	7478264	7478420	7478736	7478765
1540	"AT2G17190"	"DSK2A"	chr2	-	7478736	7478765	7478502	7478592	7479154	7479210
1541	"AT3G59410"	"GCN2"	chr3	+	21950849	21950921	21950187	21950699	21951046	21951121
1542	"AT3G59410"	"GCN2"	chr3	+	21954673	21954858	21954187	21954357	21955156	21955305
1543	"AT3G59410"	"GCN2"	chr3	+	21955970	21956244	21955417	21955667	21956315	21956409
1544	"AT2G47510"	"FUM1"	chr2	+	19501552	19501582	19501359	19501458	19501692	19501758
1545	"AT1G73660"	"AT1G73660"	chr1	-	27693294	27693373	27693103	27693202	27693637	27693738
1546	"AT2G35840"	"SPP2"	chr2	+	15053932	15054011	15053622	15053647	15054083	15054383
1547	"AT2G19430"	"THO6"	chr2	+	8417377	8417494	8417010	8417121	8417650	8417960
1548	"AT2G26540"	"UROS"	chr2	-	11288718	11288814	11288371	11288427	11289194	11289313
1549	"AT3G28155"	"AT3G28155"	chr3	-	10485784	10485868	10485614	10485681	10485961	10485991
1550	"AT3G26070"	"PAP4"	chr3	+	9527527	9527623	9527323	9527437	9527790	9527865
1551	"AT5G44280"	"RING1A"	chr5	-	17838070	17838101	17837927	17837970	17838178	17838237
1552	"AT1G15240"	"AT1G15240"	chr1	+	5246147	5246248	5245026	5246050	5246323	5246468
1553	"AT4G30990"	"AT4G30990"	chr4	+	15096567	15096630	15096153	15096387	15096772	15097291
1554	"AT1G56300"	"AT1G56300"	chr1	-	21079658	21079729	21079414	21079471	21079861	21079949
1555	"AT5G35603"	"AT5G35603"	chr5	-	13785954	13786050	13785819	13785913	13786121	13786280
1556	"AT3G01130"	"AT3G01130"	chr3	-	44902	44949	44426	44761	45311	45377
1557	"AT1G59730"	"TRX7"	chr1	-	21952971	21953094	21952633	21952890	21953257	21953456
1558	"AT1G33270"	"AT1G33270"	chr1	-	12068828	12068925	12068558	12068654	12069006	12069112
1559	"AT5G58470"	"TAF15B"	chr5	-	23639687	23640321	23639397	23639548	23640443	23640537
1560	"AT2G20530"	"PHB6"	chr2	+	8842156	8842208	8841974	8842048	8842285	8842464
1561	"AT2G39550"	"GGB"	chr2	+	16502985	16503031	16502806	16502883	16503288	16503413
1562	"AT1G53380"	"AT1G53380"	chr1	-	19915841	19915959	19913075	19914702	19916380	19916517
1563	"AT4G25600"	"P4H12"	chr4	+	13061145	13061203	13060911	13061031	13061280	13061334
1564	"AT1G16880"	"ACR11"	chr1	+	5774732	5774827	5774463	5774601	5774968	5775053
1565	"AT2G37200"	"AT2G37200"	chr2	-	15622398	15622531	15621953	15622286	15622826	15623097
1566	"AT2G02780"	"AT2G02780"	chr2	-	782466	782504	782272	782387	782570	782764
1567	"AT3G13970"	"ATG12B"	chr3	-	4613905	4613968	4613505	4613755	4614055	4614124
1568	"AT5G42210"	"AT5G42210"	chr5	+	16867007	16867120	16866491	16866603	16867802	16867925
1569	"AT5G42210"	"AT5G42210"	chr5	+	16868400	16868476	16868024	16868220	16868734	16868821
1570	"AT2G21280"	"GC1"	chr2	-	9111561	9111640	9111404	9111466	9111741	9111786
1571	"AT2G19400"	"AT2G19400"	chr2	-	8399793	8399878	8399651	8399702	8399978	8400026
1572	"AT4G18440"	"AT4G18440"	chr4	-	10186691	10186760	10186130	10186603	10186825	10186927
1573	"AT3G44160"	"AT3G44160"	chr3	-	15891125	15891192	15890973	15891009	15891780	15891988
1574	"AT1G33230"	"AT1G33230"	chr1	+	12047280	12047375	12047120	12047199	12047479	12047584
1575	"AT5G10140"	"FLC"	chr5	-	3174035	3174107	3173496	3173825	3174817	3174859
1576	"AT5G10140"	"FLC"	chr5	-	3174817	3174859	3173496	3173825	3175053	3175095
1577	"AT3G22170"	"FHY3"	chr3	-	7822500	7822545	7822017	7822415	7822638	7822707
1578	"AT5G52070"	"AT5G52070"	chr5	+	21162095	21162208	21161310	21161353	21163578	21163648
1579	"AT5G52070"	"AT5G52070"	chr5	+	21162095	21162208	21161310	21161353	21163726	21163968
1580	"AT5G52070"	"AT5G52070"	chr5	+	21163578	21163648	21161310	21161353	21163726	21163968
1581	"AT5G52070"	"AT5G52070"	chr5	+	21163578	21163648	21162095	21162208	21163726	21163968
1582	"AT5G26680"	"FEN1"	chr5	-	9312150	9312360	9311881	9311956	9312660	9312715
1583	"AT5G42030"	"ABIL4"	chr5	-	16812095	16812138	16811954	16812025	16812228	16812285
1584	"AT3G33530"	"AT3G33530"	chr3	+	14088237	14088282	14087929	14088066	14088367	14088434
1585	"AT3G33530"	"AT3G33530"	chr3	+	14089870	14089946	14089290	14089429	14090018	14090201
1586	"AT2G18250"	"COAD"	chr2	+	7941012	7941107	7940824	7940884	7941200	7941270
1587	"AT3G47450"	"NOA1"	chr3	-	17484921	17484942	17484573	17484619	17485089	17485171
1588	"AT4G21880"	"AT4G21880"	chr4	+	11609857	11609936	11609642	11609770	11610131	11610349
1589	"AT2G47760"	"ALG3"	chr2	-	19566422	19566539	19566223	19566333	19566634	19566723
1590	"AT2G14530"	"TBL13"	chr2	+	6188028	6188206	6187420	6187883	6188432	6188573
1591	"AT2G14530"	"TBL13"	chr2	+	6188432	6188573	6188028	6188206	6189083	6189204
1592	"AT4G35290"	"GLR3.2"	chr4	+	16789956	16790032	16789720	16789866	16790269	16790548
1593	"AT5G43680"	"AT5G43680"	chr5	+	17544712	17544771	17544496	17544638	17544859	17545028
1594	"AT5G35730"	"AT5G35730"	chr5	+	13894355	13894448	13894134	13894277	13894534	13894651
1595	"AT5G40210"	"AT5G40210"	chr5	-	16074470	16074663	16074202	16074364	16075445	16075559
1596	"AT1G14760"	"KNATM"	chr1	-	5084825	5084951	5084351	5084655	5085048	5085213
1597	"AT5G65970"	"MLO10"	chr5	-	26388740	26388781	26388495	26388669	26388864	26388914
1598	"AT5G65970"	"MLO10"	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
1599	"AT2G46090"	"LCKB2"	chr2	+	18951452	18951506	18951262	18951339	18951611	18951671
1600	"AT2G32730"	"RPN2A"	chr2	+	13880842	13880912	13880045	13880334	13881140	13881246
1601	"AT5G39530"	"AT5G39530"	chr5	-	15826807	15826957	15826469	15826667	15827151	15827238
1602	"AT3G04040"	"AT3G04040"	chr3	+	1048162	1048214	1047932	1047983	1048542	1048601
1603	"AT1G78915"	"AT1G78915"	chr1	-	29669750	29669801	29669625	29669695	29669928	29669999
1604	"AT4G08460"	"AT4G08460"	chr4	-	5378697	5378821	5377063	5378205	5380530	5380608
1605	"AT4G08460"	"AT4G08460"	chr4	-	5378697	5378821	5377122	5378202	5380530	5380608
1606	"AT1G70620"	"AT1G70620"	chr1	+	26630397	26630582	26630246	26630303	26630700	26631073
1607	"AT1G70620"	"AT1G70620"	chr1	+	26630504	26630582	26630246	26630303	26630700	26631104
1608	"AT2G23950"	"AT2G23950"	chr2	-	10188535	10188664	10188106	10188451	10188757	10188858
1609	"AT3G02740"	"AT3G02740"	chr3	+	592451	592539	592168	592242	592608	592684
1610	"AT2G20000"	"CDC27B"	chr2	-	8634648	8634804	8634282	8634496	8635110	8635397
1611	"AT2G20000"	"CDC27B"	chr2	-	8635475	8635573	8635110	8635397	8635661	8635708
1612	"AT4G31100"	"WAKL17"	chr4	+	15124984	15125095	15123780	15124867	15125182	15126531
1613	"AT5G62575"	"SDH7B"	chr5	+	25117686	25117755	25117519	25117601	25118053	25118156
1614	"AT5G62575"	"SDH7B"	chr5	+	25117689	25117755	25117487	25117601	25118053	25118156
1615	"AT5G62575"	"SDH7B"	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
1616	"AT5G48810"	"CYTB5-D"	chr5	-	19789591	19789658	19789066	19789517	19790093	19790334
1617	"AT1G56630"	"AT1G56630"	chr1	-	21225556	21225590	21224775	21224911	21225875	21226075
1618	"AT4G17050"	"UGLYAH"	chr4	+	9590996	9591063	9590857	9590897	9591201	9591287
1619	"AT4G02840"	"AT4G02840"	chr4	+	1265133	1265163	1264863	1264940	1265901	1266093
1620	"AT5G22608"	"AT5G22608"	chr5	+	7513617	7513641	7513172	7513319	7513918	7514453
1621	"AT1G69587"	"AT1G69587"	chr1	-	26177141	26177250	26176344	26176449	26179204	26179351
1622	"AT2G23360"	"FPP7"	chr2	+	9949366	9949488	9948902	9948931	9949825	9949940
1623	"AT4G38120"	"AT4G38120"	chr4	-	17894099	17894151	17893768	17893922	17894232	17894312
1624	"AT4G12640"	"AT4G12640"	chr4	+	7465236	7466444	7462787	7463069	7466651	7467862
1625	"AT5G43900"	"XI-2"	chr5	-	17659850	17659895	17659683	17659746	17659984	17660096
1626	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876468	4876111	4876194	4876669	4876767
1627	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876472	4876111	4876194	4876669	4876767
1628	"AT1G71810"	"AT1G71810"	chr1	-	27003934	27003979	27003482	27003581	27004072	27004214
1629	"AT5G60540"	"PDX2"	chr5	-	24337745	24337819	24337300	24337492	24337886	24337974
1630	"AT2G28370"	"AT2G28370"	chr2	+	12131972	12132306	12131553	12131758	12133032	12133165
1631	"AT5G53850"	"AT5G53850"	chr5	-	21863652	21863700	21863032	21863128	21864088	21864225
1632	"AT3G57230"	"AGL16"	chr3	+	21179566	21179628	21179094	21179173	21179928	21180087
1633	"AT3G57230"	"AGL16"	chr3	+	21179566	21179628	21179094	21179173	21179987	21180087
1634	"AT2G43080"	"P4H1"	chr2	+	17915988	17916036	17915560	17915818	17916307	17916364
1635	"AT5G05610"	"AL1"	chr5	-	1678719	1678752	1678372	1678595	1678848	1679104
1636	"AT3G27325"	"AT3G27325"	chr3	+	10095870	10096048	10095088	10095213	10096208	10096532
1637	"AT3G27325"	"AT3G27325"	chr3	+	10100789	10100871	10100368	10100697	10101015	10101155
1638	"AT5G45550"	"MOB1A"	chr5	+	18463313	18463422	18463116	18463165	18463606	18463700
1639	"AT1G61430"	"AT1G61430"	chr1	-	22665881	22666042	22665604	22665815	22666281	22666392
1640	"AT4G34140"	"AT4G34140"	chr4	+	16353072	16353162	16352764	16352973	16353266	16353359
1641	"AT4G34140"	"AT4G34140"	chr4	+	16353075	16353162	16352764	16352973	16353266	16353359
1642	"AT5G43810"	"AGO10"	chr5	+	17611505	17611582	17610971	17611361	17611844	17612421
1643	"AT1G60930"	"RECQL4B"	chr1	-	22437451	22437512	22436802	22437210	22437961	22438135
1644	"AT1G33140"	"RPL9B"	chr1	+	12023899	12024022	12023274	12023734	12024415	12024783
1645	"AT1G34570"	"AT1G34570"	chr1	-	12656235	12656295	12655912	12656034	12656428	12656486
1646	"AT1G61010"	"CPSF73-I"	chr1	-	22474629	22474669	22474297	22474547	22474929	22476597
1647	"AT4G39270"	"AT4G39270"	chr4	+	18279065	18279088	18278856	18278985	18279162	18279848
1648	"AT4G25315"	"AT4G25315"	chr4	-	12952395	12952452	12952102	12952221	12952749	12952870
1649	"AT3G55080"	"AT3G55080"	chr3	-	20412581	20412665	20412265	20412399	20412826	20412862
1650	"AT3G55080"	"AT3G55080"	chr3	-	20412826	20412862	20412581	20412665	20413137	20413218
1651	"AT3G55080"	"AT3G55080"	chr3	-	20412826	20412877	20412581	20412665	20413137	20413218
1652	"AT3G55080"	"AT3G55080"	chr3	-	20415290	20415385	20414768	20414832	20415713	20415897
1653	"AT1G17680"	"AT1G17680"	chr1	+	6080888	6080933	6080541	6080659	6081081	6081208
1654	"AT2G38880"	"NFYB1"	chr2	+	16239979	16240050	16239580	16239714	16240138	16240219
1655	"AT2G38880"	"NFYB1"	chr2	+	16240044	16240050	16239580	16239710	16240138	16240219
1656	"AT5G23260"	"TT16"	chr5	+	7837821	7837863	7837565	7837730	7837960	7838002
1657	"AT5G23260"	"TT16"	chr5	+	7837836	7837863	7837565	7837730	7837960	7838002
1658	"AT2G05590"	"AT2G05590"	chr2	+	2067846	2067919	2067385	2067762	2067989	2068070
1659	"AT2G18440"	"GUT15"	chr2	-	7995891	7995974	7994940	7995217	7996356	7996853
1660	"AT4G32420"	"CYP95"	chr4	-	15652482	15652530	15652025	15652156	15652715	15652756
1661	"AT1G03830"	"AT1G03830"	chr1	-	965822	965888	965598	965736	965995	966157
1662	"AT4G26210"	"AT4G26210"	chr4	+	13282353	13282551	13281936	13282028	13282931	13283402
1663	"AT4G26210"	"AT4G26210"	chr4	+	13282358	13282551	13281945	13282028	13282931	13283402
1664	"AT1G19660"	"BBD2"	chr1	-	6800732	6800851	6800551	6800643	6800988	6801063
1665	"AT5G12840"	"NFYA1"	chr5	-	4053277	4053302	4052684	4052963	4053412	4053534
1666	"AT3G57520"	"RFS2"	chr3	-	21289428	21289517	21288764	21289307	21289611	21289767
1667	"AT3G57520"	"RFS2"	chr3	-	21289428	21289517	21288764	21289341	21289611	21289767
1668	"AT3G28940"	"AT3G28940"	chr3	-	10968704	10968797	10968533	10968617	10969007	10969080
1669	"AT2G32320"	"THG2"	chr2	+	13727410	13727456	13726818	13726949	13727902	13728041
1670	"AT2G32320"	"THG2"	chr2	+	13729285	13729306	13729098	13729206	13729566	13729823
1671	"AT4G00630"	"KEA2"	chr4	-	263424	263634	262991	263141	263856	263985
1672	"AT1G03960"	"B''EPSILON"	chr1	+	1014620	1014676	1013714	1014543	1014766	1014872
1673	"AT3G47770"	"ATATH5"	chr3	+	17620628	17620712	17620410	17620536	17620797	17621144
1674	"AT5G26670"	"PAE10"	chr5	+	9318856	9318939	9318281	9318654	9319023	9319153
1675	"AT1G55140"	"AT1G55140"	chr1	-	20573328	20573418	20573010	20573067	20573904	20574035
1676	"AT5G22770"	"ALPHA-ADR"	chr5	-	7583577	7583683	7583428	7583494	7583825	7583914
1677	"AT4G23940"	"AT4G23940"	chr4	+	12439134	12439230	12438807	12438873	12439670	12439799
1678	"AT4G23940"	"AT4G23940"	chr4	+	12439879	12439932	12439670	12439799	12440049	12440245
1679	"AT5G23380"	"AT5G23380"	chr5	+	7868951	7869043	7868618	7868704	7869850	7870302
1680	"AT3G52340"	"SPP3B"	chr3	+	19407204	19407274	19407051	19407119	19407406	19407471
1681	"AT1G74140"	"AT1G74140"	chr1	+	27879359	27879401	27879177	27879279	27879488	27879777
1682	"AT3G55920"	"CYP21-2"	chr3	-	20744667	20744737	20744353	20744401	20744811	20744877
1683	"AT5G62270"	"AT5G62270"	chr5	+	25013794	25013996	25013213	25013403	25014364	25014578
1684	"AT5G10940"	"AT5G10940"	chr5	-	3449299	3449370	3449078	3449206	3449466	3449562
1685	"AT5G10940"	"AT5G10940"	chr5	-	3449694	3449785	3449466	3449562	3449945	3450277
1686	"AT5G47900"	"AT5G47900"	chr5	+	19394161	19394213	19393995	19394062	19394345	19394424
1687	"AT3G20440"	"SBE3"	chr3	-	7127030	7127121	7126797	7126899	7127385	7127493
1688	"AT3G20440"	"SBE3"	chr3	-	7128161	7128251	7127565	7127641	7128336	7128509
1689	"AT1G43690"	"AT1G43690"	chr1	+	16480423	16480502	16478246	16478925	16480584	16480721
1690	"AT1G31360"	"MED34"	chr1	+	11236405	11236470	11236210	11236318	11236644	11236723
1691	"AT1G73960"	"TAF2"	chr1	-	27812401	27812555	27811951	27812036	27812640	27812840
1692	"AT1G12800"	"AT1G12800"	chr1	-	4363530	4363620	4363145	4363445	4363703	4363824
1693	"AT3G02600"	"LPP3"	chr3	+	552436	552529	551099	551200	552930	553152
1694	"AT3G02600"	"LPP3"	chr3	+	552436	552529	551350	551584	552930	553152
1695	"AT3G02600"	"LPP3"	chr3	+	552436	552529	551604	551718	552930	553152
1696	"AT3G02600"	"LPP3"	chr3	+	552436	552529	551604	551847	552930	553152
1697	"AT4G14710"	"ARD3"	chr4	-	8426150	8426275	8425900	8426012	8426342	8426471
1698	"AT2G31870"	"PARG1"	chr2	-	13552221	13552399	13552022	13552127	13553230	13553416
1699	"AT2G31870"	"PARG1"	chr2	-	13552825	13552929	13552221	13552399	13553230	13553416
1700	"AT4G33925"	"AT4G33925"	chr4	+	16263437	16263459	16263236	16263352	16263574	16263680
1701	"AT4G33925"	"AT4G33925"	chr4	+	16263574	16263680	16263437	16263459	16263761	16263869
1702	"AT3G62360"	"AT3G62360"	chr3	-	23077718	23077808	23077495	23077567	23077868	23077997
1703	"AT3G62360"	"AT3G62360"	chr3	-	23079565	23079630	23079275	23079451	23079737	23079794
1704	"AT1G25490"	"PP2AA1"	chr1	+	8954620	8954687	8954381	8954521	8954776	8955107
1705	"AT3G28950"	"AT3G28950"	chr3	-	10976733	10976817	10976107	10976484	10976916	10977009
1706	"AT5G16840"	"BPA1"	chr5	+	5537023	5537093	5536754	5536864	5537316	5537391
1707	"AT5G16840"	"BPA1"	chr5	+	5537026	5537093	5536754	5536864	5537316	5537391
1708	"AT4G01440"	"AT4G01440"	chr4	+	596811	596874	596398	596715	597387	597504
