ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
310	"AT2G33340"	"PRP19B"	chr2	-	14126216	14126720	14126216	14126492	14126576	14126720	310	114,182,152	0,7,1	186,231,162	36,41,28	232	149	1.11022302463e-16	4.58723967904e-15	1.0,0.943,0.99	0.768,0.783,0.788	0.198
311	"AT3G53990"	"AT3G53990"	chr3	-	19990448	19990763	19990448	19990567	19990653	19990763	311	32,37,22	484,389,375	19,17,14	492,584,301	234	149	0.000315802335667	0.0020801762545	0.04,0.057,0.036	0.024,0.018,0.029	0.021
314	"AT3G23370"	"AT3G23370"	chr3	+	8358218	8359743	8358218	8359545	8359665	8359743	314	2,0,2	0,0,2	3,5,1	3,0,2	268	149	1	1.0	1.0,NA,0.357	0.357,1.0,0.218	0.153
315	"AT1G72130"	"NPF5.11"	chr1	+	27137432	27138259	27137432	27137650	27137735	27138259	315	12,28,10	25,23,5	2,23,7	8,48,23	233	149	0.0183049099731	0.0699124502754	0.235,0.438,0.561	0.138,0.235,0.163	0.233
316	"AT3G55400"	"OVA1"	chr3	-	20536083	20536481	20536083	20536212	20536325	20536481	316	6,19,18	194,232,182	22,24,11	193,326,144	261	149	0.354877311904	0.698714490008	0.017,0.045,0.053	0.061,0.04,0.042	-0.009
317	"AT5G47730"	"AT5G47730"	chr5	-	19336447	19337101	19336447	19336476	19336563	19337101	317	0,0,1	31,71,51	1,8,0	41,106,35	235	149	0.13192503553	0.347593789266	0.0,0.0,0.012	0.015,0.046,0.0	-0.016
322	"AT5G03190"	"CPUORF47"	chr5	+	758373	760382	758373	758660	758842	760382	322	11,16,7	4,0,0	5,30,17	4,6,2	298	149	0.104219568987	0.293299034703	0.579,1.0,1.0	0.385,0.714,0.81	0.223
323	"AT3G02540"	"RAD23C"	chr3	-	533771	533977	533771	533819	533911	533977	323	5,4,2	175,218,189	1,12,7	208,317,200	240	149	0.264788069665	0.565005528933	0.017,0.011,0.007	0.003,0.023,0.021	-0.004
324	"AT1G09570"	"PHYA"	chr1	-	3097157	3099223	3097157	3098940	3099031	3099223	324	15,15,8	2,4,0	7,15,2	0,1,0	239	149	0.00319067236287	0.015762615097	0.824,0.7,1.0	1.0,0.903,1.0	-0.126
325	"AT3G52050"	"AT3G52050"	chr3	+	19304992	19305353	19304992	19305088	19305211	19305353	325	11,7,12	22,23,8	8,16,4	5,11,7	271	149	0.148356684998	0.375644085413	0.216,0.143,0.452	0.468,0.444,0.239	-0.113
326	"AT3G52050"	"AT3G52050"	chr3	+	19308824	19309019	19308824	19308883	19308974	19309019	326	4,5,7	159,155,162	5,3,0	90,153,100	239	149	0.256499647228	0.555138522215	0.015,0.02,0.026	0.033,0.012,0.0	0.005
327	"AT3G03660"	"WOX11"	chr3	-	891462	892162	891462	891651	891738	892162	327	0,1,1	0,0,0	0,1,0	2,0,0	235	149	1	1.0	NA,1.0,1.0	0.0,1.0,NA	0.5
329	"AT5G60940"	"CSTF50"	chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	329	10,9,10	33,26,29	5,16,6	34,35,28	240	149	0.601885439001	0.967540546763	0.158,0.177,0.176	0.084,0.221,0.117	0.03
330	"AT1G03055"	"D27"	chr1	-	710694	711016	710694	710801	710954	711016	330	25,36,26	32,33,24	16,21,9	23,85,42	298	149	2.40211039754e-05	0.000211908132127	0.281,0.353,0.351	0.258,0.11,0.097	0.173
331	"AT3G19330"	"AT3G19330"	chr3	+	6699622	6700673	6699622	6700222	6700318	6700673	331	8,12,3	5,8,12	2,2,1	7,32,12	244	149	2.33939925797e-05	0.000208481757401	0.494,0.478,0.132	0.149,0.037,0.048	0.29
332	"AT2G27580"	"SAP3"	chr2	-	11777285	11777529	11777285	11777347	11777494	11777529	332	34,41,41	0,0,0	33,63,22	0,2,0	295	149	1	1.0	1.0,1.0,1.0	1.0,0.941,1.0	0.02
333	"AT1G48490"	"IRE3"	chr1	-	17928053	17928930	17928053	17928633	17928718	17928930	333	6,7,0	0,0,0	1,4,3	0,3,2	233	149	1	1.0	1.0,1.0,NA	1.0,0.46,0.49	0.35
336	"AT4G38240"	"GNTI"	chr4	-	17931569	17932122	17931569	17931921	17931995	17932122	336	20,21,41	77,79,98	21,19,16	134,204,95	222	149	1.30028323486e-05	0.000124416574788	0.148,0.151,0.219	0.095,0.059,0.102	0.087
337	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23732990	23733053	337	15,12,10	526,646,548	12,32,14	685,1019,580	235	149	0.455853948334	0.822831169028	0.018,0.012,0.011	0.011,0.02,0.015	-0.002
338	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23733002	23733053	338	84,83,81	0,0,0	130,151,109	0,3,1	247	149	1	1.0	1.0,1.0,1.0	1.0,0.968,0.985	0.016
340	"AT4G18360"	"GLO5"	chr4	-	10145918	10146758	10145918	10146329	10146653	10146758	340	5,1,4	70,75,66	7,1,0	122,126,47	298	149	0.28010087398	0.592120219646	0.034,0.007,0.029	0.028,0.004,0.0	0.013
341	"AT5G49710"	"AT5G49710"	chr5	+	20196404	20197007	20196404	20196432	20196898	20197007	341	9,19,12	82,96,102	29,11,5	123,183,74	298	149	0.496998700509	0.860517750024	0.052,0.09,0.056	0.105,0.029,0.033	0.01
343	"AT5G49470"	"AT5G49470"	chr5	+	20064109	20065305	20064109	20064563	20064635	20065305	343	4,6,1	15,23,10	3,6,0	12,35,8	220	149	0.512612940691	0.875010161582	0.153,0.15,0.063	0.145,0.104,0.0	0.039
344	"AT5G49470"	"AT5G49470"	chr5	+	20064109	20065305	20064109	20064563	20064644	20065305	344	4,6,1	1,0,0	3,6,0	2,1,0	229	149	1	1.0	0.722,1.0,1.0	0.494,0.796,NA	0.262
345	"AT5G49470"	"AT5G49470"	chr5	+	20065900	20066178	20065900	20066001	20066099	20066178	345	5,3,1	28,23,21	4,1,0	28,58,21	246	149	0.0567712436036	0.179808572947	0.098,0.073,0.028	0.08,0.01,0.0	0.036
346	"AT3G27770"	"AT3G27770"	chr3	-	10287151	10287581	10287151	10287280	10287396	10287581	346	68,80,73	2,0,0	53,141,68	2,1,7	264	149	0.00563748453922	0.0255257691699	0.95,1.0,1.0	0.937,0.988,0.846	0.06
348	"AT1G29560"	"AT1G29560"	chr1	+	10333169	10333748	10333169	10333361	10333430	10333748	348	0,5,2	16,14,12	0,1,0	5,18,8	217	149	0.00778115340326	0.0335945665111	0.0,0.197,0.103	0.0,0.037,0.0	0.088
349	"AT1G11790"	"ADT1"	chr1	+	3984418	3984662	3984418	3984508	3984594	3984662	349	0,1,5	87,134,98	0,1,1	136,183,130	234	149	1	1.0	0.0,0.005,0.031	0.0,0.003,0.005	0.009
351	"AT2G24600"	"AT2G24600"	chr2	-	10452115	10452749	10452115	10452300	10452420	10452749	351	0,1,1	2,0,13	5,2,2	23,10,12	268	149	0.102395079519	0.289059401499	0.0,1.0,0.041	0.108,0.1,0.085	0.249
352	"AT2G24600"	"AT2G24600"	chr2	-	10452115	10453359	10452115	10452749	10452908	10453359	352	4,5,4	0,8,0	1,1,0	8,8,4	298	149	1	1.0	1.0,0.238,1.0	0.059,0.059,0.0	0.707
353	"AT4G11350"	"AT4G11350"	chr4	+	6901681	6903975	6901681	6902589	6903432	6903975	353	1,2,0	8,3,6	0,1,0	7,14,4	298	149	0.812779448463	1.0	0.059,0.25,0.0	0.0,0.034,0.0	0.092
354	"AT1G45688"	"AT1G45688"	chr1	+	17192206	17193158	17192206	17192392	17192516	17193158	354	3,4,5	206,261,203	2,9,2	246,547,218	272	149	1	1.0	0.008,0.008,0.013	0.004,0.009,0.005	0.004
355	"AT5G66210"	"CPK28"	chr5	-	26456291	26456839	26456291	26456529	26456663	26456839	355	18,26,28	0,0,0	15,16,19	0,0,2	282	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.834	0.055
356	"AT5G66210"	"CPK28"	chr5	-	26456934	26457276	26456934	26457108	26457213	26457276	356	18,17,28	82,88,92	2,1,4	49,118,62	253	149	6.2317484506e-11	1.6184740976e-09	0.114,0.102,0.152	0.023,0.005,0.037	0.101
357	"AT5G41700"	"UBC8"	chr5	+	16676781	16677509	16676781	16676886	16677079	16677509	357	10,17,17	1689,1705,1782	18,44,30	3161,5131,2761	298	149	1	1.0	0.003,0.005,0.005	0.003,0.004,0.005	0.0
358	"AT4G18380"	"AT4G18380"	chr4	+	10159319	10159748	10159319	10159530	10159608	10159748	358	15,8,19	6,1,7	29,24,18	4,14,1	226	149	0.517148520274	0.877029859942	0.622,0.841,0.642	0.827,0.531,0.922	-0.058
359	"AT4G03110"	"BRN1"	chr4	-	1376305	1376999	1376305	1376760	1376855	1376999	359	4,6,10	124,132,129	4,26,7	106,237,124	243	149	0.122156478447	0.329496257888	0.019,0.027,0.045	0.023,0.063,0.033	-0.009
360	"AT5G35210"	"AT5G35210"	chr5	-	13474195	13474642	13474195	13474507	13474591	13474642	360	62,74,83	44,66,64	67,110,59	231,250,147	232	149	6.66133814775e-16	2.63267668535e-14	0.475,0.419,0.454	0.157,0.22,0.205	0.255
361	"AT2G41540"	"GPDHC1"	chr2	+	17326510	17327455	17326510	17326606	17326792	17327455	361	26,14,7	10,9,6	5,17,6	0,14,6	298	149	0.859870802565	1.0	0.565,0.437,0.368	1.0,0.378,0.333	-0.114
362	"AT2G41540"	"GPDHC1"	chr2	+	17326510	17327455	17326510	17326606	17326795	17327455	362	26,14,7	5,9,6	5,17,6	1,4,6	298	149	0.780560106926	1.0	0.722,0.437,0.368	0.714,0.68,0.333	-0.067
363	"AT4G17410"	"AT4G17410"	chr4	+	9715760	9716525	9715760	9716189	9716349	9716525	363	8,5,13	10,23,7	5,5,6	5,22,0	298	149	0.484527150216	0.850458372491	0.286,0.098,0.481	0.333,0.102,1.0	-0.19
364	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993744	1994166	364	0,21,9	74,68,4	4,149,5	71,7,72	169	149	0.447101842468	0.822703592719	0.0,0.214,0.665	0.047,0.949,0.058	-0.058
365	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993786	1994166	365	1,21,8	0,0,2	3,156,6	0,2,0	211	149	1	1.0	1.0,1.0,0.739	1.0,0.982,1.0	-0.081
366	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993744	1993786	1994166	366	1,7,3	9,15,2	3,137,2	0,30,9	190	149	0.0457736211437	0.152971403013	0.08,0.268,0.541	1.0,0.782,0.148	-0.347
367	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993744	1993807	1994166	367	5,9,3	1,4,4	6,155,7	1,3,2	211	149	0.000279308711143	0.00186685013551	0.779,0.614,0.346	0.809,0.973,0.712	-0.252
368	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166	368	8,27,18	0,0,0	17,172,14	0,4,0	271	149	0.560302367323	0.924328188551	1.0,1.0,1.0	1.0,0.959,1.0	0.014
369	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166	369	8,17,14	1,0,0	17,169,11	0,0,0	250	149	1	1.0	0.827,1.0,1.0	1.0,1.0,1.0	-0.058
370	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993765	1993846	1994166	370	9,19,16	0,1,2	20,169,12	4,3,0	229	149	0.886640406518	1.0	1.0,0.925,0.839	0.765,0.973,1.0	0.009
371	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993807	1993876	1994166	371	15,26,24	2,6,1	19,189,26	0,1,9	217	149	0.168621846236	0.409832241253	0.837,0.748,0.943	1.0,0.992,0.665	-0.043
372	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993765	1993885	1994166	372	16,31,30	2,0,0	31,194,29	0,2,0	268	149	1	1.0	0.816,1.0,1.0	1.0,0.982,1.0	-0.055
373	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993786	1993909	1994166	373	15,33,35	0,37,52	38,204,37	64,120,54	271	149	0.251530284539	0.545682645933	1.0,0.329,0.27	0.246,0.483,0.274	0.199
374	"AT3G30380"	"AT3G30380"	chr3	+	11975992	11976571	11975992	11976432	11976498	11976571	374	0,1,1	52,53,46	2,4,1	117,102,68	214	149	0.614294537224	0.976212822267	0.0,0.013,0.015	0.012,0.027,0.01	-0.007
375	"AT2G22570"	"NIC1"	chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	375	14,9,12	2,8,19	4,6,3	27,33,26	246	149	2.11576396369e-05	0.000192322944299	0.809,0.405,0.277	0.082,0.099,0.065	0.415
376	"AT5G51110"	"AT5G51110"	chr5	-	20779005	20779464	20779005	20779215	20779296	20779464	376	200,218,162	0,0,0	150,348,204	0,3,0	229	149	1	1.0	1.0,1.0,1.0	1.0,0.987,1.0	0.004
377	"AT2G37770"	"AKR4C9"	chr2	+	15835874	15836472	15835874	15836150	15836223	15836472	377	0,0,2	12,27,19	0,0,1	18,24,20	221	149	1	1.0	0.0,0.0,0.066	0.0,0.0,0.033	0.011
378	"AT5G35620"	"EIF(ISO)4E"	chr5	-	13825067	13825707	13825067	13825133	13825575	13825707	378	25,12,14	504,583,573	7,14,8	732,894,505	298	149	0.0430376722307	0.14597479126	0.024,0.01,0.012	0.005,0.008,0.008	0.008
380	"AT2G27710"	"RPP2B"	chr2	+	11817305	11817538	11817305	11817419	11817470	11817538	380	1387,1797,1777	2,7,9	2523,3160,1653	20,23,6	199	149	1	1.0	0.998,0.995,0.993	0.99,0.99,0.995	0.004
381	"AT1G28330"	"DYL1"	chr1	-	9933908	9934566	9933908	9934288	9934450	9934566	381	30,32,33	228,197,199	11,18,14	234,244,121	298	149	0.000174291988752	0.00125739220457	0.062,0.075,0.077	0.023,0.036,0.055	0.033
382	"AT3G55760"	"AT3G55760"	chr3	+	20700434	20701173	20700434	20700513	20700627	20701173	382	2,3,0	23,25,11	1,0,0	8,28,10	262	149	0.156190190828	0.388414707387	0.047,0.064,0.0	0.066,0.0,0.0	0.015
384	"AT5G08480"	"VQ31"	chr5	+	2744417	2745111	2744417	2744747	2744840	2745111	384	4,2,3	0,0,0	1,2,1	2,4,3	241	149	1.89568805098e-10	4.53468536405e-09	1.0,1.0,1.0	0.236,0.236,0.171	0.786
385	"AT1G30610"	"EMB2279"	chr1	+	10849380	10850054	10849380	10849538	10849622	10850054	385	1,0,1	104,90,73	0,2,0	58,94,42	232	149	1	1.0	0.006,0.0,0.009	0.0,0.013,0.0	0.001
387	"AT2G26860"	"AT2G26860"	chr2	-	11451972	11452627	11451972	11452414	11452489	11452627	387	0,0,2	57,41,70	0,0,0	68,95,34	223	149	1	1.0	0.0,0.0,0.019	0.0,0.0,0.0	0.006
389	"AT5G65440"	"AT5G65440"	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	389	15,9,9	2,13,7	9,22,7	5,13,2	271	149	0.801650814094	1.0	0.805,0.276,0.414	0.497,0.482,0.658	-0.047
391	"AT5G65440"	"AT5G65440"	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	391	25,34,27	61,92,81	41,54,40	119,109,52	231	149	0.135636526993	0.352267437248	0.209,0.192,0.177	0.182,0.242,0.332	-0.059
392	"AT3G54740"	"AT3G54740"	chr3	+	20262795	20264115	20262795	20262845	20263036	20264115	392	12,23,5	5,4,8	5,8,8	7,11,4	298	149	0.156391400334	0.388414707387	0.545,0.742,0.238	0.263,0.267,0.5	0.165
394	"AT1G43770"	"AT1G43770"	chr1	+	16549672	16550108	16549672	16549897	16549980	16550108	394	4,1,9	20,9,10	0,5,0	10,18,5	231	149	0.0540729657903	0.173071570082	0.114,0.067,0.367	0.0,0.152,0.0	0.132
396	"AT4G15000"	"RPL27C"	chr4	+	8571832	8572489	8571832	8572265	8572361	8572489	396	317,437,403	0,0,0	620,840,427	2,1,0	244	149	1	1.0	1.0,1.0,1.0	0.995,0.998,1.0	0.002
397	"AT3G24740"	"AT3G24740"	chr3	+	9032376	9033796	9032376	9033475	9033553	9033796	397	13,17,21	70,94,91	8,18,7	124,119,60	226	149	0.0131715997099	0.053213262828	0.109,0.107,0.132	0.041,0.091,0.071	0.048
398	"AT3G11930"	"AT3G11930"	chr3	+	3777105	3777694	3777105	3777224	3777302	3777694	398	7,12,6	440,446,433	14,24,11	763,1327,675	226	149	0.889788232311	1.0	0.01,0.017,0.009	0.012,0.012,0.011	0.0
399	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864596	13863716	13864049	13864136	13864596	399	3,0,0	0,0,2	1,0,3	0,1,1	235	149	1	1.0	1.0,NA,0.0	1.0,0.0,0.655	-0.052
401	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864596	13863716	13864136	13864166	13864596	401	1,0,0	0,0,0	1,0,2	0,0,1	178	149	1	1.0	1.0,NA,NA	1.0,NA,0.626	0.187
402	"AT1G15200"	"AT1G15200"	chr1	-	5228299	5228881	5228299	5228566	5228650	5228881	402	136,159,156	0,2,2	166,178,77	3,2,2	232	149	0.479621067537	0.849175681157	1.0,0.981,0.98	0.973,0.983,0.961	0.015
403	"AT3G54500"	"AT3G54500"	chr3	-	20177934	20178491	20177934	20178064	20178160	20178491	403	12,2,9	104,65,62	5,45,14	86,295,166	244	149	0.423006037017	0.797743750308	0.066,0.018,0.081	0.034,0.085,0.049	-0.001
404	"AT3G54500"	"AT3G54500"	chr3	-	20178713	20179027	20178713	20178804	20178940	20179027	404	54,51,33	34,21,8	34,148,98	5,52,14	284	149	0.0369282942478	0.128121448364	0.455,0.56,0.684	0.781,0.599,0.786	-0.156
405	"AT1G69530"	"EXPA1"	chr1	+	26141835	26142166	26141835	26141919	26142008	26142166	405	21,18,12	1062,598,555	3,8,4	267,704,274	237	149	0.0932742011767	0.268310914144	0.012,0.019,0.013	0.007,0.007,0.009	0.007
406	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143034	26142744	26142917	26143007	26143034	406	994,586,680	86,62,74	418,884,371	155,333,173	238	149	0	0.0	0.879,0.855,0.852	0.628,0.624,0.573	0.254
407	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143108	26143496	407	809,440,621	18,12,14	513,1087,504	9,19,9	222	149	0.22119386951	0.496457351567	0.968,0.961,0.968	0.975,0.975,0.974	-0.009
408	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143111	26143496	408	812,441,621	6,2,3	513,1090,504	1,4,6	225	149	1	1.0	0.989,0.993,0.993	0.997,0.994,0.982	0.001
410	"AT5G01910"	"AT5G01910"	chr5	-	357794	358229	357794	358084	358163	358229	410	6,11,7	9,13,9	3,2,2	44,23,21	227	149	6.41415572877e-08	1.00525302715e-06	0.304,0.357,0.338	0.043,0.054,0.059	0.281
413	"AT4G24160"	"AT4G24160"	chr4	+	12541693	12541989	12541693	12541793	12541865	12541989	413	6,7,1	90,97,85	5,8,5	109,148,77	220	149	0.844801083885	1.0	0.043,0.047,0.008	0.03,0.035,0.042	-0.003
415	"AT3G55070"	"AT3G55070"	chr3	+	20410159	20410622	20410159	20410293	20410435	20410622	415	16,32,23	38,80,54	0,5,4	64,119,66	290	149	1.11022302463e-16	4.58723967904e-15	0.178,0.17,0.18	0.0,0.021,0.03	0.159
416	"AT5G40370"	"GRXC2"	chr5	-	16148680	16149198	16148680	16148769	16148996	16149198	416	4,14,5	602,744,610	4,4,8	554,767,451	298	149	1	1.0	0.003,0.009,0.004	0.004,0.003,0.009	0.0
417	"AT3G22260"	"AT3G22260"	chr3	+	7870891	7871134	7870891	7870930	7871034	7871134	417	6,15,13	1,0,0	10,11,5	0,0,0	252	149	1	1.0	0.78,1.0,1.0	1.0,1.0,1.0	-0.073
419	"AT1G68080"	"AT1G68080"	chr1	+	25518367	25518772	25518367	25518512	25518602	25518772	419	9,16,21	0,0,0	9,19,11	4,1,5	238	149	7.31524956166e-07	9.3655800726e-06	1.0,1.0,1.0	0.585,0.922,0.579	0.305
420	"AT4G35830"	"ACO1"	chr4	-	16977688	16978057	16977688	16977793	16977945	16978057	420	37,28,24	272,234,110	4,2,3	114,249,86	298	149	2.21012097512e-12	6.48064505285e-11	0.064,0.056,0.098	0.017,0.004,0.017	0.06
421	"AT5G26180"	"AT5G26180"	chr5	+	9152753	9153502	9152753	9152885	9153331	9153502	421	9,11,7	0,2,0	24,22,13	2,2,0	298	149	0.343608212445	0.683457035257	1.0,0.733,1.0	0.857,0.846,1.0	0.01
422	"AT3G25700"	"AT3G25700"	chr3	+	9358718	9360463	9358718	9359585	9359891	9360463	422	10,11,5	0,0,0	3,21,12	5,0,1	298	149	0.00368000639183	0.0176990783607	1.0,1.0,1.0	0.231,1.0,0.857	0.304
423	"AT5G52890"	"AT5G52890"	chr5	-	21444834	21446241	21444834	21445425	21445509	21446241	423	1,4,1	4,12,7	0,2,2	23,30,7	232	149	0.0565737746775	0.179808572947	0.138,0.176,0.084	0.0,0.041,0.155	0.067
424	"AT4G16990"	"RLM3"	chr4	+	9564476	9564941	9564476	9564596	9564676	9564941	424	52,94,81	36,51,39	64,197,113	19,49,40	228	149	0.000292798201511	0.00194272675309	0.486,0.546,0.576	0.688,0.724,0.649	-0.151
425	"AT4G16990"	"RLM3"	chr4	+	9564476	9564941	9564476	9564596	9564691	9564941	425	53,102,82	272,329,311	66,203,113	242,527,243	243	149	0.00303288359541	0.0153160621568	0.107,0.16,0.139	0.143,0.191,0.222	-0.05
427	"AT4G00560"	"AT4G00560"	chr4	-	241024	241370	241024	241155	241246	241370	427	4,2,4	31,32,20	2,4,0	74,108,40	239	149	0.00639980479162	0.0286572539684	0.074,0.038,0.111	0.017,0.023,0.0	0.061
428	"AT5G63760"	"ARI15"	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	428	2,10,7	0,0,0	5,9,1	0,2,0	258	149	1	1.0	1.0,1.0,1.0	1.0,0.722,1.0	0.093
429	"AT5G63370"	"CDKG1"	chr5	-	25383905	25387224	25383905	25386782	25387099	25387224	429	20,26,19	2,7,5	13,29,12	7,25,9	298	149	0.00065310503176	0.00393160578722	0.833,0.65,0.655	0.481,0.367,0.4	0.297
430	"AT5G63370"	"CDKG1"	chr5	-	25383905	25387224	25383905	25386785	25387099	25387224	430	20,26,19	8,8,2	14,28,12	5,21,12	298	149	0.0252546574275	0.0911101982999	0.556,0.619,0.826	0.583,0.4,0.333	0.228
431	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213311	6213068	6213148	6213228	6213311	431	36,53,62	267,411,416	18,23,19	491,765,357	228	149	2.13162820728e-14	7.17648163118e-13	0.081,0.078,0.089	0.023,0.019,0.034	0.057
432	"AT4G34430"	"SWI3D"	chr4	+	16464639	16465323	16464639	16465061	16465136	16465323	432	30,40,51	0,2,2	46,70,44	4,2,3	223	149	0.138854527817	0.358576039164	1.0,0.93,0.945	0.885,0.959,0.907	0.041
433	"AT5G14250"	"CSN3"	chr5	+	4599779	4600152	4599779	4599938	4600030	4600152	433	3,12,8	137,167,116	6,7,3	164,188,103	240	149	0.174185830715	0.419986525517	0.013,0.043,0.041	0.022,0.023,0.018	0.011
434	"AT4G12560"	"CPR30"	chr4	+	7443117	7443754	7443117	7443193	7443523	7443754	434	22,48,44	241,261,325	45,62,26	281,352,153	298	149	0.193462912951	0.453319058315	0.044,0.084,0.063	0.074,0.081,0.078	-0.014
435	"AT1G30475"	"AT1G30475"	chr1	-	10788225	10788988	10788225	10788682	10788912	10788988	435	11,5,3	21,23,26	7,15,2	35,26,11	298	149	0.579483624578	0.947378038388	0.208,0.098,0.055	0.091,0.224,0.083	-0.012
436	"AT1G15180"	"AT1G15180"	chr1	+	5225765	5226391	5225765	5226004	5226185	5226391	436	2,3,2	293,276,220	2,4,3	191,354,206	298	149	1	1.0	0.003,0.005,0.005	0.005,0.006,0.007	-0.002
437	"AT2G47060"	"AT2G47060"	chr2	-	19332903	19333427	19332903	19333244	19333340	19333427	437	1,0,1	177,267,320	4,4,2	239,318,121	244	149	1	1.0	0.003,0.0,0.002	0.01,0.008,0.01	-0.008
438	"AT2G47060"	"AT2G47060"	chr2	-	19333340	19333655	19333340	19333427	19333522	19333655	438	21,25,34	159,255,253	8,9,13	187,314,108	243	149	6.60571973119e-05	0.000536124931755	0.075,0.057,0.076	0.026,0.017,0.069	0.032
440	"AT2G23820"	"AT2G23820"	chr2	+	10142475	10142899	10142475	10142517	10142601	10142899	440	2,2,2	130,209,179	3,7,0	267,360,207	232	149	1	1.0	0.01,0.006,0.007	0.007,0.012,0.0	0.001
444	"AT5G58200"	"AT5G58200"	chr5	+	23549881	23550143	23549881	23549903	23550031	23550143	444	172,266,230	29,35,25	108,169,77	36,66,36	276	149	3.37848193865e-10	7.87446174932e-09	0.762,0.804,0.832	0.618,0.58,0.536	0.221
445	"AT3G54010"	"PAS1"	chr3	+	20001228	20001453	20001228	20001313	20001383	20001453	445	8,17,10	49,73,29	10,24,9	26,55,38	218	149	0.113455404127	0.312518067732	0.1,0.137,0.191	0.208,0.23,0.139	-0.05
446	"AT2G16430"	"PAP10"	chr2	-	7121884	7122292	7121884	7121996	7122091	7122292	446	2,0,2	60,70,54	3,4,2	63,96,46	243	149	0.200138974164	0.460572981051	0.02,0.0,0.022	0.028,0.025,0.026	-0.012
447	"AT2G42280"	"BHLH130"	chr2	-	17611729	17612088	17611729	17611795	17611908	17612088	447	2,7,16	55,78,47	3,10,2	55,68,39	261	149	0.191326620245	0.451729604682	0.02,0.049,0.163	0.03,0.077,0.028	0.032
448	"AT4G34460"	"GB1"	chr4	-	16478329	16479088	16478329	16478754	16478993	16479088	448	6,11,12	47,124,77	5,4,1	58,112,50	298	149	0.00382443150001	0.0182010902278	0.06,0.042,0.072	0.041,0.018,0.01	0.035
449	"AT4G30190"	"AHA2"	chr4	-	14772305	14772808	14772305	14772544	14772643	14772808	449	0,0,3	514,590,376	0,4,1	376,904,427	247	149	1	1.0	0.0,0.0,0.005	0.0,0.003,0.001	0.0
450	"AT1G02205"	"CER1"	chr1	+	419296	419894	419296	419529	419674	419894	450	103,106,64	125,156,90	2,7,3	63,194,77	293	149	0	0.0	0.295,0.257,0.266	0.016,0.018,0.019	0.255
452	"AT5G63440"	"AT5G63440"	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	452	30,43,30	42,60,40	6,9,3	73,77,38	276	149	7.77156117238e-16	2.94347879404e-14	0.278,0.279,0.288	0.042,0.059,0.041	0.234
454	"AT1G76680"	"OPR1"	chr1	+	28777295	28778467	28777295	28777603	28777678	28778467	454	1,5,5	196,263,220	7,2,0	144,199,122	223	149	0.943435622006	1.0	0.003,0.013,0.015	0.031,0.007,0.0	-0.002
455	"AT1G02020"	"AT1G02020"	chr1	-	352636	354969	352636	353162	353237	354969	455	1,0,1	73,96,78	0,0,0	66,141,40	223	149	1	1.0	0.009,0.0,0.008	0.0,0.0,0.0	0.006
456	"AT4G21860"	"MSRB2"	chr4	-	11600004	11600396	11600004	11600022	11600096	11600396	456	1,10,1	5,16,14	8,10,1	18,10,8	222	149	0.314000757781	0.642852902754	0.118,0.296,0.046	0.23,0.402,0.077	-0.083
458	"AT5G16390"	"BCCP1"	chr5	-	5361271	5361637	5361271	5361337	5361565	5361637	458	2,5,7	131,219,235	11,15,3	305,397,240	298	149	0.321707934317	0.651297354775	0.008,0.011,0.015	0.018,0.019,0.006	-0.003
