ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
569	"AT4G01690"	"PPOX1"	chr4	+	732009	732433	732009	732033	732126	732433
570	"AT2G45990"	"AT2G45990"	chr2	+	18920623	18920864	18920623	18920686	18920787	18920864
571	"AT2G45990"	"AT2G45990"	chr2	+	18920623	18920864	18920623	18920686	18920802	18920864
572	"AT4G21620"	"AT4G21620"	chr4	+	11491481	11492167	11491481	11491624	11491723	11492167
573	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587752	5587843	5587982
574	"AT5G17010"	"AT5G17010"	chr5	-	5587350	5587982	5587350	5587757	5587843	5587982
575	"AT2G22660"	"GRDP1"	chr2	+	9629737	9630184	9629737	9629930	9630028	9630184
576	"AT4G35080"	"AT4G35080"	chr4	+	16699220	16700321	16699220	16699801	16699888	16700321
577	"AT2G43180"	"AT2G43180"	chr2	-	17953920	17954231	17953920	17953957	17954031	17954231
578	"AT1G67150"	"AT1G67150"	chr1	+	25123440	25124252	25123440	25123784	25123913	25124252
579	"AT4G09040"	"AT4G09040"	chr4	-	5796943	5797375	5796943	5797045	5797103	5797375
580	"AT5G44920"	"AT5G44920"	chr5	+	18138774	18139467	18138774	18139400	18139439	18139467
581	"AT4G15160"	"DL3625W"	chr4	+	8646149	8647252	8646149	8646305	8646551	8647252
582	"AT1G32400"	"TOM2A"	chr1	-	11690634	11691465	11690634	11691147	11691365	11691465
583	"AT1G05630"	"5PTASE13"	chr1	+	1685318	1685627	1685318	1685484	1685586	1685627
584	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654235	20654322	20654768
585	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654256	20654322	20654768
586	"AT1G55350"	"DEK1"	chr1	-	20657492	20658194	20657492	20657812	20657896	20658194
587	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11004963	11005150
588	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005018	11005150
589	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005021	11005150
590	"AT4G20380"	"LSD1"	chr4	+	11004834	11005150	11004834	11004896	11005024	11005150
591	"AT5G10695"	"AT5G10695"	chr5	+	3377662	3378221	3377662	3377863	3377935	3378221
592	"AT5G01230"	"AT5G01230"	chr5	-	93948	94146	93948	94001	94085	94146
593	"AT2G43410"	"FPA"	chr2	-	18027928	18028761	18027928	18028319	18028448	18028761
594	"AT1G70700"	"TIFY7"	chr1	+	26656237	26656478	26656237	26656320	26656392	26656478
595	"AT2G28540"	"AT2G28540"	chr2	+	12223118	12223828	12223118	12223333	12223419	12223828
596	"AT5G07510"	"GRP14"	chr5	-	2377709	2378188	2377709	2378132	2378168	2378188
597	"AT1G70180"	"AT1G70180"	chr1	+	26428883	26429361	26428883	26428946	26429046	26429361
598	"AT1G45160"	"IRE4"	chr1	-	17084039	17084342	17084039	17084114	17084213	17084342
599	"AT1G02960"	"AT1G02960"	chr1	-	667150	667437	667150	667281	667372	667437
600	"AT3G63340"	"AT3G63340"	chr3	-	23396589	23397092	23396589	23396851	23396950	23397092
601	"AT3G18160"	"PEX3-1"	chr3	+	6221082	6221526	6221082	6221244	6221335	6221526
602	"AT2G44280"	"AT2G44280"	chr2	-	18303286	18303667	18303286	18303483	18303597	18303667
603	"AT2G20590"	"RTNLB17"	chr2	-	8867537	8867857	8867537	8867660	8867791	8867857
604	"AT1G78420"	"AT1G78420"	chr1	+	29505079	29505469	29505079	29505110	29505205	29505469
605	"AT3G62770"	"ATG18A"	chr3	-	23218632	23219221	23218632	23218948	23219094	23219221
606	"AT2G27340"	"AT2G27340"	chr2	+	11696936	11697554	11696936	11697163	11697448	11697554
607	"AT3G12100"	"MTPC2"	chr3	-	3854938	3855267	3854938	3855028	3855116	3855267
608	"AT3G52120"	"AT3G52120"	chr3	+	19331152	19331633	19331152	19331347	19331454	19331633
609	"AT5G64540"	"AT5G64540"	chr5	-	25800231	25800842	25800231	25800704	25800784	25800842
610	"AT4G24290"	"AT4G24290"	chr4	+	12596311	12596975	12596311	12596498	12596808	12596975
611	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945828	16945908	16946192
612	"AT4G35770"	"STR15"	chr4	+	16945774	16946192	16945774	16945832	16945908	16946192
613	"AT2G23680"	"AT2G23680"	chr2	+	10066162	10066566	10066162	10066360	10066452	10066566
614	"AT2G04170"	"AT2G04170"	chr2	-	1418595	1419171	1418595	1418713	1418792	1419171
615	"AT3G19010"	"AT3G19010"	chr3	-	6556196	6556999	6556196	6556566	6556671	6556999
616	"AT3G19010"	"AT3G19010"	chr3	-	6556671	6556999	6556671	6556867	6556957	6556999
617	"AT3G55280"	"RPL23AB"	chr3	+	20500999	20501363	20500999	20501073	20501091	20501363
618	"AT2G32250"	"FRS2"	chr2	+	13693104	13695479	13693104	13693270	13693381	13695479
619	"AT3G22350"	"AT3G22350"	chr3	+	7901904	7903041	7901904	7902504	7902589	7903041
620	"AT2G39730"	"RCA"	chr2	-	16570745	16571472	16570745	16571066	16571179	16571472
621	"AT2G39730"	"RCA"	chr2	-	16570745	16571472	16570745	16571066	16571190	16571472
622	"AT2G44480"	"BGLU17"	chr2	+	18360031	18360366	18360031	18360101	18360307	18360366
623	"AT5G59470"	"AT5G59470"	chr5	+	23978841	23979478	23978841	23979100	23979177	23979478
624	"AT1G17450"	"AT1G17450"	chr1	-	5993653	5994388	5993653	5993875	5993965	5994388
625	"AT1G03180"	"AT1G03180"	chr1	+	773410	774153	773410	773691	774095	774153
626	"AT5G55300"	"TOP1"	chr5	-	22424576	22424914	22424576	22424773	22424858	22424914
627	"AT3G12020"	"AT3G12020"	chr3	+	3832920	3833256	3832920	3832971	3833208	3833256
628	"AT1G57650"	"AT1G57650"	chr1	+	21352601	21353540	21352601	21353280	21353379	21353540
629	"AT5G27860"	"AT5G27860"	chr5	-	9874823	9875160	9874823	9874946	9875019	9875160
630	"AT5G58140"	"PHOT2"	chr5	+	23528406	23528775	23528406	23528510	23528725	23528775
631	"AT2G31370"	"POSF21"	chr2	+	13380713	13381092	13380713	13380927	13380955	13381092
632	"AT1G11100"	"AT1G11100"	chr1	-	3705704	3706548	3705704	3706056	3706188	3706548
633	"AT5G15550"	"AT5G15550"	chr5	-	5059230	5059487	5059230	5059266	5059350	5059487
634	"AT3G13445"	"TBP1"	chr3	+	4381486	4381768	4381486	4381588	4381694	4381768
635	"AT5G46730"	"AT5G46730"	chr5	+	18964011	18965068	18964011	18964588	18964720	18965068
636	"AT4G36080"	"AT4G36080"	chr4	-	17069999	17070222	17069999	17070026	17070116	17070222
637	"AT1G48360"	"AT1G48360"	chr1	+	17872184	17873031	17872184	17872418	17872493	17873031
638	"AT2G05380"	"GRP3S"	chr2	+	1967542	1968037	1967542	1967635	1967677	1968037
639	"AT1G69400"	"BUB3.3"	chr1	+	26088247	26088484	26088247	26088328	26088402	26088484
640	"AT1G62250"	"AT1G62250"	chr1	-	22995813	22996230	22995813	22995919	22996057	22996230
641	"AT1G11592"	"AT1G11592"	chr1	-	3895934	3896261	3895934	3896090	3896211	3896261
642	"AT3G12250"	"TGA6"	chr3	+	3906243	3906692	3906243	3906416	3906620	3906692
643	"AT3G12250"	"TGA6"	chr3	+	3906243	3906692	3906243	3906525	3906620	3906692
644	"AT4G02550"	"AT4G02550"	chr4	-	1120420	1121191	1120420	1121016	1121103	1121191
645	"AT5G20250"	"RFS6"	chr5	+	6833658	6834047	6833658	6833895	6833988	6834047
646	"AT5G20250"	"RFS6"	chr5	+	6833658	6834047	6833658	6833895	6834004	6834047
647	"AT5G20250"	"RFS6"	chr5	+	6834004	6835720	6834004	6834047	6834146	6835720
648	"AT3G17185"	"TASIR-ARF"	chr3	+	5861490	5862437	5861490	5861605	5861997	5862437
649	"AT3G16950"	"LPD1"	chr3	-	5786384	5786811	5786384	5786690	5786784	5786811
650	"AT4G37670"	"NAGS2"	chr4	-	17696058	17696639	17696058	17696396	17696479	17696639
651	"AT3G28700"	"AT3G28700"	chr3	+	10761571	10762114	10761571	10761776	10761836	10762114
652	"AT5G56040"	"AT5G56040"	chr5	+	22694877	22698628	22694877	22697855	22697943	22698628
653	"AT4G21850"	"MSRB9"	chr4	-	11591115	11591794	11591115	11591533	11591637	11591794
654	"AT3G61710"	"BECLIN1"	chr3	-	22840107	22840369	22840107	22840179	22840283	22840369
655	"AT5G46390"	"CTPA1"	chr5	+	18818416	18818630	18818416	18818500	18818591	18818630
656	"AT1G68130"	"IDD14"	chr1	+	25532243	25533138	25532243	25532634	25532735	25533138
657	"AT3G51240"	"F3H"	chr3	+	19025191	19025768	19025191	19025266	19025418	19025768
658	"AT4G10720"	"AT4G10720"	chr4	+	6608333	6609559	6608333	6609002	6609101	6609559
659	"AT3G14110"	"FLU"	chr3	-	4676835	4677308	4676835	4677001	4677129	4677308
660	"AT3G14110"	"FLU"	chr3	-	4676835	4677308	4676835	4677001	4677132	4677308
661	"AT5G26760"	"AT5G26760"	chr5	-	9405127	9406063	9405127	9405754	9405964	9406063
662	"AT4G30200"	"VIL2"	chr4	-	14786632	14787951	14786632	14787061	14787138	14787951
663	"AT2G24030"	"AT2G24030"	chr2	-	10221217	10222024	10221217	10221633	10221895	10222024
664	"AT1G09300"	"AT1G09300"	chr1	+	3004360	3004778	3004360	3004435	3004514	3004778
665	"AT4G31120"	"PMRT15"	chr4	-	15132353	15132629	15132353	15132447	15132541	15132629
666	"AT2G30880"	"AT2G30880"	chr2	-	13142664	13143671	13142664	13143298	13143378	13143671
667	"AT5G38380"	"AT5G38380"	chr5	+	15347761	15348427	15347761	15347874	15347964	15348427
668	"AT5G60880"	"BASL"	chr5	-	24488758	24489065	24488758	24488850	24488933	24489065
669	"AT3G07650"	"COL9"	chr3	+	2443771	2444532	2443771	2444060	2444185	2444532
670	"AT3G04380"	"SUVR4"	chr3	+	1162043	1162933	1162043	1162292	1162373	1162933
671	"AT2G20950"	"AT2G20950"	chr2	+	9004313	9005938	9004313	9004544	9004625	9005938
672	"AT2G38820"	"AT2G38820"	chr2	+	16222725	16222918	16222725	16222795	16222861	16222918
673	"AT2G47110"	"RPS27AB"	chr2	+	19344634	19345345	19344634	19345236	19345288	19345345
674	"AT4G15393"	"CYP702A5"	chr4	+	8804886	8805199	8804886	8804987	8805086	8805199
675	"AT5G23250"	"AT5G23250"	chr5	+	7832175	7832843	7832175	7832257	7832351	7832843
676	"AT5G27830"	"AT5G27830"	chr5	+	9861737	9862108	9861737	9861830	9861917	9862108
677	"AT3G46980"	"ANTR4"	chr3	-	17307775	17308023	17307775	17307809	17307885	17308023
678	"AT3G56590"	"AT3G56590"	chr3	+	20966973	20968019	20966973	20967625	20967698	20968019
679	"AT2G24270"	"ALDH11A3"	chr2	-	10327034	10327438	10327034	10327134	10327329	10327438
680	"AT2G24270"	"ALDH11A3"	chr2	-	10329456	10329941	10329456	10329607	10329721	10329941
681	"AT2G24270"	"ALDH11A3"	chr2	-	10329456	10329941	10329456	10329618	10329721	10329941
682	"AT3G10580"	"AT3G10580"	chr3	-	3307050	3307638	3307050	3307160	3307253	3307638
683	"AT1G15240"	"AT1G15240"	chr1	+	5248301	5248604	5248301	5248384	5248466	5248604
684	"AT1G48520"	"GATB"	chr1	+	17941835	17942172	17941835	17942033	17942103	17942172
685	"AT1G33270"	"AT1G33270"	chr1	-	12068558	12068925	12068558	12068654	12068828	12068925
686	"AT5G58470"	"TAF15B"	chr5	-	23637706	23638689	23637706	23638295	23638447	23638689
687	"AT1G72770"	"HAB1"	chr1	+	27392287	27393281	27392287	27392393	27392516	27393281
688	"AT1G72770"	"HAB1"	chr1	+	27392516	27393281	27392516	27392902	27392990	27393281
689	"AT4G25080"	"CHLM"	chr4	+	12876947	12877569	12876947	12876973	12877073	12877569
690	"AT1G50630"	"AT1G50630"	chr1	-	18751455	18752214	18751455	18751790	18751874	18752214
691	"AT4G38130"	"HDA19"	chr4	-	17896291	17896743	17896291	17896597	17896671	17896743
692	"AT2G41700"	"ABCA1"	chr2	-	17388789	17389491	17388789	17389368	17389398	17389491
693	"AT4G21560"	"VPS28-1"	chr4	-	11468760	11470327	11468760	11469779	11470114	11470327
694	"AT5G60130"	"AT5G60130"	chr5	-	24212215	24212854	24212215	24212311	24212389	24212854
695	"AT5G53160"	"PYL8"	chr5	+	21561444	21562260	21561444	21561660	21561740	21562260
696	"AT3G26680"	"SNM1"	chr3	+	9803418	9804282	9803418	9803518	9803607	9804282
697	"AT5G54590"	"CRLK1"	chr5	+	22181712	22181956	22181712	22181798	22181884	22181956
698	"AT2G14740"	"VSR3"	chr2	+	6312204	6312589	6312204	6312348	6312441	6312589
699	"AT5G66060"	"P4H10"	chr5	+	26421309	26421594	26421309	26421449	26421591	26421594
700	"AT5G43680"	"AT5G43680"	chr5	+	17545319	17545752	17545319	17545400	17545495	17545752
701	"AT5G58970"	"PUMP2"	chr5	-	23808961	23809643	23808961	23809036	23809538	23809643
702	"AT3G28540"	"AT3G28540"	chr3	+	10694443	10696123	10694443	10695962	10696001	10696123
703	"AT1G29950"	"BHLH144"	chr1	+	10492435	10492897	10492435	10492590	10492723	10492897
704	"AT1G29950"	"BHLH144"	chr1	+	10493065	10494598	10493065	10494261	10494338	10494598
705	"AT2G21940"	"SK1"	chr2	+	9352490	9352733	9352490	9352569	9352668	9352733
706	"AT1G70620"	"AT1G70620"	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
707	"AT4G26140"	"BGAL12"	chr4	-	13243409	13243832	13243409	13243615	13243721	13243832
708	"AT1G63750"	"AT1G63750"	chr1	+	23650847	23653342	23650847	23651611	23652020	23653342
709	"AT1G63750"	"AT1G63750"	chr1	+	23650847	23653342	23650847	23651424	23652246	23653342
710	"AT4G37550"	"AT4G37550"	chr4	+	17644984	17645449	17644984	17645228	17645341	17645449
711	"AT5G22608"	"AT5G22608"	chr5	+	7513918	7514453	7513918	7514031	7514204	7514453
712	"AT5G15610"	"AT5G15610"	chr5	+	5081489	5081744	5081489	5081587	5081674	5081744
713	"AT2G29350"	"SAG13"	chr2	+	12601828	12602556	12601828	12601935	12602033	12602556
714	"AT3G44110"	"ATJ3"	chr3	-	15868793	15869443	15868793	15869216	15869383	15869443
715	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876767	4876360	4876468	4876669	4876767
716	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876767	4876360	4876472	4876669	4876767
717	"AT1G14270"	"AT1G14270"	chr1	-	4876669	4877248	4876669	4876767	4876940	4877248
718	"AT5G07930"	"MCT2"	chr5	+	2531811	2532216	2531811	2531957	2532070	2532216
719	"AT5G65110"	"ACX2"	chr5	-	26009634	26010201	26009634	26009976	26010077	26010201
720	"AT4G39270"	"AT4G39270"	chr4	+	18279065	18279848	18279065	18279088	18279162	18279848
721	"AT2G27250"	"CLV3"	chr2	-	11664985	11665768	11664985	11665362	11665529	11665768
722	"AT2G38880"	"NFYB1"	chr2	+	16240138	16240422	16240138	16240219	16240307	16240422
723	"AT1G03960"	"B''EPSILON"	chr1	+	1013714	1014543	1013714	1014237	1014333	1014543
724	"AT3G51260"	"PAD1"	chr3	+	19032581	19033064	19032581	19032636	19032657	19033064
725	"AT3G51370"	"AT3G51370"	chr3	+	19069956	19070812	19069956	19070366	19070444	19070812
726	"AT5G22770"	"ALPHA-ADR"	chr5	-	7587900	7588246	7587900	7588123	7588193	7588246
727	"AT1G49730"	"AT1G49730"	chr1	-	18402529	18403126	18402529	18402892	18403012	18403126
728	"AT1G49730"	"AT1G49730"	chr1	-	18403365	18403627	18403365	18403455	18403559	18403627
729	"AT5G05570"	"AT5G05570"	chr5	+	1660978	1661254	1660978	1661051	1661126	1661254
730	"AT1G80410"	"EMB2753"	chr1	-	30227484	30228162	30227484	30227832	30227974	30228162
731	"AT4G12690"	"AT4G12690"	chr4	+	7480640	7482150	7480640	7480687	7480788	7482150
732	"AT4G14710"	"ARD3"	chr4	-	8426342	8426558	8426342	8426451	8426524	8426558
733	"AT4G33925"	"AT4G33925"	chr4	+	16263962	16264226	16263962	16264022	16264091	16264226
734	"AT1G24460"	"AT1G24460"	chr1	+	8670833	8671656	8670833	8670910	8671006	8671656
735	"AT5G02020"	"SIS"	chr5	-	386660	387192	386660	386721	387040	387192
736	"AT1G60850"	"ATRPAC42"	chr1	-	22398470	22398773	22398470	22398564	22398677	22398773
737	"AT1G05180"	"AXR1"	chr1	-	1498113	1498746	1498113	1498440	1498565	1498746
738	"AT1G05180"	"AXR1"	chr1	-	1501166	1501330	1501166	1501190	1501288	1501330
739	"AT3G59320"	"AT3G59320"	chr3	-	21925940	21926305	21925940	21926135	21926247	21926305
740	"AT3G14350"	"SRF7"	chr3	-	4784036	4784308	4784036	4784106	4784190	4784308
741	"AT5G61540"	"AT5G61540"	chr5	+	24745717	24746276	24745717	24745782	24745880	24746276
742	"AT3G27700"	"AT3G27700"	chr3	-	10257116	10258214	10257116	10257516	10257679	10258214
743	"AT2G35990"	"LOG2"	chr2	+	15113954	15114782	15113954	15114177	15114684	15114782
744	"AT3G22420"	"WNK2"	chr3	+	7947338	7947813	7947338	7947559	7947655	7947813
745	"AT3G47550"	"AT3G47550"	chr3	+	17523457	17524116	17523457	17523615	17523809	17524116
746	"AT3G47550"	"AT3G47550"	chr3	+	17524810	17525054	17524810	17524894	17524964	17525054
747	"AT2G36200"	"AT2G36200"	chr2	-	15182764	15182992	15182764	15182845	15182938	15182992
748	"AT5G46840"	"AT5G46840"	chr5	+	19005600	19006277	19005600	19005679	19005737	19006277
749	"AT5G65000"	"AT5G65000"	chr5	-	25965368	25965684	25965368	25965443	25965540	25965684
750	"AT3G17040"	"HCF107"	chr3	-	5812026	5812678	5812026	5812397	5812499	5812678
751	"AT3G50530"	"CRK5"	chr3	+	18755026	18755495	18755026	18755105	18755198	18755495
752	"AT5G61910"	"BON1"	chr5	-	24861062	24862336	24861062	24861167	24861261	24862336
753	"AT2G32190"	"AT2G32190"	chr2	+	13674736	13675286	13674736	13674875	13675046	13675286
754	"AT1G48500"	"TIFY6A"	chr1	+	17934187	17934662	17934187	17934248	17934327	17934662
755	"AT3G04930"	"AT3G04930"	chr3	+	1362904	1364799	1362904	1364187	1364619	1364799
756	"AT4G35410"	"AAP19-2"	chr4	+	16833392	16833626	16833392	16833428	16833539	16833626
757	"AT2G46370"	"JAR1"	chr2	+	19034340	19034640	19034340	19034377	19034543	19034640
758	"AT1G01020"	"ARV1"	chr1	-	7156	7450	7156	7232	7383	7450
759	"AT5G40700"	"AT5G40700"	chr5	-	16292225	16292436	16292225	16292277	16292364	16292436
760	"AT1G72970"	"HTH"	chr1	+	27454996	27455565	27454996	27455209	27455290	27455565
761	"AT2G37860"	"LCD1"	chr2	+	15858267	15858506	15858267	15858347	15858441	15858506
762	"AT4G29740"	"CKX4"	chr4	+	14568481	14569332	14568481	14568750	14568840	14569332
763	"AT4G21210"	"RP1"	chr4	+	11307769	11308403	11307769	11308184	11308265	11308403
764	"AT3G13080"	"ABCC3"	chr3	-	4196616	4196922	4196616	4196633	4196708	4196922
765	"AT3G13080"	"ABCC3"	chr3	-	4197028	4197818	4197028	4197538	4197653	4197818
766	"AT1G54390"	"ING2"	chr1	-	20305038	20305293	20305038	20305171	20305254	20305293
767	"AT1G54390"	"ING2"	chr1	-	20306423	20306798	20306423	20306635	20306726	20306798
768	"AT1G12650"	"AT1G12650"	chr1	+	4307577	4308005	4307577	4307777	4307816	4308005
769	"AT5G24310"	"ABIL3"	chr5	+	8275762	8276068	8275762	8275857	8275940	8276068
770	"AT4G02560"	"LD"	chr4	-	1128087	1128421	1128087	1128268	1128381	1128421
771	"AT3G09890"	"AT3G09890"	chr3	+	3033715	3033994	3033715	3033810	3033898	3033994
772	"AT4G36050"	"APE2"	chr4	-	17054738	17055059	17054738	17054850	17054936	17055059
773	"AT3G22425"	"HISN5A"	chr3	+	7952162	7952409	7952162	7952237	7952346	7952409
774	"AT3G13225"	"AT3G13225"	chr3	-	4261870	4262534	4261870	4261995	4262447	4262534
775	"AT5G64130"	"AT5G64130"	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167
776	"AT5G64130"	"AT5G64130"	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372
777	"AT1G67580"	"AT1G67580"	chr1	-	25327283	25327826	25327283	25327511	25327623	25327826
778	"AT3G13060"	"ECT5"	chr3	+	4182994	4183975	4182994	4183207	4183293	4183975
779	"AT5G04940"	"SUVH1"	chr5	-	1454166	1456990	1454166	1454469	1454553	1456990
780	"AT1G43020"	"AT1G43020"	chr1	+	16156694	16157130	16156694	16156803	16156933	16157130
781	"AT4G00355"	"AT4G00355"	chr4	+	155191	156376	155191	155902	155985	156376
782	"AT5G57565"	"AT5G57565"	chr5	+	23310283	23311120	23310283	23310346	23310791	23311120
783	"AT5G57565"	"AT5G57565"	chr5	+	23310283	23311120	23310283	23310352	23310791	23311120
784	"AT5G57565"	"AT5G57565"	chr5	+	23311213	23311564	23311213	23311241	23311383	23311564
785	"AT5G57565"	"AT5G57565"	chr5	+	23311213	23311564	23311213	23311285	23311383	23311564
786	"AT5G49010"	"SLD5"	chr5	+	19867560	19867878	19867560	19867670	19867805	19867878
787	"AT1G28280"	"VQ4"	chr1	-	9886076	9887478	9886076	9886310	9886677	9887478
788	"AT5G35680"	"AT5G35680"	chr5	-	13857920	13858594	13857920	13858150	13858202	13858594
789	"AT1G61660"	"BHLH112"	chr1	-	22754369	22754674	22754369	22754521	22754620	22754674
790	"AT1G14685"	"BPC2"	chr1	+	5042587	5044294	5042587	5042855	5043076	5044294
791	"AT1G14300"	"AT1G14300"	chr1	-	4882816	4883176	4882816	4882930	4883044	4883176
792	"AT5G65740"	"AT5G65740"	chr5	-	26302829	26303051	26302829	26302904	26302972	26303051
793	"AT5G65740"	"AT5G65740"	chr5	-	26302829	26303471	26302829	26302904	26303332	26303471
794	"AT1G06210"	"AT1G06210"	chr1	+	1898140	1899208	1898140	1898422	1898602	1899208
795	"AT3G27380"	"SDH2-1"	chr3	-	10129609	10131374	10129609	10130509	10130611	10131374
796	"AT2G32460"	"MYB101"	chr2	-	13784060	13784471	13784060	13784321	13784353	13784471
797	"AT2G05260"	"AT2G05260"	chr2	+	1918878	1920042	1918878	1919665	1919756	1920042
798	"AT4G20430"	"AT4G20430"	chr4	-	11018876	11019211	11018876	11019054	11019126	11019211
799	"AT5G59430"	"TRP1"	chr5	+	23970491	23970945	23970491	23970622	23970710	23970945
800	"AT1G64355"	"AT1G64355"	chr1	+	23886654	23887212	23886654	23886672	23886787	23887212
801	"AT4G25434"	"NUDT10"	chr4	-	13004531	13004698	13004531	13004566	13004647	13004698
802	"AT1G73020"	"AT1G73020"	chr1	-	27473010	27473554	27473010	27473192	27473286	27473554
803	"AT1G08620"	"JMJ16"	chr1	+	2737267	2737865	2737267	2737341	2737537	2737865
804	"AT3G60510"	"AT3G60510"	chr3	-	22357663	22357898	22357663	22357762	22357837	22357898
805	"AT3G45960"	"EXLA3"	chr3	+	16892755	16893329	16892755	16892946	16893034	16893329
806	"AT2G04880"	"WRKY1"	chr2	+	1718480	1719380	1718480	1719127	1719199	1719380
807	"AT3G49430"	"SR34A"	chr3	+	18334457	18334716	18334457	18334538	18334649	18334716
808	"AT3G56940"	"CRD1"	chr3	+	21076504	21077067	21076504	21076631	21076708	21077067
809	"AT5G02200"	"FHL"	chr5	+	437459	438692	437459	437563	438204	438692
810	"AT4G02890"	"UBQ14"	chr4	-	1278529	1279664	1278529	1279311	1279539	1279664
811	"AT1G03860"	"PHB2"	chr1	-	980777	981160	980777	980894	980986	981160
812	"AT4G31600"	"AT4G31600"	chr4	-	15315486	15315877	15315486	15315630	15315718	15315877
813	"AT3G59000"	"AT3G59000"	chr3	+	21799751	21800695	21799751	21800120	21800558	21800695
814	"AT5G09660"	"PMDH2"	chr5	-	2993809	2994067	2993809	2993904	2993977	2994067
815	"AT2G29680"	"CDC6"	chr2	+	12690749	12691009	12690749	12690856	12690949	12691009
816	"AT5G60600"	"ISPG"	chr5	+	24362782	24363071	24362782	24362881	24362966	24363071
817	"AT4G16950"	"RPP5"	chr4	-	9539511	9540879	9539511	9539649	9539757	9540879
818	"AT3G18210"	"AT3G18210"	chr3	-	6240063	6240605	6240063	6240398	6240495	6240605
819	"AT3G11000"	"AT3G11000"	chr3	+	3447567	3447944	3447567	3447771	3447873	3447944
820	"AT2G35110"	"NAP1"	chr2	-	14800806	14801081	14800806	14800949	14801036	14801081
821	"AT5G27970"	"AT5G27970"	chr5	+	10015341	10015668	10015341	10015411	10015529	10015668
822	"AT5G66160"	"RMR1"	chr5	+	26446606	26447433	26446606	26446704	26446800	26447433
823	"AT1G79880"	"LA2"	chr1	-	30047899	30048203	30047899	30048049	30048124	30048203
824	"AT2G17550"	"AT2G17550"	chr2	-	7635480	7637010	7635480	7636830	7636933	7637010
825	"AT3G13300"	"VCS"	chr3	+	4303873	4304798	4303873	4304100	4304205	4304798
826	"AT5G18440"	"AT5G18440"	chr5	+	6112849	6113169	6112849	6112926	6113022	6113169
827	"AT2G23080"	"AT2G23080"	chr2	+	9828942	9829146	9828942	9829006	9829077	9829146
828	"AT5G02500"	"MED37E"	chr5	-	553744	555796	553744	554441	554831	555796
829	"AT1G10990"	"AT1G10990"	chr1	-	3670277	3671187	3670277	3670901	3670979	3671187
830	"AT1G14380"	"IQD28"	chr1	-	4918406	4919775	4918406	4919037	4919223	4919775
831	"AT1G16010"	"MRS2-1"	chr1	-	5497390	5497720	5497390	5497437	5497526	5497720
832	"AT1G18730"	"PNSB4"	chr1	+	6461317	6461910	6461317	6461389	6461843	6461910
833	"AT5G58600"	"PMR5"	chr5	-	23683790	23684534	23683790	23684280	23684375	23684534
834	"AT4G05050"	"UBQ11"	chr4	-	2588003	2588960	2588003	2588401	2588629	2588960
835	"AT5G62520"	"SRO5"	chr5	+	25098616	25099063	25098616	25098861	25098944	25099063
836	"AT4G38230"	"CPK26"	chr4	-	17930383	17930958	17930383	17930580	17930650	17930958
837	"AT1G68020"	"TPS6"	chr1	+	25497289	25499864	25497289	25499513	25499590	25499864
838	"AT5G10450"	"GRF6"	chr5	-	3283852	3284782	3283852	3284466	3284665	3284782
839	"AT5G10450"	"GRF6"	chr5	-	3283852	3284782	3283852	3284472	3284665	3284782
840	"AT5G10450"	"GRF6"	chr5	-	3283852	3284782	3283852	3284571	3284665	3284782
841	"AT1G70100"	"AT1G70100"	chr1	+	26405396	26405654	26405396	26405496	26405597	26405654
842	"AT4G38090"	"AT4G38090"	chr4	-	17883699	17884052	17883699	17883915	17883998	17884052
843	"AT4G38090"	"AT4G38090"	chr4	-	17883998	17884228	17883998	17884052	17884122	17884228
844	"AT4G38090"	"AT4G38090"	chr4	-	17883998	17884228	17883998	17884052	17884134	17884228
845	"AT1G63010"	"AT1G63010"	chr1	-	23352323	23352646	23352323	23352398	23352498	23352646
846	"AT5G15700"	"RPOT2"	chr5	-	5115299	5115903	5115299	5115721	5115822	5115903
847	"AT5G67110"	"ALC"	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827
848	"AT1G18660"	"AT1G18660"	chr1	+	6425345	6425880	6425345	6425414	6425505	6425880
849	"AT1G65980"	"PRXIIB"	chr1	-	24559305	24559777	24559305	24559649	24559701	24559777
850	"AT5G57655"	"XYLA"	chr5	+	23348372	23348969	23348372	23348658	23348735	23348969
851	"AT5G64460"	"AT5G64460"	chr5	-	25774667	25774928	25774667	25774747	25774820	25774928
852	"AT4G28520"	"CRC"	chr4	+	14088554	14088992	14088554	14088677	14088890	14088992
