ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1905	"AT5G40210"	"AT5G40210"	chr5	-	16074470	16074663	16074202	16074364	16075445	16075559
1906	"AT5G40210"	"AT5G40210"	chr5	-	16074470	16074663	16074202	16074364	16075749	16075815
1907	"AT5G40210"	"AT5G40210"	chr5	-	16075445	16075559	16074202	16074364	16075749	16075815
1908	"AT5G40210"	"AT5G40210"	chr5	-	16075445	16075559	16074470	16074663	16075749	16075815
1910	"AT5G65970"	"MLO10"	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669
1911	"AT5G65970"	"MLO10"	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669
1912	"AT5G65970"	"MLO10"	chr5	-	26388740	26388781	26388495	26388669	26388864	26388914
1913	"AT5G65970"	"MLO10"	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
1914	"AT3G14930"	"HEME1"	chr3	+	5020779	5020935	5020590	5020697	5021233	5021616
1915	"AT3G14930"	"HEME1"	chr3	+	5020783	5020935	5020569	5020697	5021233	5021616
1916	"AT2G46090"	"LCKB2"	chr2	+	18951452	18951506	18951262	18951339	18951611	18951671
1917	"AT5G63550"	"AT5G63550"	chr5	+	25445272	25445306	25444671	25445191	25445813	25445893
1918	"AT5G39530"	"AT5G39530"	chr5	-	15826807	15826957	15826469	15826667	15827151	15827238
1919	"AT3G04040"	"AT3G04040"	chr3	+	1048162	1048214	1047932	1047983	1048542	1048601
1921	"AT4G08460"	"AT4G08460"	chr4	-	5378697	5378821	5377063	5378205	5380530	5380608
1923	"AT1G70620"	"AT1G70620"	chr1	+	26630397	26630582	26630246	26630303	26630700	26631073
1924	"AT1G70620"	"AT1G70620"	chr1	+	26630504	26630582	26630246	26630303	26630700	26631104
1925	"AT1G22970"	"AT1G22970"	chr1	-	8131945	8132039	8131653	8131863	8132124	8132208
1926	"AT1G24070"	"CSLA10"	chr1	-	8517574	8517688	8516947	8517147	8518078	8518215
1927	"AT2G23950"	"AT2G23950"	chr2	-	10188535	10188664	10188106	10188451	10188757	10188858
1928	"AT3G02740"	"AT3G02740"	chr3	+	592451	592539	592168	592242	592608	592684
1929	"AT2G26930"	"ISPE"	chr2	-	11493765	11493861	11493616	11493685	11494085	11494266
1930	"AT2G20000"	"CDC27B"	chr2	-	8634648	8634804	8634282	8634496	8635110	8635397
1931	"AT2G20000"	"CDC27B"	chr2	-	8635475	8635573	8635110	8635397	8635661	8635708
1932	"AT4G31100"	"WAKL17"	chr4	+	15124984	15125095	15123780	15124867	15125182	15126531
1933	"AT5G62575"	"SDH7B"	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
1934	"AT5G48810"	"CYTB5-D"	chr5	-	19789591	19789658	19789066	19789517	19790093	19790334
1935	"AT1G56630"	"AT1G56630"	chr1	-	21225556	21225590	21224775	21224911	21225875	21226075
1936	"AT4G17050"	"UGLYAH"	chr4	+	9590996	9591063	9590857	9590897	9591201	9591287
1938	"AT1G56340"	"CRT1"	chr1	-	21090368	21090398	21090162	21090282	21090490	21090538
1939	"AT1G56340"	"CRT1"	chr1	-	21090798	21090866	21090618	21090714	21091016	21091074
1941	"AT3G45030"	"RPS20A"	chr3	-	16471922	16472036	16471385	16471748	16472194	16472393
1943	"AT2G23360"	"FPP7"	chr2	+	9949366	9949488	9948902	9948931	9949825	9949940
1944	"AT1G13990"	"AT1G13990"	chr1	+	4796154	4796250	4795914	4796077	4796338	4796594
1945	"AT4G38120"	"AT4G38120"	chr4	-	17889900	17890113	17889582	17889656	17890401	17890475
1946	"AT4G38120"	"AT4G38120"	chr4	-	17893768	17893849	17893582	17893670	17894099	17894151
1947	"AT4G38120"	"AT4G38120"	chr4	-	17893768	17893922	17893582	17893670	17894099	17894151
1948	"AT4G12640"	"AT4G12640"	chr4	+	7465236	7466444	7462787	7463069	7466651	7467862
1949	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876468	4876111	4876194	4876669	4876767
1950	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876472	4876111	4876194	4876669	4876767
1951	"AT1G71810"	"AT1G71810"	chr1	-	27003482	27003581	27003360	27003402	27003934	27003979
1952	"AT5G60540"	"PDX2"	chr5	-	24337745	24337819	24337300	24337492	24337886	24337974
1953	"AT1G09010"	"EBM"	chr1	-	2898304	2898363	2898180	2898229	2898447	2898672
1956	"AT3G57230"	"AGL16"	chr3	+	21179566	21179628	21179094	21179173	21179987	21180087
1957	"AT3G10920"	"MSD1"	chr3	+	3418787	3418834	3417953	3418309	3418914	3419037
1958	"AT5G05610"	"AL1"	chr5	-	1678719	1678752	1678372	1678595	1678848	1679104
1960	"AT1G61430"	"AT1G61430"	chr1	-	22665881	22666042	22665604	22665815	22666281	22666392
1961	"AT4G13430"	"IIL1"	chr4	-	7806005	7806083	7805785	7805881	7806326	7806401
1962	"AT4G34140"	"AT4G34140"	chr4	+	16351769	16351888	16351630	16351688	16352001	16352085
1965	"AT5G43810"	"AGO10"	chr5	+	17611505	17611582	17610971	17611361	17611844	17612421
1966	"AT1G60930"	"RECQL4B"	chr1	-	22437451	22437512	22436802	22437210	22437961	22438135
1967	"AT1G34570"	"AT1G34570"	chr1	-	12656235	12656295	12655912	12656034	12656428	12656486
1970	"AT3G55080"	"AT3G55080"	chr3	-	20412581	20412665	20412265	20412399	20412826	20412862
1971	"AT3G55080"	"AT3G55080"	chr3	-	20412826	20412862	20412581	20412665	20413137	20413218
1972	"AT3G55080"	"AT3G55080"	chr3	-	20412826	20412877	20412581	20412665	20413137	20413218
1973	"AT3G55080"	"AT3G55080"	chr3	-	20413481	20413554	20413302	20413343	20414040	20414148
1974	"AT3G55080"	"AT3G55080"	chr3	-	20414040	20414148	20413481	20413554	20414391	20414451
1976	"AT1G17680"	"AT1G17680"	chr1	+	6078343	6078601	6078020	6078216	6079036	6079256
1977	"AT1G17680"	"AT1G17680"	chr1	+	6080888	6080933	6080541	6080659	6081081	6081208
1982	"AT4G11900"	"AT4G11900"	chr4	-	7151740	7151895	7151406	7151617	7151972	7152107
1983	"AT2G05590"	"AT2G05590"	chr2	+	2067846	2067919	2067385	2067762	2067989	2068070
1984	"AT2G18440"	"GUT15"	chr2	-	7995891	7995974	7994940	7995217	7996356	7996853
1987	"AT4G26210"	"AT4G26210"	chr4	+	13282353	13282551	13281936	13282028	13282931	13283402
1988	"AT4G26210"	"AT4G26210"	chr4	+	13282358	13282551	13281945	13282028	13282931	13283402
1989	"AT5G58000"	"RTNLB21"	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
1990	"AT3G28940"	"AT3G28940"	chr3	-	10968704	10968797	10968533	10968617	10969007	10969080
1991	"AT2G32320"	"THG2"	chr2	+	13728211	13728343	13727902	13728041	13728431	13728476
1993	"AT4G00630"	"KEA2"	chr4	-	263424	263634	262991	263141	263856	263985
1995	"AT1G03960"	"B''EPSILON"	chr1	+	1016078	1016226	1015683	1015825	1016339	1016449
1996	"AT2G27970"	"CKS2"	chr2	-	11912904	11912965	11912211	11912597	11913059	11913148
1997	"AT4G18930"	"AT4G18930"	chr4	+	10371298	10371353	10370703	10371084	10371682	10372045
1999	"AT5G06600"	"UBP12"	chr5	-	2021654	2021710	2021409	2021587	2022014	2022122
2000	"AT1G55140"	"AT1G55140"	chr1	-	20573328	20573418	20573010	20573067	20573904	20574035
2001	"AT5G22770"	"ALPHA-ADR"	chr5	-	7583577	7583683	7583428	7583494	7583825	7583914
2002	"AT3G58100"	"PDCB5"	chr3	-	21515782	21515810	21515198	21515556	21515974	21516487
2003	"AT2G31060"	"AT2G31060"	chr2	-	13216027	13216126	13215671	13215792	13216264	13216390
2004	"AT4G23940"	"AT4G23940"	chr4	+	12439134	12439230	12438807	12438873	12439670	12439799
2005	"AT4G23940"	"AT4G23940"	chr4	+	12439879	12439932	12439670	12439799	12440049	12440245
2007	"AT3G52340"	"SPP3B"	chr3	+	19408976	19409023	19408688	19408875	19409095	19409335
2009	"AT3G55920"	"CYP21-2"	chr3	-	20744667	20744737	20744353	20744401	20744811	20744877
2012	"AT1G31360"	"MED34"	chr1	+	11236405	11236470	11236210	11236318	11236644	11236723
2013	"AT1G73960"	"TAF2"	chr1	-	27807226	27807285	27807053	27807144	27807663	27807753
2014	"AT1G73960"	"TAF2"	chr1	-	27812401	27812555	27811951	27812036	27812640	27812840
2018	"AT3G02600"	"LPP3"	chr3	+	552436	552529	551604	551847	552930	553152
2020	"AT2G31870"	"PARG1"	chr2	-	13552221	13552399	13552022	13552127	13552825	13552929
2021	"AT2G31870"	"PARG1"	chr2	-	13552825	13552929	13552221	13552399	13553230	13553416
2022	"AT4G33925"	"AT4G33925"	chr4	+	16263437	16263459	16263236	16263352	16263574	16263680
2023	"AT3G62360"	"AT3G62360"	chr3	-	23077718	23077808	23077495	23077567	23077868	23077997
2024	"AT3G62360"	"AT3G62360"	chr3	-	23079565	23079630	23079275	23079451	23079737	23079794
2025	"AT3G28950"	"AT3G28950"	chr3	-	10976733	10976817	10976107	10976484	10976916	10977009
2026	"AT5G16840"	"BPA1"	chr5	+	5537023	5537093	5536754	5536864	5537316	5537391
2027	"AT5G16840"	"BPA1"	chr5	+	5537026	5537093	5536754	5536864	5537316	5537391
2028	"AT4G01440"	"AT4G01440"	chr4	+	596811	596874	596398	596715	597387	597504
2029	"AT3G14890"	"ZDP"	chr3	+	5009767	5009803	5009358	5009640	5009941	5010070
2030	"AT3G14890"	"ZDP"	chr3	+	5009767	5009833	5009358	5009640	5009941	5010070
2032	"AT5G60840"	"AT5G60840"	chr5	-	24474145	24474216	24473959	24474048	24474288	24474491
2033	"AT5G62650"	"AT5G62650"	chr5	-	25154916	25154958	25154709	25154837	25155045	25155125
2034	"AT4G32915"	"GATC"	chr4	+	15885873	15885914	15885519	15885791	15886016	15886072
2035	"AT1G05180"	"AXR1"	chr1	-	1501288	1501330	1501166	1501190	1501424	1501597
2036	"AT1G18160"	"AT1G18160"	chr1	+	6250436	6250540	6249770	6250211	6250892	6252028
2037	"AT3G59320"	"AT3G59320"	chr3	-	21925399	21925451	21925254	21925323	21925529	21925612
2038	"AT4G18240"	"SS4"	chr4	+	10083207	10083289	10082758	10083113	10083375	10084399
2039	"AT2G41790"	"PXM16"	chr2	-	17432966	17433070	17432477	17432580	17433293	17433380
2040	"AT3G26490"	"AT3G26490"	chr3	+	9704297	9704367	9704141	9704200	9704455	9705694
2042	"AT3G28080"	"AT3G28080"	chr3	+	10452019	10452133	10451837	10451903	10453377	10453624
2043	"AT3G28080"	"AT3G28080"	chr3	+	10453377	10453624	10452019	10452133	10454695	10454844
2044	"AT3G28080"	"AT3G28080"	chr3	+	10454443	10454605	10453377	10453624	10454695	10454844
2045	"AT3G12200"	"NEK7"	chr3	-	3888495	3888545	3888327	3888401	3888617	3888699
2047	"AT3G14200"	"AT3G14200"	chr3	-	4713673	4713747	4713425	4713482	4713895	4713980
2048	"AT3G44150"	"AT3G44150"	chr3	+	15888226	15888334	15887586	15887937	15888416	15888848
2049	"AT2G44420"	"AT2G44420"	chr2	+	18330845	18331028	18330472	18330636	18331132	18331197
2050	"AT1G43850"	"SEU"	chr1	+	16620428	16620498	16620138	16620232	16620643	16622049
2051	"AT1G17720"	"PP2AB2"	chr1	-	6095171	6095295	6094861	6094985	6095443	6095562
2052	"AT1G55340"	"AT1G55340"	chr1	+	20652307	20652354	20651830	20652108	20652575	20652822
2053	"AT3G03560"	"AT3G03560"	chr3	-	854285	854328	854118	854210	854430	854537
2054	"AT3G03560"	"AT3G03560"	chr3	-	855139	855253	854858	855016	855442	855484
2055	"AT1G55750"	"TFB1-1"	chr1	-	20841183	20841261	20840974	20841022	20841375	20841489
2056	"AT1G55750"	"TFB1-1"	chr1	-	20843707	20843752	20843302	20843359	20843968	20844064
2057	"AT1G55750"	"TFB1-1"	chr1	-	20844889	20844968	20844698	20844760	20845054	20845182
2058	"AT4G36440"	"AT4G36440"	chr4	-	17209499	17209538	17209360	17209414	17209821	17210007
2059	"AT4G36440"	"AT4G36440"	chr4	-	17209658	17209741	17209499	17209538	17209821	17210007
2061	"AT2G16770"	"bZIP23"	chr2	+	7279761	7280579	7279430	7279667	7280788	7281157
2064	"AT1G54370"	"NHX5"	chr1	-	20294634	20294732	20294148	20294246	20294971	20295019
2065	"AT1G54370"	"NHX5"	chr1	-	20294824	20294885	20294634	20294732	20294971	20295019
2066	"AT1G54370"	"NHX5"	chr1	-	20294971	20295019	20294634	20294732	20295131	20295163
2067	"AT1G54370"	"NHX5"	chr1	-	20295872	20295892	20295692	20295790	20296013	20296076
2068	"AT5G13640"	"PDAT1"	chr5	+	4395117	4395401	4394799	4395022	4395856	4396175
2069	"AT1G69220"	"SIK1"	chr1	-	26022873	26022929	26022450	26022532	26023494	26023530
2070	"AT1G69220"	"SIK1"	chr1	-	26024418	26024509	26024170	26024223	26024674	26024782
2072	"AT4G13200"	"AT4G13200"	chr4	-	7668727	7668882	7668146	7668501	7668973	7669214
2073	"AT2G39190"	"ATATH8"	chr2	+	16354002	16354096	16353578	16353644	16354280	16354393
2074	"AT1G01020"	"ARV1"	chr1	-	7563	7649	7156	7450	7761	7835
2075	"AT1G01020"	"ARV1"	chr1	-	7761	7835	7563	7649	8235	8325
2076	"AT1G01020"	"ARV1"	chr1	-	7941	7987	7761	7835	8235	8325
2078	"AT5G54290"	"CCDA"	chr5	+	22051513	22051645	22051033	22051172	22051836	22051895
2079	"AT2G37160"	"AT2G37160"	chr2	+	15610023	15610117	15609826	15609935	15610558	15610646
2083	"AT2G26030"	"AT2G26030"	chr2	-	11092091	11092927	11091864	11092005	11093096	11093153
2084	"AT2G26030"	"AT2G26030"	chr2	-	11092091	11093016	11091864	11092005	11093096	11093168
2085	"AT1G69620"	"RPL34B"	chr1	+	26190076	26190156	26189835	26189978	26190796	26190906
2087	"AT4G29740"	"CKX4"	chr4	+	14567352	14567480	14566264	14566978	14567986	14568244
2088	"AT5G49880"	"MAD1"	chr5	+	20287562	20287601	20287350	20287479	20287685	20288084
2089	"AT4G14695"	"MPC2"	chr4	+	8420294	8420347	8420109	8420208	8420444	8420518
2090	"AT4G14695"	"MPC2"	chr4	+	8420444	8420518	8420109	8420208	8420796	8420998
2091	"AT5G57960"	"AT5G57960"	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
2092	"AT3G21510"	"AHP1"	chr3	-	7578784	7578856	7578623	7578696	7578960	7579029
2093	"AT5G49810"	"MMT1"	chr5	+	20240952	20241159	20240503	20240697	20241270	20241366
2094	"AT5G41480"	"EMB9"	chr5	+	16596510	16596608	16595926	16596251	16596699	16596844
2095	"AT5G14740"	"BCA2"	chr5	+	4759095	4759213	4757971	4758343	4760524	4760588
2096	"AT5G14740"	"BCA2"	chr5	+	4759095	4759218	4757971	4758343	4760524	4760588
2097	"AT5G14740"	"BCA2"	chr5	+	4760723	4760873	4760524	4760588	4760988	4761037
2098	"AT1G54390"	"ING2"	chr1	-	20306152	20306216	20305378	20305623	20306423	20306635
2099	"AT4G34650"	"SQS2"	chr4	+	16542655	16542698	16542376	16542571	16542831	16542921
2100	"AT4G34650"	"SQS2"	chr4	+	16543385	16543535	16543211	16543281	16543636	16543741
2101	"AT5G20490"	"XIK"	chr5	-	6933291	6933329	6933007	6933134	6933420	6933522
2102	"AT5G51820"	"PGMP"	chr5	-	21066085	21066138	21065833	21065912	21066226	21066349
2103	"AT5G51820"	"PGMP"	chr5	-	21067446	21067491	21067271	21067364	21067575	21067641
2104	"AT5G10290"	"AT5G10290"	chr5	-	3236705	3236846	3235866	3236603	3236945	3237016
2105	"AT5G10290"	"AT5G10290"	chr5	-	3236945	3237016	3236705	3236846	3237095	3237161
2106	"AT4G08520"	"AT4G08520"	chr4	+	5417865	5417901	5417347	5417388	5418742	5418902
2107	"AT1G66510"	"AT1G66510"	chr1	+	24813482	24813540	24813216	24813368	24813714	24813774
2108	"AT1G66510"	"AT1G66510"	chr1	+	24813971	24814101	24813714	24813774	24814219	24814446
2109	"AT4G36280"	"AT4G36280"	chr4	-	17168562	17168641	17168376	17168466	17168773	17168808
2110	"AT2G14050"	"MCM9"	chr2	+	5909951	5910018	5909719	5909858	5910145	5910320
2111	"AT5G47820"	"FRA1"	chr5	+	19369503	19369602	19369286	19369396	19369690	19369915
2112	"AT2G25640"	"AT2G25640"	chr2	+	10910809	10912691	10910497	10910593	10912924	10913045
2113	"AT2G25640"	"AT2G25640"	chr2	+	10912924	10913045	10910809	10912691	10913420	10913480
2114	"AT5G46915"	"AT5G46915"	chr5	-	19052950	19052992	19052528	19052580	19053098	19053200
2116	"AT4G16710"	"AT4G16710"	chr4	+	9398774	9398991	9398566	9398722	9399156	9399256
2117	"AT4G16710"	"AT4G16710"	chr4	+	9398787	9398991	9398547	9398722	9399156	9399256
2118	"AT4G16710"	"AT4G16710"	chr4	+	9399156	9399256	9398547	9398722	9399361	9399801
2120	"AT5G14710"	"AT5G14710"	chr5	+	4747580	4747638	4747398	4747442	4747725	4747934
2121	"AT3G54970"	"AT3G54970"	chr3	-	20369194	20369312	20368938	20369048	20369446	20369912
2122	"AT1G78476"	"AT1G78476"	chr1	+	29524584	29524647	29524173	29524237	29525534	29525676
2123	"AT3G49680"	"BCAT3"	chr3	+	18423132	18423310	18422968	18423051	18423962	18424142
2124	"AT5G17170"	"ENH1"	chr5	+	5650434	5650516	5649886	5650053	5650623	5650692
2125	"AT4G00710"	"BSK3"	chr4	+	291742	291848	291503	291637	291925	292011
2126	"AT5G61770"	"PPAN"	chr5	+	24816611	24816704	24816300	24816531	24816802	24816990
2127	"AT4G09012"	"AT4G09012"	chr4	-	5781044	5781106	5780469	5780541	5782041	5782196
2129	"AT1G07440"	"AT1G07440"	chr1	-	2286711	2286818	2286296	2286624	2287010	2287227
2130	"AT1G79950"	"AT1G79950"	chr1	+	30078554	30078608	30078127	30078233	30078739	30079203
2131	"AT4G12790"	"AT4G12790"	chr4	-	7518847	7518913	7518642	7518751	7519325	7519362
2132	"AT4G12790"	"AT4G12790"	chr4	-	7518847	7518924	7518642	7518751	7519325	7519397
2133	"AT4G12790"	"AT4G12790"	chr4	-	7518847	7518926	7518642	7518751	7519325	7519397
2134	"AT4G12790"	"AT4G12790"	chr4	-	7518847	7518955	7518642	7518751	7519325	7519396
2135	"AT4G12790"	"AT4G12790"	chr4	-	7518847	7519081	7518642	7518751	7519325	7519422
2136	"AT4G13720"	"AT4G13720"	chr4	-	7968212	7968222	7967782	7967814	7968329	7968393
2137	"AT4G13720"	"AT4G13720"	chr4	-	7968329	7968393	7967782	7967814	7968605	7968670
2139	"AT4G10970"	"AT4G10970"	chr4	-	6721246	6721386	6720101	6720156	6721491	6721578
2141	"AT3G28430"	"AT3G28430"	chr3	-	10661928	10661980	10661778	10661855	10662351	10662766
2142	"AT5G45650"	"AT5G45650"	chr5	-	18514926	18515021	18514478	18514836	18515116	18515684
2143	"AT1G54510"	"NEK1"	chr1	-	20360152	20360202	20360000	20360074	20360746	20360828
2144	"AT1G54510"	"NEK1"	chr1	-	20361489	20361536	20361342	20361388	20361621	20361687
2146	"AT2G28360"	"AT2G28360"	chr2	-	12127780	12127875	12127476	12127685	12128067	12128184
2147	"AT2G30170"	"AT2G30170"	chr2	-	12880226	12880350	12880073	12880156	12880427	12880525
2148	"AT1G20816"	"OEP21A"	chr1	+	7234274	7234349	7233767	7233906	7234429	7234582
2151	"AT5G05170"	"CESA3"	chr5	-	1534698	1534894	1534374	1534580	1535066	1535137
2153	"AT1G02440"	"ATARFD1A"	chr1	-	496971	497091	496759	496899	497164	497241
2154	"AT4G31110"	"WAKL18"	chr4	+	15128432	15128543	15127245	15128289	15128642	15130021
2156	"AT3G50430"	"AT3G50430"	chr3	+	18714187	18714292	18714038	18714092	18714361	18714448
2157	"AT3G50430"	"AT3G50430"	chr3	+	18716719	18716775	18716394	18716640	18716961	18717063
2158	"AT2G14520"	"CBSDUF3"	chr2	-	6184250	6184327	6184076	6184160	6184470	6184648
2159	"AT5G05987"	"PRA1A2"	chr5	+	1805948	1806035	1805283	1805362	1806123	1806212
2160	"AT1G69020"	"AT1G69020"	chr1	-	25946290	25946342	25946054	25946199	25946438	25946513
2161	"AT2G30710"	"AT2G30710"	chr2	-	13086625	13086711	13086410	13086512	13087163	13087435
2162	"AT5G01500"	"TAAC"	chr5	+	200440	200509	200279	200363	200585	200698
2163	"AT4G10430"	"AT4G10430"	chr4	-	6455325	6455374	6454874	6455241	6455796	6455883
2164	"AT4G10430"	"AT4G10430"	chr4	-	6455374	6455443	6454880	6455241	6455796	6455883
2165	"AT1G80500"	"AT1G80500"	chr1	+	30271148	30271275	30270528	30270735	30271806	30271892
2166	"AT3G23710"	"TIC22L"	chr3	+	8535945	8535981	8535773	8535854	8536067	8536374
2167	"AT5G65740"	"AT5G65740"	chr5	-	26302972	26303051	26302829	26302904	26303175	26303246
2169	"AT1G32790"	"CID11"	chr1	-	11875597	11875645	11875442	11875511	11875729	11875789
2170	"AT3G01500"	"BCA1"	chr3	-	195405	195511	194885	195337	195608	195694
2171	"AT1G04340"	"AT1G04340"	chr1	-	1163790	1163880	1163605	1163704	1163971	1164086
2172	"AT1G05470"	"CVP2"	chr1	-	1607870	1607942	1607639	1607781	1608522	1608780
2173	"AT5G45290"	"AT5G45290"	chr5	-	18350378	18350527	18350169	18350280	18350620	18350827
2174	"AT3G06440"	"B3GALT16"	chr3	-	1973209	1973317	1972621	1973119	1973397	1973574
2175	"AT3G07420"	"SYNC2"	chr3	-	2374700	2374765	2374497	2374627	2374844	2375030
2176	"AT1G34460"	"CYCB1-5"	chr1	+	12596531	12596573	12596119	12596188	12596927	12597273
2178	"AT3G03350"	"AT3G03350"	chr3	+	793375	793452	792927	793117	793535	793628
2179	"AT3G03350"	"AT3G03350"	chr3	+	793413	793452	792927	793117	793535	793628
2180	"AT1G43890"	"RABC1"	chr1	+	16647725	16647791	16647156	16647225	16647870	16647992
2181	"AT4G33680"	"DAP"	chr4	-	16172934	16172985	16172512	16172833	16173070	16173175
2182	"AT5G43750"	"PNSB5"	chr5	-	17580477	17580536	17579965	17580330	17580615	17580678
2185	"AT1G17220"	"FUG1"	chr1	+	5887045	5887078	5885082	5886924	5887260	5887374
2186	"AT3G48750"	"CDKA-1"	chr3	+	18072186	18072246	18071535	18071671	18072319	18072504
2187	"AT3G48190"	"ATM"	chr3	+	17797625	17800135	17797333	17797443	17801862	17801971
2188	"AT3G48190"	"ATM"	chr3	+	17809436	17809508	17808771	17809354	17809639	17809810
2189	"AT3G48190"	"ATM"	chr3	+	17809639	17809810	17809436	17809508	17809888	17810014
2190	"AT3G48190"	"ATM"	chr3	+	17811559	17811623	17811433	17811480	17811783	17811858
2191	"AT3G48190"	"ATM"	chr3	+	17816894	17817012	17816327	17816397	17817108	17817232
2192	"AT3G48190"	"ATM"	chr3	+	17817636	17817771	17817108	17817232	17818012	17818105
2193	"AT3G48190"	"ATM"	chr3	+	17818012	17818105	17817108	17817232	17818580	17818628
2194	"AT3G48190"	"ATM"	chr3	+	17827000	17827100	17826875	17826922	17827237	17827369
2195	"AT1G73020"	"AT1G73020"	chr1	-	27470845	27470959	27470693	27470761	27471034	27471167
2198	"AT1G01040"	"DCL1"	chr1	+	28707	28805	27802	28431	28889	29080
2199	"AT2G25710"	"HCS1"	chr2	+	10954224	10954270	10953929	10954085	10954606	10954673
2201	"AT2G13540"	"ABH1"	chr2	+	5640244	5640329	5639711	5639782	5640475	5640544
2203	"AT3G60510"	"AT3G60510"	chr3	-	22357837	22357898	22357663	22357762	22357990	22358112
2204	"AT3G60510"	"AT3G60510"	chr3	-	22358909	22358989	22358724	22358808	22359265	22359329
2205	"AT5G23870"	"PAE9"	chr5	-	8047266	8047327	8047137	8047197	8047405	8047530
2206	"AT1G68000"	"PIS1"	chr1	+	25491307	25491412	25491013	25491173	25491494	25491579
2208	"AT3G49430"	"SR34A"	chr3	+	18333796	18333846	18333602	18333660	18333929	18333986
2209	"AT3G49430"	"SR34A"	chr3	+	18334457	18334538	18334216	18334368	18334649	18334716
2210	"AT1G79620"	"AT1G79620"	chr1	-	29960756	29960828	29960601	29960673	29960910	29960985
2211	"AT1G66880"	"AT1G66880"	chr1	+	24950291	24950846	24948885	24949495	24952951	24953677
2212	"AT1G66880"	"AT1G66880"	chr1	+	24950291	24950846	24948885	24949495	24953891	24953921
2213	"AT1G66880"	"AT1G66880"	chr1	+	24951434	24952058	24950291	24950846	24952951	24953677
2214	"AT1G66880"	"AT1G66880"	chr1	+	24951434	24952058	24950291	24950846	24953891	24953921
2215	"AT1G66880"	"AT1G66880"	chr1	+	24952951	24953677	24948885	24949495	24953891	24953921
2216	"AT1G66880"	"AT1G66880"	chr1	+	24952951	24953677	24950291	24950846	24953891	24953921
2217	"AT1G66880"	"AT1G66880"	chr1	+	24952951	24953677	24951434	24952058	24953891	24953921
2221	"AT4G19840"	"PP2A1"	chr4	+	10774968	10775090	10774272	10774581	10775328	10775901
2222	"AT1G27980"	"DPL1"	chr1	+	9751639	9751655	9751204	9751331	9751739	9751847
2223	"AT4G31600"	"AT4G31600"	chr4	-	15315966	15316077	15315486	15315877	15316157	15316403
2224	"AT3G32940"	"AT3G32940"	chr3	-	13493128	13493156	13492975	13493058	13493243	13493312
2225	"AT3G12680"	"HUA1"	chr3	-	4025747	4025801	4025511	4025652	4025887	4026006
2226	"AT3G12680"	"HUA1"	chr3	-	4027596	4027844	4027145	4027202	4028608	4029140
2227	"AT5G11410"	"AT5G11410"	chr5	-	3639251	3639387	3639031	3639168	3639495	3639722
2228	"AT4G01320"	"FACE1"	chr4	+	547620	547734	547376	547475	547828	547939
2229	"AT1G27595"	"AT1G27595"	chr1	+	9599934	9600045	9599637	9599700	9600134	9600218
2230	"AT5G64050"	"ATERS"	chr5	-	25631018	25631133	25630797	25630898	25631260	25631324
2231	"AT2G01460"	"AT2G01460"	chr2	+	207051	207186	206903	206972	207258	207327
2232	"AT5G13960"	"SUVH4"	chr5	+	4502582	4502689	4502388	4502443	4502798	4502975
2233	"AT1G06370"	"AT1G06370"	chr1	-	1943443	1943653	1943195	1943343	1943753	1943797
2234	"AT1G06370"	"AT1G06370"	chr1	-	1943753	1943797	1943195	1943343	1943893	1944023
2235	"AT2G22920"	"SCPL12"	chr2	+	9754365	9754442	9754140	9754286	9754515	9754638
2236	"AT2G22920"	"SCPL12"	chr2	+	9755278	9755316	9755074	9755195	9755521	9755623
2237	"AT2G22920"	"SCPL12"	chr2	+	9756348	9756473	9756175	9756247	9756975	9757089
2238	"AT2G22920"	"SCPL12"	chr2	+	9756348	9756473	9756175	9756247	9757339	9757600
2239	"AT2G22920"	"SCPL12"	chr2	+	9756975	9757089	9756348	9756473	9757203	9757249
2240	"AT2G22920"	"SCPL12"	chr2	+	9756975	9757111	9756348	9756473	9757203	9757249
2241	"AT2G22920"	"SCPL12"	chr2	+	9757203	9757249	9756348	9756473	9757339	9757600
2242	"AT5G47720"	"AT5G47720"	chr5	+	19333336	19333547	19333142	19333228	19333634	19333676
2243	"AT5G45090"	"PP2A7"	chr5	-	18203763	18203958	18202752	18203137	18204245	18204523
2244	"AT5G18140"	"AT5G18140"	chr5	+	5998888	5998957	5998174	5998543	5999075	5999888
2245	"AT3G51840"	"ACX4"	chr3	-	19227730	19227804	19227561	19227621	19227913	19228037
2246	"AT3G46330"	"MEE39"	chr3	-	17022795	17022867	17022634	17022712	17022982	17023054
2247	"AT4G34450"	"AT4G34450"	chr4	+	16475857	16476031	16474912	16474963	16476227	16476467
2248	"AT1G62850"	"AT1G62850"	chr1	-	23272953	23272987	23272792	23272863	23273065	23273130
2249	"AT1G71220"	"UGGT"	chr1	+	26849037	26849126	26848756	26848887	26849200	26849553
