ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
356	"AT5G66210"	"CPK28"	chr5	-	26456934	26457276	26456934	26457108	26457213	26457276	356	4,4,5	73,57,100	1,1,1	66,29,73	198	99	0.0469252710963	0.308698477625	0.027,0.034,0.024	0.008,0.017,0.007	0.018
357	"AT5G41700"	"UBC8"	chr5	+	16676781	16677509	16676781	16676886	16677079	16677509	357	0,0,1	1094,818,1461	2,2,2	3245,1733,3383	198	99	1	1.0	0.0,0.0,0.0	0.0,0.001,0.0	-0.0
358	"AT4G18380"	"AT4G18380"	chr4	+	10159319	10159748	10159319	10159530	10159608	10159748	358	1,0,1	3,4,7	0,0,0	5,5,3	176	99	1	1.0	0.158,0.0,0.074	0.0,0.0,0.0	0.077
359	"AT4G03110"	"BRN1"	chr4	-	1376305	1376999	1376305	1376760	1376855	1376999	359	0,1,0	119,109,178	0,0,1	218,120,188	193	99	1	1.0	0.0,0.005,0.0	0.0,0.0,0.003	0.001
360	"AT5G35210"	"AT5G35210"	chr5	-	13474195	13474642	13474195	13474507	13474591	13474642	360	26,26,30	26,18,35	28,14,22	96,63,102	182	99	6.11297901187e-10	3.24395419563e-08	0.352,0.44,0.318	0.137,0.108,0.105	0.253
361	"AT2G41540"	"GPDHC1"	chr2	+	17326510	17327455	17326510	17326606	17326792	17327455	361	0,0,2	8,9,13	1,0,1	27,19,12	198	99	1	1.0	0.0,0.0,0.071	0.018,0.0,0.04	0.004
362	"AT2G41540"	"GPDHC1"	chr2	+	17326510	17327455	17326510	17326606	17326795	17327455	362	0,0,2	7,8,8	1,0,1	12,5,10	198	99	1	1.0	0.0,0.0,0.111	0.04,0.0,0.048	0.008
363	"AT4G17410"	"AT4G17410"	chr4	+	9715760	9716525	9715760	9716189	9716349	9716525	363	1,0,0	18,15,29	0,0,1	20,13,29	198	99	1	1.0	0.027,0.0,0.0	0.0,0.0,0.017	0.003
364	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993744	1994166	364	46,19,31	161,93,17	43,26,121	7,201,45	119	99	0.156787510445	0.784923637196	0.192,0.145,0.603	0.836,0.097,0.691	-0.228
365	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993744	1993786	1994166	365	28,13,14	73,38,62	19,14,70	133,26,214	140	99	0.631522850757	1.0	0.213,0.195,0.138	0.092,0.276,0.188	-0.003
366	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993807	1994166	366	36,22,32	0,0,0	46,28,65	0,0,7	182	99	0.0129311902062	0.121025004569	1.0,1.0,1.0	1.0,1.0,0.835	0.055
367	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993744	1993807	1994166	367	18,13,16	16,13,19	32,17,60	18,14,7	161	99	0.0178844832502	0.148292173616	0.409,0.381,0.341	0.522,0.427,0.841	-0.22
368	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166	368	40,24,37	0,0,2	49,29,69	0,0,0	198	99	1	1.0	1.0,1.0,0.902	1.0,1.0,1.0	-0.033
369	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993765	1993846	1994166	369	34,27,41	6,2,1	44,33,74	13,2,2	179	99	0.528825081293	1.0	0.758,0.882,0.958	0.652,0.901,0.953	0.031
370	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166	370	75,45,77	0,0,0	123,42,148	0,0,142	137	99	0.0009092034692	0.0136552068204	1.0,1.0,1.0	1.0,1.0,0.43	0.19
371	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166	371	44,25,40	0,0,0	53,33,73	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.93,1.0,1.0	0.023
372	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993807	1993876	1994166	372	80,48,80	14,8,16	129,46,152	6,2,9	167	99	1.998076039e-05	0.000513054363563	0.772,0.781,0.748	0.927,0.932,0.909	-0.156
373	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993765	1993885	1994166	373	38,29,44	0,4,1	50,37,78	0,4,0	198	99	0.388142442912	1.0	1.0,0.784,0.957	1.0,0.822,1.0	-0.027
374	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993807	1993885	1994166	374	80,48,80	19,0,0	129,46,152	0,0,0	176	99	8.97001374289e-06	0.000246211411701	0.703,1.0,1.0	1.0,1.0,1.0	-0.099
375	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993786	1993909	1994166	375	35,28,43	145,77,106	49,38,77	32,0,1	198	99	3.84302589751e-11	2.78095328583e-09	0.108,0.154,0.169	0.434,1.0,0.975	-0.659
376	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1994166	1993573	1993807	1993909	1994166	376	78,48,80	0,0,0	131,49,155	0,0,3	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.963	0.012
378	"AT2G22570"	"NIC1"	chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	378	2,1,0	12,11,21	0,0,0	34,21,46	196	99	0.453095676733	1.0	0.078,0.044,0.0	0.0,0.0,0.0	0.041
381	"AT5G35620"	"EIF(ISO)4E"	chr5	-	13825067	13825707	13825067	13825133	13825575	13825707	381	9,0,6	493,335,630	4,1,4	477,370,605	198	99	1	1.0	0.009,0.0,0.005	0.004,0.001,0.003	0.002
383	"AT2G27710"	"RPP2B"	chr2	+	11817305	11817538	11817305	11817419	11817470	11817538	383	557,469,853	30,32,48	750,440,875	39,23,46	149	99	0.480582382634	1.0	0.925,0.907,0.922	0.927,0.927,0.927	-0.009
384	"AT1G28330"	"DYL1"	chr1	-	9933908	9934566	9933908	9934288	9934450	9934566	384	2,0,1	151,97,285	0,0,0	252,107,263	198	99	1	1.0	0.007,0.0,0.002	0.0,0.0,0.0	0.003
387	"AT5G08480"	"VQ31"	chr5	+	2744417	2745111	2744417	2744747	2744840	2745111	387	0,0,0	2,0,2	0,1,1	5,1,3	191	99	1	1.0	0.0,NA,0.0	0.0,0.341,0.147	-0.163
391	"AT1G01620"	"PIP1-3"	chr1	-	226848	227302	226848	227049	227078	227302	391	18,11,25	0,0,1	29,17,33	1,1,0	127	99	1	1.0	1.0,1.0,0.951	0.958,0.93,1.0	0.021
392	"AT5G65440"	"AT5G65440"	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	392	3,2,3	17,14,16	5,3,6	16,15,18	198	99	0.197620746031	0.927619753535	0.081,0.067,0.086	0.135,0.091,0.143	-0.045
394	"AT5G65440"	"AT5G65440"	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	394	6,7,9	38,18,58	17,3,6	47,36,67	181	99	0.79501324434	1.0	0.079,0.175,0.078	0.165,0.044,0.047	0.025
395	"AT3G54740"	"AT3G54740"	chr3	+	20262795	20264115	20262795	20262845	20263036	20264115	395	7,4,4	7,5,16	12,5,2	14,2,26	198	99	0.94753746132	1.0	0.333,0.286,0.111	0.3,0.556,0.037	-0.054
397	"AT1G43770"	"AT1G43770"	chr1	+	16549672	16550108	16549672	16549897	16549980	16550108	397	0,0,1	9,2,6	0,0,0	13,9,13	181	99	1	1.0	0.0,0.0,0.084	0.0,0.0,0.0	0.028
399	"AT4G15000"	"RPL27C"	chr4	+	8571832	8572489	8571832	8572265	8572361	8572489	399	14,13,31	1,2,0	11,23,23	1,0,2	194	99	0.557292199633	1.0	0.877,0.768,1.0	0.849,1.0,0.854	-0.019
400	"AT3G24740"	"AT3G24740"	chr3	+	9032376	9033796	9032376	9033475	9033553	9033796	400	0,0,0	44,39,63	0,1,0	76,39,63	176	99	1	1.0	0.0,0.0,0.0	0.0,0.014,0.0	-0.005
401	"AT3G11930"	"AT3G11930"	chr3	+	3777105	3777694	3777105	3777224	3777302	3777694	401	0,1,0	765,482,1024	1,0,1	1095,582,1243	176	99	1	1.0	0.0,0.001,0.0	0.001,0.0,0.0	0.0
402	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864596	13863716	13864049	13864136	13864596	402	1,1,2	0,0,1	3,2,4	4,1,6	185	99	7.64474481878e-05	0.00169033802104	1.0,1.0,0.517	0.286,0.517,0.263	0.484
403	"AT2G32690"	"ATGRP23"	chr2	-	13863716	13864596	13863716	13864112	13864136	13864596	403	0,0,0	0,0,1	3,1,2	0,0,0	122	99	1	1.0	NA,NA,0.0	1.0,1.0,1.0	-1.0
405	"AT1G15200"	"AT1G15200"	chr1	-	5228299	5228881	5228299	5228566	5228650	5228881	405	7,3,7	0,0,1	6,3,6	0,0,0	182	99	1	1.0	1.0,1.0,0.792	1.0,1.0,1.0	-0.069
406	"AT3G54500"	"AT3G54500"	chr3	-	20177934	20178491	20177934	20178064	20178160	20178491	406	0,2,1	64,69,70	6,0,5	341,122,285	194	99	1	1.0	0.0,0.015,0.007	0.009,0.0,0.009	0.001
407	"AT3G54500"	"AT3G54500"	chr3	-	20178713	20179027	20178713	20178804	20178940	20179027	407	5,5,13	18,19,23	26,9,29	74,18,81	198	99	0.83460580652	1.0	0.122,0.116,0.22	0.149,0.2,0.152	-0.014
408	"AT1G69530"	"EXPA1"	chr1	+	26141835	26142166	26141835	26141919	26142008	26142166	408	1,0,3	785,743,1349	0,0,0	1151,417,945	187	99	1	1.0	0.001,0.0,0.001	0.0,0.0,0.0	0.001
409	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143034	26142744	26142917	26143007	26143034	409	48,51,81	70,69,139	61,29,54	298,151,286	188	99	1.08801856413e-14	1.23723253864e-12	0.265,0.28,0.235	0.097,0.092,0.09	0.167
410	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143108	26143496	410	96,78,144	9,13,15	220,120,248	26,5,7	172	99	0.026592137697	0.202579807353	0.86,0.775,0.847	0.83,0.932,0.953	-0.078
411	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143111	26143496	411	96,78,144	3,1,3	221,120,249	6,1,3	175	99	0.812781440918	1.0	0.948,0.978,0.964	0.954,0.985,0.979	-0.009
413	"AT5G01910"	"AT5G01910"	chr5	-	357794	358229	357794	358084	358163	358229	413	2,7,8	17,18,13	2,3,1	29,21,37	177	99	0.000408325783081	0.00691547496452	0.062,0.179,0.256	0.037,0.074,0.015	0.124
418	"AT3G55070"	"AT3G55070"	chr3	+	20410159	20410622	20410159	20410293	20410435	20410622	418	2,1,1	64,58,86	1,0,0	102,64,115	198	99	1	1.0	0.015,0.009,0.006	0.005,0.0,0.0	0.008
419	"AT5G40370"	"GRXC2"	chr5	-	16148680	16149198	16148680	16148769	16148996	16149198	419	30,32,48	852,687,1155	54,31,54	1084,635,1262	198	99	0.383841651601	1.0	0.017,0.023,0.02	0.024,0.024,0.021	-0.003
420	"AT3G22260"	"AT3G22260"	chr3	+	7870891	7871134	7870891	7870930	7871034	7871134	420	1,0,3	0,0,1	1,2,0	4,0,3	198	99	1	1.0	1.0,NA,0.6	0.111,1.0,0.0	0.43
422	"AT1G68080"	"AT1G68080"	chr1	+	25518367	25518772	25518367	25518512	25518602	25518772	422	1,1,1	2,0,0	0,0,0	1,2,2	188	99	0.0267222107689	0.202579807353	0.208,1.0,1.0	0.0,0.0,0.0	0.736
423	"AT4G35830"	"ACO1"	chr4	-	16977688	16978057	16977688	16977793	16977945	16978057	423	1,0,0	283,324,580	0,0,0	622,164,501	198	99	1	1.0	0.002,0.0,0.0	0.0,0.0,0.0	0.001
424	"AT5G26180"	"AT5G26180"	chr5	+	9152753	9153502	9152753	9152885	9153331	9153502	424	1,0,0	1,0,0	0,0,0	0,0,2	198	99	1	1.0	0.333,NA,NA	NA,NA,0.0	0.333
425	"AT3G25700"	"AT3G25700"	chr3	+	9358718	9360463	9358718	9359585	9359891	9360463	425	1,0,0	0,0,0	1,3,0	2,2,1	198	99	1	1.0	1.0,NA,NA	0.2,0.429,0.0	0.79
427	"AT4G16990"	"RLM3"	chr4	+	9564476	9564941	9564476	9564596	9564676	9564941	427	0,3,5	48,37,43	1,4,11	62,35,73	178	99	0.263746479387	1.0	0.0,0.043,0.061	0.009,0.06,0.077	-0.014
428	"AT4G16990"	"RLM3"	chr4	+	9564476	9564941	9564476	9564596	9564691	9564941	428	0,4,5	285,236,352	3,6,11	387,241,425	193	99	0.928913381137	1.0	0.0,0.009,0.007	0.004,0.013,0.013	-0.005
432	"AT5G63370"	"CDKG1"	chr5	-	25383905	25387224	25383905	25386782	25387099	25387224	432	4,4,3	14,9,6	4,1,1	31,13,14	198	99	0.0130755658203	0.121025004569	0.125,0.182,0.2	0.061,0.037,0.034	0.125
433	"AT5G63370"	"CDKG1"	chr5	-	25383905	25387224	25383905	25386785	25387099	25387224	433	4,4,3	8,9,8	4,1,1	34,7,35	198	99	0.00190839794662	0.0237356994611	0.2,0.182,0.158	0.056,0.067,0.014	0.134
434	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213311	6213068	6213148	6213228	6213311	434	4,4,6	236,163,275	1,2,1	281,153,285	178	99	1	1.0	0.009,0.013,0.012	0.002,0.007,0.002	0.008
435	"AT4G34430"	"SWI3D"	chr4	+	16464639	16465323	16464639	16465061	16465136	16465323	435	0,1,1	2,0,2	0,0,0	2,0,1	173	99	1	1.0	0.0,1.0,0.222	0.0,NA,0.0	0.407
437	"AT4G12560"	"CPR30"	chr4	+	7443117	7443754	7443117	7443193	7443523	7443754	437	8,6,9	95,79,127	12,6,8	112,86,120	198	99	0.805618845337	1.0	0.04,0.037,0.034	0.051,0.034,0.032	-0.002
438	"AT1G30475"	"AT1G30475"	chr1	-	10788225	10788988	10788225	10788682	10788912	10788988	438	1,5,4	20,21,38	4,3,1	24,19,22	198	99	0.861288594555	1.0	0.024,0.106,0.05	0.077,0.073,0.022	0.003
439	"AT1G15180"	"AT1G15180"	chr1	+	5225765	5226391	5225765	5226004	5226185	5226391	439	0,0,1	182,132,174	0,0,0	185,110,206	198	99	1	1.0	0.0,0.0,0.003	0.0,0.0,0.0	0.001
440	"AT2G47060"	"AT2G47060"	chr2	-	19332903	19333427	19332903	19333244	19333340	19333427	440	1,0,0	189,137,219	1,0,1	207,120,219	194	99	1	1.0	0.003,0.0,0.0	0.002,0.0,0.002	-0.0
441	"AT2G47060"	"AT2G47060"	chr2	-	19333340	19333655	19333340	19333427	19333522	19333655	441	0,1,1	166,132,179	1,0,4	186,105,153	193	99	1	1.0	0.0,0.004,0.003	0.003,0.0,0.013	-0.003
443	"AT2G23820"	"AT2G23820"	chr2	+	10142475	10142899	10142475	10142517	10142601	10142899	443	4,1,2	130,118,158	2,1,3	170,110,193	182	99	1	1.0	0.016,0.005,0.007	0.006,0.005,0.008	0.003
447	"AT5G58200"	"AT5G58200"	chr5	+	23549881	23550143	23549881	23549903	23550031	23550143	447	170,98,147	38,38,82	86,45,84	104,55,115	198	99	1.06822412027e-08	4.25153199867e-07	0.691,0.563,0.473	0.293,0.29,0.268	0.292
448	"AT3G54010"	"PAS1"	chr3	+	20001228	20001453	20001228	20001313	20001383	20001453	448	4,3,9	122,115,195	12,7,20	182,50,194	168	99	0.00144727355428	0.0192004958201	0.019,0.015,0.026	0.037,0.076,0.057	-0.037
450	"AT2G42280"	"BHLH130"	chr2	-	17611729	17612088	17611729	17611795	17611908	17612088	450	2,1,1	40,28,38	0,3,1	28,17,39	198	99	0.694474936849	1.0	0.024,0.018,0.013	0.0,0.081,0.013	-0.013
451	"AT4G34460"	"GB1"	chr4	-	16478329	16479088	16478329	16478754	16478993	16479088	451	0,0,2	135,96,193	3,2,0	206,97,196	198	99	1	1.0	0.0,0.0,0.005	0.007,0.01,0.0	-0.004
452	"AT4G30190"	"AHA2"	chr4	-	14772305	14772808	14772305	14772544	14772643	14772808	452	0,1,1	868,1023,1820	0,0,0	1430,787,1348	197	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
453	"AT1G02205"	"CER1"	chr1	+	419296	419894	419296	419529	419674	419894	453	1,1,2	93,96,185	0,0,0	412,95,365	198	99	1	1.0	0.005,0.005,0.005	0.0,0.0,0.0	0.005
454	"AT3G25560"	"NIK2"	chr3	-	9279512	9280011	9279512	9279596	9279692	9280011	454	3,0,3	0,0,0	0,0,1	0,0,1	194	99	1	1.0	1.0,NA,1.0	NA,NA,0.338	0.662
455	"AT5G63440"	"AT5G63440"	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	455	8,6,11	38,24,61	2,4,1	52,36,49	198	99	0.000219505459054	0.00406340338156	0.095,0.111,0.083	0.019,0.053,0.01	0.069
458	"AT1G02020"	"AT1G02020"	chr1	-	352636	354969	352636	353162	353237	354969	458	0,0,0	55,38,65	0,1,0	77,37,66	173	99	1	1.0	0.0,0.0,0.0	0.0,0.015,0.0	-0.005
461	"AT5G16390"	"BCCP1"	chr5	-	5361271	5361637	5361271	5361337	5361565	5361637	461	4,6,5	286,183,294	8,2,7	324,231,399	198	99	1	1.0	0.007,0.016,0.008	0.012,0.004,0.009	0.002
462	"AT4G30900"	"AT4G30900"	chr4	+	15039431	15039768	15039431	15039566	15039641	15039768	462	2,3,5	3,14,28	3,1,3	17,18,14	173	99	0.412035242673	1.0	0.276,0.109,0.093	0.092,0.031,0.109	0.082
464	"AT5G14320"	"RPS13"	chr5	-	4617649	4618458	4617649	4618006	4618233	4618458	464	0,0,0	1872,1534,2328	1,1,0	2658,1700,2981	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
466	"AT1G15140"	"AT1G15140"	chr1	-	5210548	5210809	5210548	5210629	5210713	5210809	466	7,13,13	540,457,714	17,12,24	741,523,927	182	99	0.353332660779	1.0	0.007,0.015,0.01	0.012,0.012,0.014	-0.002
467	"AT4G25450"	"ABCB28"	chr4	-	13010230	13010429	13010230	13010287	13010372	13010429	467	14,15,15	141,106,171	19,13,28	206,113,212	183	99	0.729671207188	1.0	0.051,0.071,0.045	0.048,0.059,0.067	-0.002
468	"AT1G77080"	"AGL27"	chr1	+	28958601	28958844	28958601	28958663	28958744	28958844	468	13,4,9	169,137,265	20,17,23	125,77,169	179	99	1.73262505343e-07	5.65130517908e-06	0.041,0.016,0.018	0.081,0.109,0.07	-0.062
469	"AT2G32850"	"AT2G32850"	chr2	-	13935185	13935834	13935185	13935641	13935701	13935834	469	1,2,1	8,8,11	1,0,0	28,29,40	158	99	0.21379796684	0.968585809087	0.073,0.135,0.054	0.022,0.0,0.0	0.08
471	"AT4G14960"	"TUBA6"	chr4	-	8548491	8550028	8548491	8548878	8548963	8550028	471	71,63,111	0,0,0	108,63,104	4,0,4	183	99	0.0202185910559	0.165917510108	1.0,1.0,1.0	0.936,1.0,0.934	0.043
472	"AT5G59980"	"AT5G59980"	chr5	+	24148319	24149578	24148319	24149272	24149348	24149578	472	0,0,0	2,1,1	1,0,1	2,3,1	174	99	1	1.0	0.0,0.0,0.0	0.221,0.0,0.363	-0.195
473	"AT5G03900"	"AT5G03900"	chr5	+	1050929	1051369	1050929	1050993	1051225	1051369	473	2,2,3	157,149,239	3,5,3	188,108,220	198	99	1	1.0	0.006,0.007,0.006	0.008,0.023,0.007	-0.006
474	"AT5G53900"	"AT5G53900"	chr5	-	21882328	21882734	21882328	21882434	21882590	21882734	474	0,0,1	34,20,39	0,0,0	47,20,49	198	99	1	1.0	0.0,0.0,0.013	0.0,0.0,0.0	0.004
476	"AT3G45050"	"AT3G45050"	chr3	+	16477019	16477524	16477019	16477128	16477299	16477524	476	0,1,0	82,75,51	0,1,4	100,99,141	198	99	1	1.0	0.0,0.007,0.0	0.0,0.005,0.014	-0.004
478	"AT3G54000"	"AT3G54000"	chr3	+	19997540	19997984	19997540	19997805	19997894	19997984	478	0,0,0	15,10,25	0,1,0	15,13,11	187	99	1	1.0	0.0,0.0,0.0	0.0,0.039,0.0	-0.013
480	"AT2G01100"	"AT2G01100"	chr2	+	81736	83217	81736	81800	82185	83217	480	4,4,5	62,33,81	4,5,4	76,28,67	198	99	0.952278488601	1.0	0.031,0.057,0.03	0.026,0.082,0.029	-0.006
482	"AT3G44340"	"CEF"	chr3	-	16011620	16012144	16011620	16012032	16012112	16012144	482	5,3,10	113,97,153	12,5,6	142,111,140	178	99	0.564934647201	1.0	0.024,0.017,0.035	0.045,0.024,0.023	-0.005
483	"AT1G07420"	"SMO2-2"	chr1	+	2278586	2279117	2278586	2278724	2278971	2279117	483	0,0,1	60,54,107	0,0,0	89,54,114	198	99	1	1.0	0.0,0.0,0.005	0.0,0.0,0.0	0.002
484	"AT2G21660"	"RBG7"	chr2	-	9265248	9265893	9265248	9265664	9265715	9265893	484	337,211,434	191,122,213	372,177,362	202,94,136	149	99	0.302603029252	1.0	0.54,0.535,0.575	0.55,0.556,0.639	-0.032
486	"AT3G05160"	"AT3G05160"	chr3	-	1456533	1457150	1456533	1456596	1456883	1457150	486	5,1,0	43,39,67	1,0,0	81,24,65	198	99	0.569959451295	1.0	0.055,0.013,0.0	0.006,0.0,0.0	0.021
487	"AT1G18620"	"AT1G18620"	chr1	+	6410557	6410854	6410557	6410690	6410769	6410854	487	16,8,15	4,3,5	27,3,17	15,5,8	177	99	0.0915216785785	0.514305721069	0.691,0.599,0.627	0.502,0.251,0.543	0.207
488	"AT5G11330"	"AT5G11330"	chr5	-	3617214	3617809	3617214	3617450	3617521	3617809	488	4,5,3	2,0,3	5,5,3	2,1,5	169	99	0.485552456842	1.0	0.54,1.0,0.369	0.594,0.745,0.26	0.103
492	"AT3G49590"	"AT3G49590"	chr3	+	18377559	18379202	18377559	18377680	18377764	18379202	492	0,1,3	0,0,3	0,1,1	2,1,4	182	99	1	1.0	NA,1.0,0.352	0.0,0.352,0.12	0.519
495	"AT2G02450"	"ANAC034"	chr2	+	649965	650814	649965	650395	650500	650814	495	0,1,0	5,4,11	0,0,0	21,15,15	198	99	1	1.0	0.0,0.111,0.0	0.0,0.0,0.0	0.037
496	"AT1G06470"	"AT1G06470"	chr1	+	1970423	1970997	1970423	1970580	1970675	1970997	496	2,1,4	0,0,0	1,0,1	2,2,0	193	99	2.34930834975e-06	6.92610906074e-05	1.0,1.0,1.0	0.204,0.0,1.0	0.599
497	"AT3G55480"	"AP3BA"	chr3	-	20570470	20570869	20570470	20570720	20570792	20570869	497	5,2,6	39,28,54	4,1,6	58,18,62	170	99	0.478663805036	1.0	0.069,0.04,0.061	0.039,0.031,0.053	0.016
501	"AT2G02960"	"AT2G02960"	chr2	-	862610	862893	862610	862700	862806	862893	501	1,0,2	126,115,191	0,2,0	198,132,203	198	99	1	1.0	0.004,0.0,0.005	0.0,0.008,0.0	0.0
503	"AT2G28470"	"BGAL8"	chr2	-	12172981	12173298	12172981	12173151	12173258	12173298	503	9,11,25	6,7,9	82,28,56	24,9,22	198	99	0.234563485294	1.0	0.429,0.44,0.581	0.631,0.609,0.56	-0.117
505	"AT3G01100"	"HYP1"	chr3	-	35321	36127	35321	35555	35851	36127	505	0,0,0	68,60,94	0,0,1	90,54,84	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.006	-0.002
507	"AT4G29210"	"GGT3"	chr4	+	14401681	14402953	14401681	14402704	14402815	14402953	507	1,0,0	64,71,94	0,1,0	101,51,102	198	99	1	1.0	0.008,0.0,0.0	0.0,0.01,0.0	-0.001
508	"AT5G45620"	"RPN9A"	chr5	+	18503244	18504117	18503244	18503344	18503682	18504117	508	0,0,0	186,129,252	1,0,0	244,158,274	198	99	1	1.0	0.0,0.0,0.0	0.002,0.0,0.0	-0.001
509	"AT1G69250"	"AT1G69250"	chr1	+	26034595	26034881	26034595	26034711	26034809	26034881	509	32,20,21	65,68,118	3,12,11	86,55,90	196	99	9.93924838468e-05	0.00208201097742	0.199,0.129,0.082	0.017,0.099,0.058	0.079
510	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631927	632043	510	0,3,1	5,0,3	3,2,0	13,1,9	167	99	0.841331054125	1.0	0.0,1.0,0.165	0.12,0.542,0.0	0.168
511	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631999	632043	511	27,24,32	5,0,0	32,7,18	1,0,3	198	99	0.765222563969	1.0	0.73,1.0,1.0	0.941,1.0,0.75	0.013
512	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	632008	632043	512	30,28,36	52,34,61	32,8,20	65,28,30	198	99	0.204047998112	0.944315154053	0.224,0.292,0.228	0.198,0.125,0.25	0.057
513	"AT4G30993"	"AT4G30993"	chr4	+	15099298	15099616	15099298	15099410	15099503	15099616	513	0,0,0	145,140,207	0,1,0	283,212,350	191	99	1	1.0	0.0,0.0,0.0	0.0,0.002,0.0	-0.001
515	"AT1G22920"	"CSN5B"	chr1	-	8109713	8110147	8109713	8109971	8110069	8110147	515	2,1,2	144,105,160	4,7,5	151,112,183	196	99	0.241540029175	1.0	0.007,0.005,0.006	0.013,0.031,0.014	-0.013
516	"AT5G07890"	"AT5G07890"	chr5	-	2519009	2519270	2519009	2519112	2519210	2519270	516	7,10,14	13,12,26	2,3,1	42,21,34	196	99	7.08738701061e-09	3.13420003358e-07	0.214,0.296,0.214	0.023,0.067,0.015	0.206
517	"AT4G17615"	"CBL1"	chr4	+	9817634	9818076	9817634	9817717	9818016	9818076	517	1,0,0	39,22,43	0,0,1	49,26,56	198	99	1	1.0	0.013,0.0,0.0	0.0,0.0,0.009	0.001
519	"AT4G06634"	"AT4G06634"	chr4	-	3765940	3766276	3765940	3766140	3766217	3766276	519	2,0,7	23,22,30	2,0,1	36,16,37	175	99	0.0167267520491	0.143166608936	0.047,0.0,0.117	0.03,0.0,0.015	0.04
521	"AT3G59310"	"AT3G59310"	chr3	-	21922848	21923062	21922848	21922917	21923010	21923062	521	8,5,7	31,23,38	5,6,3	64,40,55	191	99	0.017122704862	0.144996522023	0.118,0.101,0.087	0.039,0.072,0.027	0.056
523	"AT4G39260"	"RBG8"	chr4	-	18273898	18274567	18273898	18274185	18274314	18274567	523	56,30,68	45,23,52	62,39,60	71,22,41	198	99	0.917919561452	1.0	0.384,0.395,0.395	0.304,0.47,0.423	-0.008
524	"AT4G39260"	"RBG8"	chr4	-	18273898	18274567	18273898	18274185	18274416	18274567	524	74,49,85	46,30,57	87,52,80	45,28,48	198	99	0.414642483188	1.0	0.446,0.45,0.427	0.492,0.481,0.455	-0.035
525	"AT5G56600"	"PFN3"	chr5	-	22909684	22910220	22909684	22910016	22910082	22910220	525	0,0,0	95,92,155	1,0,0	100,81,117	164	99	1	1.0	0.0,0.0,0.0	0.006,0.0,0.0	-0.002
526	"AT2G48100"	"AT2G48100"	chr2	+	19672191	19672530	19672191	19672380	19672449	19672530	526	4,10,14	176,99,199	8,9,11	159,94,156	167	99	0.636055827975	1.0	0.013,0.056,0.04	0.029,0.054,0.04	-0.005
527	"AT3G10230"	"LCY1"	chr3	-	3164074	3166038	3164074	3165768	3165982	3166038	527	2,2,6	0,1,0	5,2,8	0,0,0	198	99	1	1.0	1.0,0.5,1.0	1.0,1.0,1.0	-0.167
530	"AT4G17680"	"AT4G17680"	chr4	-	9843499	9843900	9843499	9843750	9843829	9843900	530	4,0,6	7,7,24	2,2,4	16,5,11	177	99	0.758809692191	1.0	0.242,0.0,0.123	0.065,0.183,0.169	-0.017
