Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT2G30520	AT2G30520:s:13004779-13005156	s|1e1.1o1|i	-0.001253854151934409;0.0012538837446524486	7.908659984234938e-13;1.3770941952035381e-14	0.005802941541993595;0.005802933881576822	0.806;0.194	0.804;0.196	False	False	False	1	2	13004182-13004779	13004182-13004779
AT4G29220	AT4G29220:s:14404593-14404722	s|1e1.1o2|1e1.2o2	-0.0005948374238908164;0.0005948402886980001	6.360418556105897e-21;6.3463614935148625e-21	0.4750081718915482;0.4749144796987297	0.037;0.963	0.033;0.967	False	True	False	2	2	14404514-14404593;14404503-14404593	
AT2G44490	AT2G44490:s:18366939-18367053	s|1e1.1o1|i	-0.004975104779217063;0.004975127380300034	1.7581293647618114e-12;1.6990949538566109e-12	0.005759443088940608;0.005759337831809874	0.652;0.348	0.637;0.363	False	False	False	1	2	18367053-18367146	18367053-18367146
AT4G36790	AT4G36790:s:17336685-17336982	s|1e1.1o2|1e1.2o2	-0.03119522055058627;0.031195243964605462	0.005719783359006544;0.0057197879239184535	4.7603736439638666e-05;4.7600719726641205e-05	0.845;0.155	0.780;0.220	False	True	False	2	2	17336982-17337055;17336982-17337128	
AT2G39470	AT2G39470:s:16477002-16477124	s|1e1.1o1|i	-0.003747769945185342;0.0037477754554771313	4.5225174057188344e-17;1.3223911390465715e-20	0.0013060542217797622;0.0013060328225678597	0.641;0.359	0.634;0.366	False	False	False	1	2	16477124-16477212	16477124-16477212
AT4G01595	AT4G01595:s:691391-691537	s|1e1.1o1|i	-9.987794390687604e-08;9.991025795086068e-08	6.044917216578253e-21;6.0449166012146735e-21	0.47519184785994173;0.4751476782619159	0.011;0.989	0.001;0.999	False	False	False	1	2	691048-691391	691048-691391
AT5G13650	AT5G13650:s:4401071-4401165	s|1e1.1o1|i	-0.014991496531414981;0.014991519704032048	4.507894616944212e-14;1.3494928961268702e-20	0.001905981106283594;0.00190590989644456	0.836;0.164	0.817;0.183	False	False	False	1	2	4401165-4401646	4401165-4401646
AT2G42130	AT2G42130:s:17567676-17567728	s|1e1.1o2|1e1.2o2	0.00015724803373191876;-0.00015724789299215893	6.126225418768856e-21;6.129943453893112e-21	0.4740922993120638;0.47359986151673195	0.972;0.028	0.982;0.018	False	True	False	2	2	17567728-17567824;17567728-17567828	
AT4G26480	AT4G26480:s:13374883-13374968	s|1e1.1o1|1e2.1o1	-0.017644063969527037;0.017644071353844756	0.00011314964334799572;0.00011314868903310552	8.941932200501324e-05;8.941335853104165e-05	0.686;0.314	0.653;0.347	False	False	True	2	3	13374272-13374883;13373655-13374883	
AT5G58560	AT5G58560:s:23671785-23671972	s|1e1.1o1|2e1.1o1	0.0037827705221588786;-0.0037827525840251532	7.09066501118122e-21;7.18009228018475e-21	0.1354585635840382;0.13547906796681453	0.959;0.041	0.967;0.033	True	False	False	2	2	23671916-23672056;23671972-23672056	
AT5G36160	AT5G36160:s:14233461-14233554	s|1e1.1o1|i	-0.009632304205209096;0.009632330829054644	2.813618197520899e-07;2.813793087741813e-07	0.0038555903567089045;0.003855422565859171	0.637;0.363	0.614;0.386	False	False	False	1	2	14233382-14233461	14233382-14233461
AT1G73990	AT1G73990:s:27825788-27825958	s|1e1.1o2|1e1.2o2	0.3229372502046223;-0.3229373089702595	0.9929173439477001;0.9929173416152103	2.8440103139919173e-10;2.9714142257830645e-10	0.206;0.794	0.527;0.473	False	True	False	2	2	27825958-27826027;27825958-27826037	
AT1G04870	AT1G04870:s:1375383-1375762	s|1e1.1o2|1e1.2o2	1.402229848508798e-06;-1.4021454610798555e-06	2.386658319040166e-16;6.098469761365848e-21	0.09535603808184406;0.10329950226120199	0.997;0.003	0.997;0.003	False	True	False	2	2	1375221-1375383;1375211-1375383	
AT5G08500	AT5G08500:s:2748193-2748479	s|1e1.1o1|i	-0.44113874025659405;0.4411388317361978	0.9999913396926238;0.99999134835401	4.961586697049825e-13;1.0128829997887165e-15	0.474;0.526	0.043;0.957	False	False	False	1	2	2748479-2748661	2748479-2748661
AT1G03520	AT1G03520:s:879932-880158	s|1e1.1o1|i	3.4335315557606496e-05;-3.433277864127594e-05	1.4789164385575375e-07;1.4842712496833845e-07	0.01658259839816778;0.016582444494499776	0.010;0.990	0.016;0.984	False	False	False	1	2	879300-879932	879300-879932
AT1G10660	AT1G10660:s:3532424-3532667	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4	-2.0929354631149865e-09;-0.22189866959301613;-0.07270366451660643;0.3110044927118453	6.0977198770454755e-21;0.6738253651383426;0.00121904403982038;0.9834186702885771	0.8918363291154121;1.0338422240518952e-07;2.5908630249538156e-05;1.5994919442390103e-09	0.001;0.324;0.138;0.538	0.001;0.093;0.051;0.854	False	True	False	4	2	3532667-3532892;3532667-3532918;3532667-3532923;3532667-3532992	
AT2G38400	AT2G38400:s:16085765-16085851	s|1e1.1o2|1e1.2o2	1.254028338749322e-07;-1.2542531484925884e-07	6.09774027108825e-21;6.097748995946003e-21	0.4213216931533328;0.5429842904024123	0.998;0.002	0.998;0.002	False	True	False	2	2	16085851-16085931;16085851-16086024	
AT3G16700	AT3G16700:s:5688065-5688230	s|1e1.1o1|1e2.1o1	0.23563013073981334;-0.23563008119998183	0.6993134453712768;0.6993131634589869	3.5137151841240555e-06;3.5139844116738317e-06	0.576;0.424	0.831;0.169	False	False	True	2	3	5688230-5688439;5688230-5688827	
AT3G01472	AT3G01472:s:183628-183811	s|1e1.1o1|i	-0.013489758012525303;0.013489791741009059	5.122141575884514e-11;4.907863006111768e-11	0.003184415398421292;0.0031842044547028305	0.638;0.362	0.615;0.385	False	False	False	1	2	183540-183628	183540-183628
AT3G12780	AT3G12780:s:4061414-4061572	s|1e1.1o1|i	-0.0029098315116681947;0.0029098414457769117	1.1639177255556214e-20;1.1468622587601324e-20	0.47500000083589716;0.4750000008446905	0.641;0.359	0.634;0.366	False	False	False	1	2	4061336-4061414	4061336-4061414
AT1G76270	AT1G76270:s:28615500-28615683	s|1e1.1o2|1e1.2o2	0.005739240015380364;-0.005739204114137697	0.0058097413282695515;0.005809742236045143	6.0771416099392184e-05;6.0772064649494695e-05	0.747;0.253	0.762;0.238	False	True	False	2	2	28615200-28615500;28615196-28615500	
AT2G32160	AT2G32160:s:13663673-13663786	s|1e1.1o2|1e1.2o2	-0.0004556257175279677;0.00045562742855701334	1.6678250137725678e-07;1.6660145951697467e-07	0.000743524165223941;0.0007434732079540931	0.996;0.004	0.990;0.010	False	True	False	2	2	13663786-13663866;13663786-13663908	
AT2G44160	AT2G44160:s:18264669-18265003	s|1e1.1o1|i	0.0029359820641067383;-0.0029359659096515455	6.885032278512986e-20;1.5133519807538222e-20	0.001703074385872791;0.0017030965509116092	0.643;0.357	0.643;0.357	False	False	False	1	2	18265003-18265102	18265003-18265102
AT1G21130	AT1G21130:s:7400022-7400605	s|1e1.1o1|i	-0.01087850944749524;0.010878539447537753	1.0879477524990189e-06;1.087982427076949e-06	0.002302307482726529;0.0023022009252393894	0.643;0.357	0.629;0.371	False	False	False	1	2	7399930-7400022	7399930-7400022
AT2G35660	AT2G35660:s:14988778-14988924	s|1e1.1o2|1e1.2o2	-0.2632600078193519;0.2632600071002062	0.8352740277820678;0.8352741658827233	1.282836722404923e-06;1.282747062973445e-06	0.498;0.502	0.226;0.774	False	True	False	2	2	14988924-14989002;14988924-14989010	
AT1G47490	AT1G47490:s:17426038-17426096	s|1e1.1o1|i	-0.26499248487222077;0.2649924658371264	0.8929443703716314;0.8929444098376815	4.507642252793431e-07;4.508718380000777e-07	0.427;0.573	0.162;0.838	False	False	False	1	2	17426096-17426210	17426096-17426210
AT1G64980	AT1G64980:t:24137517-24138639	t|1e1.1o1|1e2.1o1|i	-0.009252203018550443;-2.653533533042289e-05;0.01970524592624872	0.0016968401244154578;6.0534240385624066e-21;0.007415546416177018	0.0015535909638839662;0.475000721996482;0.0009557730999859432	0.786;0.023;0.191	0.766;0.011;0.223	False	False	True	2	3	24138639-24139165;24138639-24138731	24138639-24138731
AT1G06630	AT1G06630:s:2030003-2030207	s|1e1.1o1|1e2.1o1	0.010409682560402783;-0.010409656775803371	0.0006734689925885919;0.0006734698490784069	0.00012143710417888975;0.0001214467327592672	0.013;0.987	0.054;0.946	False	False	True	2	3	2030207-2030310;2030207-2031091	
AT2G13100	AT2G13100:s:5390118-5390455	s|1e1.1o2|1e1.2o2|i	-0.04542915018781117;2.894420867569865e-07;0.036683164814548266	8.594650458697766e-06;6.044986411029687e-21;8.438628132795653e-06	0.0008163500525601997;0.475056495662856;0.000811298563616494	0.096;0.002;0.903	0.037;0.006;0.958	False	True	False	2	2	5390455-5390948;5390455-5391014	5390455-5391014
AT1G54920	AT1G54920:s:20470678-20471602	s|1e1.1o2|1e1.2o2	-0.010337235166980398;0.01033727210283386	0.00080107810575468;0.000801076685497022	8.443385606016207e-05;8.443103627667203e-05	0.382;0.618	0.362;0.638	False	True	False	2	2	20471602-20471799;20471602-20471802	
AT5G45680	AT5G45680:s:18531326-18531418	s|1e1.1o1|2e1.1o1	7.771559702176269e-16;2.616592661576207e-12	6.097720061512472e-21;6.097720061201437e-21	0.9999999997576716;0.999937160190014	0.019;0.981	0.007;0.993	True	False	False	2	2	18531413-18531502;18531418-18531502	
AT1G73885	AT1G73885:s:27787417-27787582	s|1e1.1o1|i	7.77155982729795e-16;7.77155982729795e-16	6.0448857830544e-21;6.0448857830544e-21	0.9999999926460882;0.9999999926460882	0.000;1.000	0.000;1.000	False	False	False	1	2	27787582-27787662	27787582-27787662
AT4G17150	AT4G17150:s:9641006-9641062	s|1e1.1o1|i	0.02119903125017327;-0.021199014143033126	0.0006583401467717368;0.000658342125852029	0.0008296116959110589;0.0008296544907296921	0.567;0.433	0.601;0.399	False	False	False	1	2	9641062-9641219	9641062-9641219
AT1G31190	AT1G31190:s:11145522-11145655	s|1e1.1o2|1e1.2o2	-0.0006597387733258563;0.0006597389933106418	6.2458192243471545e-21;6.230226637567862e-21	0.45062831954133875;0.45028817136956606	0.032;0.968	0.024;0.976	False	True	False	2	2	11145655-11145731;11145655-11145754	
AT5G17210	AT5G17210:s:5656383-5656702	s|1e1.1o2|2e1.2o2	6.093470625271293e-06;-6.091443489150124e-06	7.676926026207912e-08;7.594157516583374e-08	0.0010297293712401845;0.001029733838060043	0.991;0.009	0.991;0.009	True	True	False	2	2	5656614-5657343;5656702-5657352	
AT1G65040	AT1G65040:s:24163237-24163379	s|1e1.1o2|i	-0.003007743778232552;0.003007751988280907	7.013126026055765e-21;6.661407372717816e-16	0.32080711192527733;0.320800603930214	0.039;0.961	0.009;0.991	False	False	False	1	2	24163023-24163237	24163023-24163237
AT3G07170	AT3G07170:s:2281221-2281551	s|1e1.1o1|2e1.1o1	0.004504591787291301;-0.004504592051820995	6.889926229713562e-21;6.996397262716322e-21	0.4379103718271994;0.4379807566520795	0.957;0.043	0.984;0.016	True	False	False	2	2	2281474-2281648;2281551-2281648	
AT3G07590	AT3G07590:t:2423603-2423794	t|1e1.1o1|1e2.1o1	0.014776373773029506;-0.014776339852223255	4.565353669580104e-06;4.565203786907744e-06	0.00020389383936453807;0.0002039078721154386	0.877;0.123	0.903;0.097	False	False	True	2	3	2423375-2423603;2423526-2423603	
AT2G34310	AT2G34310:t:14477715-14477990	t|1e1.1o1|1e2.1o2|2e3.1o1|2e4.1o2|2e4.2o2	-0.0032923827154600345;7.771559702176269e-16;0.06143497883290557;-6.65234693948869e-07;-0.03488193808889299	7.022118061818847e-21;6.097720061512472e-21;6.43308774916936e-07;6.097849017169394e-21;1.293698632019455e-20	0.4728225772279442;0.9999999997576716;3.3427257680095134e-05;0.49169553472672944;0.013296786521607484	0.043;0.011;0.851;0.024;0.070	0.034;0.000;0.918;0.005;0.042	True	True	True	5	5	14477990-14478558;14477990-14478426;14477985-14478558;14477985-14478426;14477985-14478360	
AT2G25480	AT2G25480:s:10844205-10844270	s|1e1.1o2|1e1.2o2	0.030740949853643083;-0.030740931939050854	0.012622877674754495;0.01262288748872606	4.524540618898454e-05;4.524803906003072e-05	0.358;0.642	0.422;0.578	False	True	False	2	2	10844270-10844348;10844270-10844351	
AT1G61520	AT1G61520:s:22700010-22700295	s|1e1.1o1|i	-0.003112794879154444;0.0031128086334969132	9.97102247819546e-21;9.820120413956687e-21	0.47500000140708515;0.47499997660508947	0.611;0.389	0.631;0.369	False	False	False	1	2	22700295-22700385	22700295-22700385
AT1G47420	AT1G47420:s:17396397-17396707	s|1e1.1o1|i	-0.01791456348216823;0.017914594998540076	1.1262835102686258e-11;1.0791256790713084e-11	0.0025125384144319973;0.0025123798115602074	0.627;0.373	0.600;0.400	False	False	False	1	2	17396319-17396397	17396319-17396397
AT4G17140	AT4G17140:t:9618448-9618629	t|1e1.1o1|1e2.1o1	1.856133164451317e-06;-1.856174332137981e-06	1.3373842083505006e-15;6.0988285630769676e-21	0.06722735657344484;0.06907041543362946	0.996;0.004	0.997;0.003	False	False	True	2	3	9618629-9618979;9618629-9618793	
AT4G24830	AT4G24830:s:12793477-12793637	s|1e1.1o1|i	7.77155982729795e-16;1.1497238211962156e-16	6.0448857830544e-21;6.044885783053788e-21	0.9999999926460882;0.99992536930738	0.005;0.995	0.003;0.997	False	False	False	1	2	12793344-12793477	12793344-12793477
AT3G12250	AT3G12250:t:3906621-3906692	t|1e1.1o1|1e2.1o1	-0.23349168580174073;0.23349166362092127	0.6631130181983369;0.663112994753012	2.2907048103926186e-06;2.290544534902758e-06	0.987;0.013	0.716;0.284	False	False	True	2	3	3906416-3906621;3906525-3906621	
AT2G41945	AT2G41945:t:17510840-17511213	t|1e1.1o1|1e2.1o1	-1.5315725128116954e-08;1.541192486736856e-08	6.0977397588531945e-21;6.0977373231148725e-21	0.5000783273817757;0.5568923529094159	0.998;0.002	0.998;0.002	False	False	True	2	3	17511213-17511722;17511213-17511290	
AT1G80500	AT1G80500:s:30271149-30271275	s|1e1.1o2|1e1.2o2	-0.0029586048301547393;0.002958609417676749	6.687949134766299e-21;6.618023441124456e-21	0.47436241577090854;0.47426917352812387	0.041;0.959	0.014;0.986	False	True	False	2	2	30271275-30271720;30271275-30271807	
AT2G15580	AT2G15580:s:6797560-6797872	s|1e1.1o1|i	-0.01837162148885087;0.01837162983088605	2.1990566441322614e-09;2.186592240618073e-09	0.0019310258318657736;0.0019309110824216101	0.656;0.344	0.633;0.367	False	False	False	1	2	6797872-6798026	6797872-6798026
AT5G62300	AT5G62300:s:25022356-25022436	s|1e1.1o2|1e1.2o2	-8.799206662442767e-11;7.610803440429772e-11	6.097720051049634e-21;6.0977200524628965e-21	0.9978942697301594;0.9981778084203012	0.993;0.007	0.984;0.016	False	True	False	2	2	25022249-25022356;25022246-25022356	
AT1G05070	AT1G05070:s:1457600-1457641	s|1e1.1o1|2e1.1o1	-0.020496948144124137;0.02049700916074713	5.914873663105241e-18;9.703799001768137e-21	0.0544681010342114;0.0544640612010724	0.979;0.021	0.946;0.054	True	False	False	2	2	1457518-1457618;1457518-1457600	
AT2G18960	AT2G18960:s:8226630-8226812	s|1e1.1o1|i	-0.003234862749917757;0.0032348554754542	1.2250519414405052e-20;1.2087265625852667e-20	0.10095406109205207;0.10095257424796783	0.639;0.361	0.635;0.365	False	False	False	1	2	8226812-8226899	8226812-8226899
AT3G19960	AT3G19960:s:6954887-6955092	s|1e1.1o1|2e2.1o2	2.791271706562371e-07;-2.7912582421840875e-07	6.097774054209145e-21;6.097783894187347e-21	0.5082037168174672;0.33010259836785527	0.002;0.998	0.003;0.997	True	False	True	2	3	6955033-6955119;6955092-6955180	
AT3G09250	AT3G09250:s:2840356-2840418	s|1e1.1o1|i	1.3659093514343678e-10;-1.2682477224987164e-10	6.044885766953798e-21;6.0448857680753265e-21	0.585740281231478;0.5921756871304619	0.019;0.981	0.019;0.981	False	False	False	1	2	2840418-2840561	2840418-2840561
AT3G09200	AT3G09200:s:2824934-2825114	s|1e1.1o1|i	7.77155982729795e-16;7.77155982729795e-16	6.0448857830544e-21;6.0448857830544e-21	0.9999999926460882;0.9999999926460882	0.000;1.000	0.000;1.000	False	False	False	1	2	2824834-2824934	2824834-2824934
AT2G02570	AT2G02570:s:699241-699323	s|1e1.1o2|1e1.2o2	-0.031968149002729346;0.031968136868172986	6.13387618441798e-06;6.134025085630527e-06	6.680252979962553e-05;6.679698878180626e-05	0.156;0.844	0.103;0.897	False	True	False	2	2	699149-699241;699137-699241	
AT3G26580	AT3G26580:s:9759856-9760061	s|1e1.1o1|i	0.0020337596334153137;-0.0020337208230571478	8.18639116509939e-16;1.137581257996739e-20	0.003805419739244864;0.0038054416918257283	0.613;0.387	0.625;0.375	False	False	False	1	2	9760061-9760142	9760061-9760142
AT5G06960	AT5G06960:s:2155661-2155807	s|1e1.1o2|1e1.2o2	-0.017561853040904702;0.017561886727870932	0.00034347410343930917;0.00034347373131824973	9.228068468647432e-05;9.227507949410158e-05	0.139;0.861	0.105;0.895	False	True	False	2	2	2155807-2155879;2155807-2155890	
AT5G09600	AT5G09600:s:2979144-2979294	s|1e1.1o1|1e2.1o1	7.771559702176269e-16;7.775276416338206e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997487419	0.001;0.999	0.001;0.999	False	False	True	2	3	2979294-2979594;2979294-2979767	
AT5G21920	AT5G21920:s:7241880-7242082	s|1e1.1o1|i	-0.003470163460888592;0.0034701678057864503	4.9859021501291145e-12;1.2997861326903038e-20	0.0030411314254995547;0.0030410984953935793	0.726;0.274	0.733;0.267	False	False	False	1	2	7241596-7241880	7241596-7241880
AT5G66040	AT5G66040:s:26410869-26410993	s|1e1.1o1|i	0.0023602178694661154;-0.0023601901738717467	1.2541900180122757e-20;1.7210227247629504e-13	0.007864423745415901;0.007864630557655627	0.626;0.374	0.638;0.362	False	False	False	1	2	26410993-26411065	26410993-26411065
AT1G75340	AT1G75340:s:28270329-28270546	s|1e1.1o1|1e2.1o1	-1.50575883149878e-05;1.50575566189738e-05	3.201419785855451e-12;6.104663015548872e-21	0.011978792717350917;0.011976480621537305	0.996;0.004	0.995;0.005	False	False	True	2	3	28270233-28270329;28269856-28270329	
AT1G02910	AT1G02910:s:657392-657495	s|1e1.1o2|1e1.2o2	0.013832949494159065;-0.013832903404024642	1.4831202652785182e-06;1.4834816196257437e-06	0.00021685045462162267;0.0002168632800172432	0.152;0.848	0.175;0.825	False	True	False	2	2	657281-657392;657277-657392	
AT3G19900	AT3G19900:s:6923455-6923526	s|1e1.1o2|1e1.2o2|i	-0.0017025757502614008;-0.015618013408162384;0.026286621904759493	3.6803602497515296e-07;1.1070262743740188e-20;3.318157274575095e-05	0.0019089919098871366;0.47440793533187997;0.0009920622979721272	0.590;0.052;0.356	0.581;0.019;0.399	False	True	False	2	2	6923195-6923455;6923193-6923455	6923193-6923455
AT4G03205	AT4G03205:s:1414210-1414334	s|1e1.1o1|i	-0.08773828191827304;0.08773829742056027	5.973225088596615e-07;5.9768381488471e-07	0.00010986205266294569;0.00010985283506467694	0.113;0.887	0.007;0.993	False	False	False	1	2	1414334-1414426	1414334-1414426
AT4G37190	AT4G37190:t:17507387-17507488	t|1e1.1o1|1e2.1o1	0.00031804117548438085;-0.00031803980736047713	1.1443738459502737e-07;1.1447853628406392e-07	0.0009304087684600254;0.0009304623085951702	0.990;0.010	0.994;0.006	False	False	True	2	3	17507226-17507387;17507293-17507387	
AT1G36370	AT1G36370:s:13696558-13696659	s|1e1.1o1|i	0.010044472270714712;-0.010044441240626843	6.376842487819347e-08;6.376647756699572e-08	0.002662552830278192;0.0026626803401905708	0.585;0.415	0.610;0.390	False	False	False	1	2	13696472-13696558	13696472-13696558
AT3G61700	AT3G61700:s:22836838-22837041	s|1e1.1o1|2e1.1o1	-0.009275636117597477;0.009275675831678308	7.206415443104028e-18;7.730236952768271e-21	0.09338333167888668;0.09337717793020854	0.985;0.015	0.953;0.047	True	False	False	2	2	22836993-22837140;22837041-22837140	
AT1G22140	AT1G22140:s:7815130-7815292	s|1e1.1o2|2e1.2o2	7.771559702176269e-16;-5.1482556154392467e-14	6.097720061512472e-21;6.0977200615062586e-21	0.9999999997576716;0.999998744115893	0.001;0.999	0.001;0.999	True	True	False	2	2	7815129-7815229;7814937-7815130	
AT1G07180	AT1G07180:s:2206339-2206518	s|1e1.1o1|i	-0.0031968722500741818;0.0031969040143094637	1.383423513763713e-12;1.8798060393803346e-12	0.0034590152613900305;0.0034589517683808746	0.621;0.379	0.609;0.391	False	False	False	1	2	2206518-2206621	2206518-2206621
AT5G26880	AT5G26880:s:9457891-9458228	s|1e1.1o1|2e1.1o1|i	7.77155982729795e-16;7.77155982729795e-16;-1.0641014889332447e-15	6.0448857830544e-21;6.0448857830544e-21;6.04488578305418e-21	0.9999999926460882;0.9999999926460882;0.9999730428976787	0.000;0.002;0.998	0.001;0.001;0.999	True	False	False	2	2	9457738-9458073;9457738-9457891	9457738-9457891
AT5G49470	AT5G49470:s:20064096-20064563	s|1e1.1o2|1e1.2o2	0.012470610948666666;-0.012470579520342608	6.127075295811489e-05;6.127080003883768e-05	0.00020452927313847902;0.00020454390858670735	0.940;0.060	0.972;0.028	False	True	False	2	2	20064563-20064636;20064563-20064645	
AT2G29390	AT2G29390:t:12612003-12612140	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	-0.09125813034142485;-0.007589524104005411;-1.2866867498243024e-07;-0.033769619119252706;0.21736503972139468	0.04185718933594466;8.487246006785104e-21;6.044929686010073e-21;1.6946167758189974e-20;0.6248080597206795	0.00022124712293880577;0.30061567108856635;0.4751489318044456;0.029236993885370488;9.70655479733787e-06	0.590;0.047;0.009;0.066;0.287	0.488;0.005;0.000;0.006;0.501	True	False	True	4	4	12612140-12612770;12612140-12612623;12612140-12612452;12612140-12612294	12612140-12612294
AT1G07650	AT1G07650:s:2366005-2366185	s|1e1.1o2|1e1.2o2	-0.007847446924196373;0.007847489097432648	0.0005625430566534996;0.0005625431303303845	0.00010502984018989636;0.00010502636373641017	0.107;0.893	0.090;0.910	False	True	False	2	2	2364709-2366005;2364691-2366005	
AT2G04845	AT2G04845:s:1702935-1703022	s|1e1.1o2|1e1.2o2	0.04745939729373388;-0.04745942683679201	0.016251591015963178;0.016251625748957433	3.3364671096885665e-05;3.336699017320033e-05	0.303;0.697	0.379;0.621	False	True	False	2	2	1702829-1702935;1702824-1702935	
AT3G46220	AT3G46220:s:16981350-16981761	s|1e1.1o1|2e1.1o1	5.758752688713224e-06;-5.75877353056113e-06	2.524701594013709e-13;6.101561725413171e-21	0.02715901961387443;0.02713125525779736	0.996;0.004	0.992;0.008	True	False	False	2	2	16981737-16981832;16981761-16981832	
AT5G26742	AT5G26742:s:9287372-9287470	s|1e1.1o1|i	-0.008209363937706332;0.008209388728147048	2.453946434345537e-17;1.2123293237665137e-20	0.006966763391713426;0.006966480176171783	0.650;0.350	0.638;0.362	False	False	False	1	2	9287273-9287372	9287273-9287372
AT1G02780	AT1G02780:s:608242-608309	s|1e1.1o1|i	0.005845198551050381;-0.0058452322697012254	2.1007013191775364e-20;2.165323857645405e-20	0.0009417243596352987;0.0009417316823087107	0.660;0.340	0.653;0.347	False	False	False	1	2	608147-608242	608147-608242
AT5G10350	AT5G10350:s:3257636-3257807	s|1e1.1o1|2e1.1o1	-0.00261708151229989;0.002617090501836419	6.927582227787463e-21;6.865723562370274e-21	0.406878384135559;0.40669653385505206	0.040;0.960	0.036;0.964	True	False	False	2	2	3257545-3257642;3257545-3257636	
AT3G47350	AT3G47350:s:17448888-17449206	s|1e1.1o1|i	7.77155982729795e-16;-1.7626708716779724e-14	6.0448857830544e-21;6.044885783052231e-21	0.9999999926460882;0.9997354935113385	0.001;0.999	0.001;0.999	False	False	False	1	2	17448954-17449525	17448954-17449525
AT4G38570	AT4G38570:s:18031762-18031818	s|1e1.1o2|1e1.2o2	9.45202327366755e-08;-9.456622666418711e-08	6.097805424953552e-21;6.097806839582819e-21	0.4158318066434409;0.4975621247925755	0.994;0.006	0.997;0.003	False	True	False	2	2	18031672-18031762;18031648-18031762	
AT4G08310	AT4G08310:s:5249777-5249853	s|1e1.1o1|i	-0.2604521920210487;0.26045222564804443	0.8566886090699506;0.85668869598944	7.2816303120504244e-06;7.281113037374254e-06	0.634;0.366	0.374;0.626	False	False	False	1	2	5249694-5249777	5249694-5249777
AT2G23600	AT2G23600:s:10043267-10043673	s|2e2.1o2|2e2.2o2|i	0.01342539728683886;7.77155982729795e-16;-0.00881789811226547	7.590926128091335e-06;6.0448857830544e-21;9.692247785620159e-06	0.0013315621939462563;0.9999999926460882;0.0017540654051861893	0.693;0.019;0.287	0.710;0.015;0.274	False	True	False	2	2	10042824-10043267;10042813-10043267	10042813-10043267
AT2G47320	AT2G47320:s:19428377-19428505	s|1e1.1o1|i	-0.003249860379857141;0.003249877382777173	2.6714119883285532e-08;2.67454607436221e-08	0.0026389725301145806;0.002638929625628228	0.635;0.365	0.627;0.373	False	False	False	1	2	19428505-19428602	19428505-19428602
AT4G26970	AT4G26970:s:13546860-13546981	s|1e1.1o1|i	-0.0240309543660687;0.024030981245168226	7.005222060076606e-06;7.005299967985593e-06	0.001534021219787518;0.0015339121016151955	0.636;0.364	0.595;0.405	False	False	False	1	2	13546981-13547118	13546981-13547118
AT4G14710	AT4G14710:t:8425901-8426012	t|1e1.1o1|1e2.1o1	-2.620950946586615e-10;3.044300168077508e-10	6.097719983759013e-21;6.097720007215033e-21	0.9847069863992307;0.9892532744990303	0.998;0.002	0.998;0.002	False	False	True	2	3	8426012-8426343;8426012-8426151	
AT2G45770	AT2G45770:s:18852027-18852085	s|1e1.1o2|1e1.2o2	-1.1288753187204533e-05;1.1288797958844086e-05	6.0999827183856865e-21;6.099710636933358e-21	0.32534919236600823;0.29795141359018296	0.011;0.989	0.002;0.998	False	True	False	2	2	18852085-18852176;18852085-18852197	
AT2G36390	AT2G36390:s:15264237-15264424	s|1e1.1o2|1e1.2o2	-0.013201722794245557;0.013201712510287502	8.52264625114515e-12;3.939696804539712e-13	0.00043798369308345464;0.00043795000033774274	0.928;0.072	0.900;0.100	False	True	False	2	2	15264424-15264877;15264424-15264882	
AT5G10480	AT5G10480:s:3299978-3300151	s|1e1.1o2|1e1.2o2	1.8462822229087938e-09;-1.826568295475778e-09	6.097720331704067e-21;6.097719844323296e-21	0.9590975395616272;0.9594987116761128	0.991;0.009	0.998;0.002	False	True	False	2	2	3299880-3299978;3299873-3299978	
AT1G28100	AT1G28100:s:9803624-9803680	s|1e1.1o1|2e1.1o1	-6.203663323871117e-07;6.20386369058688e-07	6.0978522773463005e-21;6.097835167055035e-21	0.49154813481411774;0.21430260850600807	0.003;0.997	0.002;0.998	True	False	False	2	2	9803676-9803771;9803680-9803771	
AT3G15980	AT3G15980:s:5415787-5415937	s|1e1.1o2|1e1.2o2	-0.00042758516761218186;0.0004275868171388658	3.009089284804075e-07;3.0112055704528455e-07	0.0007325691609200158;0.0007325229137882805	0.010;0.990	0.006;0.994	False	True	False	2	2	5415698-5415787;5415678-5415787	
AT1G26208	AT1G26208:s:9067381-9067841	s|1e1.1o1|2e1.1o1|i	-0.11578344899058197;0.1218564858902692;-0.0071101269697940025	0.003099254385750068;0.061864226938314615;4.891909944529972e-07	6.527444036052987e-05;9.062120505838177e-05;0.00284953520458886	0.201;0.270;0.526	0.090;0.402;0.510	True	False	False	2	2	9067301-9067488;9067301-9067381	9067301-9067381
