gene_name	gene_id	seqid	start	end
AT3G57450	AT3G57450	3	21261934	21262622
AT3G57460	AT3G57460	3	21265690	21265797
AT3G57470	AT3G57470	3	21275743	21276013
SAP13	AT3G57480	3	21279021	21279354
RPS2D	AT3G57490	3	21280219	21280948
AT3G57500	AT3G57500	3	21281848	21282591
ADPG1	AT3G57510	3	21285588	21285941
RFS2	AT3G57520	3	21292962	21293158
CPK32	AT3G57530	3	21298824	21299591
AT3G57540	AT3G57540	3	21302235	21303061
GK-2	AT3G57550	3	21306723	21307018
NAGK	AT3G57560	3	21310825	21312312
AT3G57570	AT3G57570	3	21312498	21312748
AT3G57580	AT3G57580	3	21320491	21322379
AT3G57586	AT3G57586	3	21322564	21329357
AT3G57590	AT3G57590	3	21330182	21331396
DREB2F	AT3G57600	3	21332783	21333863
PURA	AT3G57610	3	21336307	21336674
AT3G57620	AT3G57620	3	21337564	21339301
AT3G57630	AT3G57630	3	21343546	21343796
AT3G57640	AT3G57640	3	21344800	21346057
U2.2	AT3G57645	3	21346342	21347204
LPAT2	AT3G57650	3	21349507	21349828
NRPA1	AT3G57660	3	21353746	21353808
WIP2	AT3G57670	3	21370903	21371634
CTPA3	AT3G57680	3	21381054	21381392
AGP23	AT3G57690	3	21384204	21384572
AT3G57710	AT3G57710	3	21384676	21387399
AT3G57700	AT3G57700	3	21384917	21385939
AT3G57720	AT3G57720	3	21387722	21389726
AT3G57730	AT3G57730	3	21389964	21391562
AT3G57740	AT3G57740	3	21392671	21393744
AT3G57750	AT3G57750	3	21394024	21395288
AT3G57760	AT3G57760	3	21395593	21395619
U2.3	AT3G57765	3	21397262	21398132
AT3G57770	AT3G57770	3	21397542	21398300
AT3G57780	AT3G57780	3	21402746	21402899
AT3G57785	AT3G57785	3	21404574	21405217
AT3G57790	AT3G57790	3	21407459	21407624
BHLH60	AT3G57800	3	21410776	21411612
AT3G57810	AT3G57810	3	21415799	21415986
AT3G57820	AT3G57820	3	21418281	21418824
AT3G57830	AT3G57830	3	21419517	21421116
AT3G57840	AT3G57840	3	21422823	21423287
AT3G57850	AT3G57850	3	21424377	21424464
AT3G57854	AT3G57854	3	21425479	21425926
GIG1	AT3G57860	3	21426314	21426415
SCE1	AT3G57870	3	21430042	21430200
AT3G57880	AT3G57880	3	21434268	21434600
AT3G57890	AT3G57890	3	21438203	21438777
AT3G57900	AT3G57900	3	21442473	21442574
AT3G57910	AT3G57910	3	21442748	21442896
SPL15	AT3G57920	3	21445539	21446035
AT3G57930	AT3G57930	3	21448282	21448690
AT3G57940	AT3G57940	3	21449298	21449664
AT3G57950	AT3G57950	3	21460423	21460968
AT3G57958	AT3G57958	3	21462681	21462881
AT3G57960	AT3G57960	3	21463091	21463276
AT3G57970	AT3G57970	3	21465226	21465441
AT3G57965	AT3G57965	3	21466165	21466627
AT3G57980	AT3G57980	3	21468853	21469148
AT3G57990	AT3G57990	3	21470002	21471486
VQ25	AT3G58000	3	21474950	21475477
PAP9	AT3G58010	3	21477215	21477569
AT3G58020	AT3G58020	3	21479480	21479608
AT3G58030	AT3G58030	3	21484467	21485052
AT3G58035	AT3G58035	3	21487317	21487398
SINAT2	AT3G58040	3	21488516	21488695
AT3G58050	AT3G58050	3	21492539	21492631
MTPC3	AT3G58060	3	21499475	21499676
GIS	AT3G58070	3	21506613	21507654
AT3G58080	AT3G58080	3	21510484	21510562
DIR17	AT3G58090	3	21514229	21514281
PDCB5	AT3G58100	3	21515975	21516487
AT3G58110	AT3G58110	3	21516745	21519141
BZIP61	AT3G58120	3	21522456	21523327
AT3G58130	AT3G58130	3	21527640	21528054
AT3G58140	AT3G58140	3	21532191	21532572
AT3G58150	AT3G58150	3	21533911	21534089
XI-J	AT3G58160	3	21534797	21534922
AT3G58165	AT3G58165	3	21542282	21542352
BET11	AT3G58170	3	21543762	21543974
AT3G58180	AT3G58180	3	21544097	21544345
LBD29	AT3G58190	3	21549198	21549558
AT3G58193	AT3G58193	3	21559060	21559139
AT3G58196	AT3G58196	3	21559244	21559320
AT3G58200	AT3G58200	3	21561252	21561465
AT3G58210	AT3G58210	3	21563961	21564067
AT3G58220	AT3G58220	3	21566317	21566482
AT3G58230	AT3G58230	3	21567340	21567396
AT3G58240	AT3G58240	3	21569721	21569827
AT3G58250	AT3G58250	3	21572031	21572143
AT3G58260	AT3G58260	3	21575008	21575369
AT3G58270	AT3G58270	3	21577792	21577845
AT3G58280	AT3G58280	3	21579712	21579767
AT3G58290	AT3G58290	3	21581743	21581861
AT3G58300	AT3G58300	3	21583250	21583390
CRRSP61	AT3G58310	3	21584692	21585030
AT3G58320	AT3G58320	3	21586062	21586328
AT3G58330	AT3G58330	3	21587880	21588002
AT3G58340	AT3G58340	3	21590295	21590401
AT3G58347	AT3G58347	3	21591188	21591388
RTM3	AT3G58350	3	21592939	21592962
AT3G58360	AT3G58360	3	21594760	21594866
AT3G58370	AT3G58370	3	21596284	21596538
AT3G58380	AT3G58380	3	21599442	21599568
PEL2	AT3G58390	3	21600030	21601217
AT3G58400	AT3G58400	3	21604040	21604063
AT3G58410	AT3G58410	3	21606060	21606229
AT3G58420	AT3G58420	3	21612303	21612409
AT3G58430	AT3G58430	3	21616071	21616183
AT3G58440	AT3G58440	3	21621140	21621249
AT3G58450	AT3G58450	3	21622002	21622299
RBL15	AT3G58460	3	21626325	21626448
AT3G58470	AT3G58470	3	21628154	21628569
AT3G58480	AT3G58480	3	21629106	21629211
LPPD	AT3G58490	3	21632812	21633250
PP2A3	AT3G58500	3	21638819	21639105
RH11	AT3G58510	3	21639978	21640049
AT3G58520	AT3G58520	3	21645000	21645486
AT3G58530	AT3G58530	3	21645547	21645929
AT3G58540	AT3G58540	3	21648593	21648688
AT3G58550	AT3G58550	3	21649879	21650287
CCR4-1	AT3G58560	3	21653739	21654200
RH52	AT3G58570	3	21656504	21656658
CCR4-2	AT3G58580	3	21663540	21664095
AT3G58590	AT3G58590	3	21666082	21668625
AT3G58600	AT3G58600	3	21670862	21671167
AT3G58610	AT3G58610	3	21671433	21671857
TTL4	AT3G58620	3	21680326	21681268
AT3G58630	AT3G58630	3	21684847	21685941
AT3G58640	AT3G58640	3	21693550	21693831
AT3G58650	AT3G58650	3	21699442	21699998
AT3G58660	AT3G58660	3	21701534	21703114
PCO5	AT3G58670	3	21705970	21706079
AT3G58676	AT3G58676	3	21706819	21706938
MBF1B	AT3G58680	3	21707276	21707508
AT3G58690	AT3G58690	3	21709170	21709522
RPL11B	AT3G58700	3	21711563	21711663
WRKY69	AT3G58710	3	21715007	21715316
AT3G58720	AT3G58720	3	21717777	21717892
VHA-D	AT3G58730	3	21719804	21719980
CSY1	AT3G58740	3	21723490	21723790
CSY2	AT3G58750	3	21727213	21727690
AT3G58760	AT3G58760	3	21728714	21729106
AT3G58770	AT3G58770	3	21732258	21732551
AGL1	AT3G58780	3	21738460	21738775
AT3G58795	AT3G58795	3	21745707	21745931
GAUT15	AT3G58790	3	21745735	21746324
AT3G58800	AT3G58800	3	21748228	21748373
MTPA2	AT3G58810	3	21749966	21752006
AT3G58820	AT3G58820	3	21752533	21752676
AT3G58830	AT3G58830	3	21755983	21756641
PMD1	AT3G58840	3	21758682	21758772
PAR2	AT3G58850	3	21759352	21759942
AT3G58860	AT3G58860	3	21764416	21765306
SADHU10-1	AT3G58865	3	21765879	21766823
AT3G58877	AT3G58877	3	21768188	21768367
AT3G58880	AT3G58880	3	21769253	21770167
AT3G58890	AT3G58890	3	21771046	21771097
AT3G58900	AT3G58900	3	21772857	21774195
AT3G58910	AT3G58910	3	21775982	21776079
AT3G58920	AT3G58920	3	21776293	21777240
AT3G58930	AT3G58930	3	21780246	21780433
AT3G58940	AT3G58940	3	21783413	21783663
AT3G58950	AT3G58950	3	21785558	21785840
AT3G58960	AT3G58960	3	21787893	21788807
MRS2-4	AT3G58970	3	21790836	21791359
AT3G58975	AT3G58975	3	21792142	21794029
AT3G58980	AT3G58980	3	21796098	21797006
IPMI1	AT3G58990	3	21797058	21798303
AT3G59000	AT3G59000	3	21799276	21799380
PME35	AT3G59010	3	21804174	21805214
AT3G59020	AT3G59020	3	21817326	21817555
TT12	AT3G59030	3	21819071	21819441
AT3G59040	AT3G59040	3	21824178	21824348
CPuORF18	AT3G59052	3	21827134	21827509
PAO3	AT3G59050	3	21827134	21827509
PIF5	AT3G59060	3	21830182	21830507
AT3G59068	AT3G59068	3	21832343	21832701
AT3G59070	AT3G59070	3	21833309	21834514
AT3G59080	AT3G59080	3	21836579	21838620
AT3G59090	AT3G59090	3	21839197	21839456
CALS6	AT3G59100	3	21843407	21843617
AT3G59110	AT3G59110	3	21854719	21855202
AT3G59120	AT3G59120	3	21858482	21860221
AT3G59130	AT3G59130	3	21862585	21862807
ABCC10	AT3G59140	3	21866722	21868701
AT3G59150	AT3G59150	3	21872706	21873778
AT3G59160	AT3G59160	3	21875023	21876057
AT3G59170	AT3G59170	3	21878167	21879192
AT3G59180	AT3G59180	3	21880719	21881555
AT3G59190	AT3G59190	3	21884527	21885705
AT3G59200	AT3G59200	3	21887172	21887235
AT3G59210	AT3G59210	3	21889571	21890877
PRN1	AT3G59220	3	21894134	21894308
AT3G59230	AT3G59230	3	21896801	21897787
AT3G59240	AT3G59240	3	21899447	21900364
AT3G59250	AT3G59250	3	21903105	21903284
AT3G59260	AT3G59260	3	21903839	21903882
AT3G59270	AT3G59270	3	21907529	21907872
TXR1	AT3G59280	3	21910517	21910722
EPSIN3	AT3G59290	3	21911601	21911791
AT3G59300	AT3G59300	3	21918455	21918700
AT3G59310	AT3G59310	3	21924193	21924415
AT3G59320	AT3G59320	3	21926717	21926840
AT3G59330	AT3G59330	3	21928068	21928499
AT3G59340	AT3G59340	3	21931487	21931570
PTI13	AT3G59350	3	21932685	21932971
UTR6	AT3G59360	3	21939963	21940244
AT3G59370	AT3G59370	3	21942518	21942571
FTA	AT3G59380	3	21944178	21944433
AT3G59390	AT3G59390	3	21946118	21946245
GUN4	AT3G59400	3	21948717	21949710
GCN2	AT3G59410	3	21950569	21950699
AT3G59415	AT3G59415	3	21959510	21959580
ACR4	AT3G59420	3	21959647	21963041
AT3G59430	AT3G59430	3	21966929	21966981
CML4	AT3G59440	3	21970355	21971122
CML46	AT3G59450	3	21972840	21972844
AT3G59455	AT3G59455	3	21976820	21977393
AT3G59460	AT3G59460	3	21977513	21977524
AT3G59470	AT3G59470	3	21979543	21980544
AT3G59480	AT3G59480	3	21983021	21983504
AT3G59490	AT3G59490	3	21986160	21986351
AT3G59500	AT3G59500	3	21986541	21986642
AT3G59510	AT3G59510	3	21988453	21989712
ATRBL13	AT3G59520	3	21991826	21993263
SSL13	AT3G59530	3	21993297	21993401
RPL38B	AT3G59540	3	21996740	21996836
SYN3	AT3G59550	3	21997054	21997385
AT3G59570	AT3G59570	3	22005893	22006056
NLP9	AT3G59580	3	22009051	22009104
JAL37	AT3G59590	3	22014167	22014193
NRPB8B	AT3G59600	3	22016385	22016515
JAL38	AT3G59610	3	22019553	22020881
JAL39	AT3G59620	3	22023462	22023615
AT3G59630	AT3G59630	3	22027690	22027868
AT3G59640	AT3G59640	3	22028781	22028834
AT3G59650	AT3G59650	3	22033131	22033295
AT3G59660	AT3G59660	3	22038284	22038658
AT3G59670	AT3G59670	3	22039476	22039566
AT3G59680	AT3G59680	3	22044004	22044296
IQD13	AT3G59690	3	22048754	22048894
AT3G59695	AT3G59695	3	22051517	22051595
LECRK55	AT3G59700	3	22052133	22054275
AT3G59710	AT3G59710	3	22057089	22057156
AT3G59720	AT3G59720	3	22060005	22063902
LECRK56	AT3G59730	3	22064308	22065879
LECRK57	AT3G59740	3	22066987	22069058
LECRK58	AT3G59750	3	22071384	22071821
OASC	AT3G59760	3	22074989	22075416
AT3G59765	AT3G59765	3	22078244	22078339
SAC9	AT3G59770	3	22086108	22086149
AT3G59780	AT3G59780	3	22086478	22086558
MPK10	AT3G59790	3	22092448	22092671
AT3G59800	AT3G59800	3	22096088	22096358
LSM6A	AT3G59810	3	22096515	22096596
AT3G59820	AT3G59820	3	22101179	22102164
AT3G59830	AT3G59830	3	22104892	22105380
AT3G59840	AT3G59840	3	22105522	22106198
AT3G59845	AT3G59845	3	22107546	22107862
AT3G59850	AT3G59850	3	22111138	22111609
AT3G59860	AT3G59860	3	22113851	22114908
AT3G59870	AT3G59870	3	22117852	22118241
AT3G59880	AT3G59880	3	22120969	22121700
MIR827A	AT3G59884	3	22122796	22122899
DAPB2	AT3G59890	3	22126478	22126630
ARGOS	AT3G59900	3	22129726	22130464
SKIP35	AT3G59910	3	22133521	22133583
GDI2	AT3G59920	3	22134999	22135243
AT3G59923	AT3G59923	3	22138723	22138796
AT3G59926	AT3G59926	3	22138847	22138918
AT3G59930	AT3G59930	3	22140061	22140320
SKIP20	AT3G59940	3	22142900	22144439
ATG4B	AT3G59950	3	22147485	22147691
ASHH4	AT3G59960	3	22148334	22148351
MTHFR1	AT3G59970	3	22151221	22151765
AT3G59980	AT3G59980	3	22155100	22155641
MAP2B	AT3G59990	3	22158665	22158730
QWRF6	AT3G60000	3	22160884	22161781
ASK13	AT3G60010	3	22163094	22163558
ASK5	AT3G60020	3	22164844	22165305
SPL12	AT3G60030	3	22168893	22169572
AT3G60040	AT3G60040	3	22179335	22179728
AT3G60050	AT3G60050	3	22181762	22181776
AT3G60060	AT3G60060	3	22182291	22182366
AT3G60070	AT3G60070	3	22186201	22186329
AT3G60075	AT3G60075	3	22186835	22186916
AT3G60080	AT3G60080	3	22187308	22188795
AT3G60090	AT3G60090	3	22190858	22191331
CSY5	AT3G60100	3	22192730	22192938
AT3G60110	AT3G60110	3	22197826	22198456
BGLU27	AT3G60120	3	22205947	22206088
BGLU16	AT3G60130	3	22210246	22210489
BGLU30	AT3G60140	3	22216672	22216887
AT3G60150	AT3G60150	3	22222105	22222324
ABCC9	AT3G60160	3	22229171	22229204
AT3G60170	AT3G60170	3	22232512	22236531
AT3G60164	AT3G60164	3	22236794	22237075
AT3G60176	AT3G60176	3	22240155	22241164
UMK1	AT3G60180	3	22243986	22244061
DRP1E	AT3G60190	3	22247505	22247833
AT3G60200	AT3G60200	3	22249257	22250520
AT3G60210	AT3G60210	3	22252619	22252898
ATL4	AT3G60220	3	22254598	22256086
AT3G60238	AT3G60238	3	22259595	22259844
RPL37AC	AT3G60245	3	22268746	22268805
CKB3	AT3G60250	3	22271758	22272113
AT3G60260	AT3G60260	3	22273853	22274024
AT3G60270	AT3G60270	3	22278597	22278762
UCC3	AT3G60280	3	22280474	22280675
AT3G60286	AT3G60286	3	22282180	22282248
AT3G60290	AT3G60290	3	22282627	22282913
AT3G60300	AT3G60300	3	22285311	22285508
AT3G60310	AT3G60310	3	22287682	22288008
AT3G60318	AT3G60318	3	22291597	22291737
AT3G60320	AT3G60320	3	22294037	22295371
AT3G60328	AT3G60328	3	22298367	22298525
AHA7	AT3G60330	3	22298578	22298813
AT3G60340	AT3G60340	3	22304159	22304258
ARABIDILLO-2	AT3G60350	3	22311085	22311186
EDA14	AT3G60360	3	22314228	22314400
FKBP20-2	AT3G60370	3	22316485	22316550
AT3G60380	AT3G60380	3	22316913	22319266
HAT3	AT3G60390	3	22322172	22322586
AT3G60400	AT3G60400	3	22329092	22331103
AT3G60410	AT3G60410	3	22331485	22332517
AT3G60420	AT3G60420	3	22334424	22334778
AT3G60440	AT3G60440	3	22337793	22338224
AT3G60450	AT3G60450	3	22340957	22341317
DUO1	AT3G60460	3	22343304	22343491
AT3G60470	AT3G60470	3	22344813	22346157
AT3G60480	AT3G60480	3	22347969	22348239
ERF035	AT3G60490	3	22349527	22350371
CER7	AT3G60500	3	22353946	22354116
AT3G60510	AT3G60510	3	22359890	22360147
AT3G60520	AT3G60520	3	22362367	22362579
GATA4	AT3G60530	3	22373215	22373557
AT3G60540	AT3G60540	3	22375825	22375865
CYCU2-2	AT3G60550	3	22379805	22380255
AT3G60560	AT3G60560	3	22382458	22382778
AT3G60565	AT3G60565	3	22383922	22389906
ATEXPB5	AT3G60570	3	22391247	22391400
ZAT9	AT3G60580	3	22393939	22395044
AT3G60590	AT3G60590	3	22398373	22398420
PVA11	AT3G60600	3	22400395	22400636
AT3G60610	AT3G60610	3	22403237	22405048
AT3G60613	AT3G60613	3	22405547	22405829
CDS5	AT3G60620	3	22406406	22406779
SCL22	AT3G60630	3	22410365	22412608
ATG8G	AT3G60640	3	22415835	22415911
AT3G60647	AT3G60647	3	22419351	22419548
AT3G60650	AT3G60650	3	22419951	22420274
AT3G60660	AT3G60660	3	22421410	22421577
AT3G60670	AT3G60670	3	22426192	22426288
AT3G60680	AT3G60680	3	22429960	22432042
AT3G60690	AT3G60690	3	22435121	22435949
AT3G60700	AT3G60700	3	22438402	22438775
AT3G60710	AT3G60710	3	22440198	22440373
CRRSP15	AT3G60720	3	22441771	22442761
PME36	AT3G60730	3	22444890	22445408
TFCD	AT3G60740	3	22453110	22453364
TKL-1	AT3G60750	3	22453719	22454486
AT3G60760	AT3G60760	3	22459149	22459202
RPS13A	AT3G60770	3	22461634	22461779
AT3G60780	AT3G60780	3	22462657	22462754
AT3G60790	AT3G60790	3	22464623	22464985
PAT14	AT3G60800	3	22469064	22469592
AT3G60805	AT3G60805	3	22470241	22470313
AT3G60810	AT3G60810	3	22470519	22470715
PBF1	AT3G60820	3	22473763	22473939
ARP7	AT3G60830	3	22474074	22474600
MAP65-4	AT3G60840	3	22480281	22480463
AT3G60850	AT3G60850	3	22481894	22484102
BIG2	AT3G60860	3	22484804	22486005
AHL18	AT3G60870	3	22493204	22494001
DHDPS1	AT3G60880	3	22494864	22495171
ZPR2	AT3G60890	3	22497318	22497475
AT3G60897	AT3G60897	3	22498840	22498971
FLA10	AT3G60900	3	22499360	22501239
AT3G60910	AT3G60910	3	22501698	22501910
AT3G60920	AT3G60920	3	22512149	22513031
AT3G60930	AT3G60930	3	22514415	22515164
AT3G60935	AT3G60935	3	22517150	22520275
AT3G60940	AT3G60940	3	22523675	22523700
AT3G60950	AT3G60950	3	22524475	22524528
CYP76C8P	AT3G60955	3	22529643	22532476
AT3G60957	AT3G60957	3	22533783	22533878
AT3G60960	AT3G60960	3	22535706	22536950
AT3G60961	AT3G60961	3	22541319	22541401
AT3G60965	AT3G60965	3	22541491	22551393
AT3G60966	AT3G60966	3	22552620	22553668
ABCC15	AT3G60970	3	22557535	22558671
AT3G60972	AT3G60972	3	22562518	22562576
AT3G60980	AT3G60980	3	22565309	22566745
AT3G60990	AT3G60990	3	22569801	22569973
AT3G61010	AT3G61010	3	22574911	22575255
AT3G61020	AT3G61020	3	22575591	22577497
AT3G61028	AT3G61028	3	22584855	22584880
AT3G61030	AT3G61030	3	22585655	22585708
AT3G61035	AT3G61035	3	22593356	22593649
CYP76C7	AT3G61040	3	22595749	22596125
NTMC2TYPE4	AT3G61050	3	22597227	22597391
PP2A13	AT3G61060	3	22602919	22603492
PEX11E	AT3G61070	3	22606532	22606766
AT3G61080	AT3G61080	3	22607130	22607239
AT3G61090	AT3G61090	3	22609795	22609822
AT3G61100	AT3G61100	3	22611257	22611321
AT3G61105	AT3G61105	3	22611410	22611490
RPS27B	AT3G61110	3	22611634	22611712
AT3G61111	AT3G61111	3	22613917	22614002
URM1-2	AT3G61113	3	22615393	22615415
AT3G61117	AT3G61117	3	22616430	22616558
AT3G61118	AT3G61118	3	22617298	22617427
AGL13	AT3G61120	3	22620285	22620491
GAUT1	AT3G61130	3	22621969	22622311
CSN1	AT3G61140	3	22626262	22626724
HDG1	AT3G61150	3	22630608	22630939
ASK2	AT3G61160	3	22635881	22636271
AT3G61170	AT3G61170	3	22639710	22641237
LCR8	AT3G61172	3	22642065	22642110
LCR52	AT3G61175	3	22643261	22643309
LCR53	AT3G61177	3	22644743	22644791
AT3G61180	AT3G61180	3	22645566	22646224
LCR54	AT3G61182	3	22648090	22648168
AT3G61185	AT3G61185	3	22648833	22649205
BAP1	AT3G61190	3	22650527	22651449
AT3G61198	AT3G61198	3	22656402	22656599
AT3G61200	AT3G61200	3	22658075	22658390
AT3G61210	AT3G61210	3	22659657	22659870
SDR1	AT3G61220	3	22662960	22663044
PLIM2C	AT3G61230	3	22665366	22665597
RH12	AT3G61240	3	22666183	22666876
AtMYB17	AT3G61250	3	22671002	22671438
AT3G61260	AT3G61260	3	22676482	22676788
AT3G61270	AT3G61270	3	22678151	22678407
AT3G61280	AT3G61280	3	22680960	22681321
AT3G61290	AT3G61290	3	22684407	22684924
AT3G61300	AT3G61300	3	22687570	22690619
AHL11	AT3G61310	3	22691989	22692834
AT3G61320	AT3G61320	3	22693909	22694682
AT3G61330	AT3G61330	3	22695993	22700051
AT3G61340	AT3G61340	3	22701079	22702481
SKIP4	AT3G61350	3	22702684	22702757
AT3G61360	AT3G61360	3	22704304	22706138
AT3G61370	AT3G61370	3	22706312	22706356
AT3G61380	AT3G61380	3	22711141	22711279
AT3G61389	AT3G61389	3	22716099	22716218
PUB36	AT3G61390	3	22716353	22716634
AT3G61400	AT3G61400	3	22718956	22719488
AT3G61410	AT3G61410	3	22721006	22721277
ASK21	AT3G61415	3	22726289	22726424
TFB1-3	AT3G61420	3	22731695	22731954
PIP1-1	AT3G61430	3	22733474	22733984
CYSC1	AT3G61440	3	22735747	22736049
SYP73	AT3G61450	3	22738394	22738610
BRH1	AT3G61460	3	22741511	22742284
LHCA2	AT3G61470	3	22745653	22745788
AT3G61480	AT3G61480	3	22749984	22750112
AT3G61490	AT3G61490	3	22758063	22758113
AT3G61500	AT3G61500	3	22761864	22762388
ACS1	AT3G61510	3	22765563	22765730
AT3G61520	AT3G61520	3	22768917	22771274
KPHMT2	AT3G61530	3	22772906	22773356
AT3G61540	AT3G61540	3	22773386	22773726
AT3G61545	AT3G61545	3	22775922	22775994
ATL68	AT3G61550	3	22776401	22777225
RTNLB6	AT3G61560	3	22777829	22778119
GC3	AT3G61570	3	22783439	22783834
AT3G61571	AT3G61571	3	22784021	22784182
SLD1	AT3G61580	3	22786047	22787972
HWS	AT3G61590	3	22791962	22792368
POB1	AT3G61600	3	22795579	22795962
AT3G61610	AT3G61610	3	22799027	22799590
RRP41	AT3G61620	3	22803022	22803111
CRF6	AT3G61630	3	22805180	22806527
AGP20	AT3G61640	3	22810515	22810747
TUBG1	AT3G61650	3	22814883	22815011
AT3G61660	AT3G61660	3	22816152	22816541
AT3G61670	AT3G61670	3	22818589	22818906
AT3G61678	AT3G61678	3	22823243	22823476
AT3G61680	AT3G61680	3	22823481	22823817
AT3G61690	AT3G61690	3	22827884	22828594
AT3G61700	AT3G61700	3	22835207	22835568
BECLIN1	AT3G61710	3	22842103	22842432
AT3G61715	AT3G61715	3	22842522	22842592
AT3G61720	AT3G61720	3	22843011	22845398
AT3G61721	AT3G61721	3	22845746	22845779
AT3G61723	AT3G61723	3	22846709	22846925
RMF	AT3G61730	3	22850216	22850475
ATX3	AT3G61740	3	22855823	22856972
AT3G61750	AT3G61750	3	22859048	22859254
AT3G61755	AT3G61755	3	22860127	22860199
DRP1B	AT3G61760	3	22863964	22864153
AT3G61763	AT3G61763	3	22864277	22864372
AT3G61770	AT3G61770	3	22864543	22865327
emb1703	AT3G61780	3	22869203	22871462
SINAT3	AT3G61790	3	22873316	22873786
AT3G61800	AT3G61800	3	22876661	22876846
AT3G61810	AT3G61810	3	22877168	22877267
AT3G61820	AT3G61820	3	22879804	22881630
AT3G61825	AT3G61825	3	22881807	22881878
AT3G61826	AT3G61826	3	22886631	22886723
AT3G61827	AT3G61827	3	22886842	22887027
AT3G61829	AT3G61829	3	22887191	22887322
ARF18	AT3G61830	3	22887889	22888216
AT3G61840	AT3G61840	3	22892466	22893269
DOF3.7	AT3G61850	3	22895268	22895518
RS31	AT3G61860	3	22902272	22902395
AT3G61870	AT3G61870	3	22902638	22902911
CYP78A9	AT3G61880	3	22906916	22907958
ATHB-12	AT3G61890	3	22914886	22915325
MIR166B	AT3G61897	3	22922210	22922321
AT3G61898	AT3G61898	3	22922550	22922566
AT3G61900	AT3G61900	3	22925813	22926115
NAC066	AT3G61910	3	22930236	22930442
AT3G61920	AT3G61920	3	22932496	22933362
AT3G61930	AT3G61930	3	22935510	22936181
MTPA1	AT3G61940	3	22937170	22937352
AT3G61947	AT3G61947	3	22939271	22939387
BHLH67	AT3G61950	3	22939546	22939693
AT3G61960	AT3G61960	3	22944766	22945288
AT3G61962	AT3G61962	3	22947108	22947233
NGA2	AT3G61970	3	22951463	22952851
AT3G61980	AT3G61980	3	22956139	22956883
OMTF3	AT3G61990	3	22958617	22958995
AT3G62000	AT3G62000	3	22960932	22961209
AT3G62010	AT3G62010	3	22964677	22965094
GLP10	AT3G62020	3	22972081	22972268
CYP20-3	AT3G62030	3	22973583	22973761
AT3G62040	AT3G62040	3	22976479	22976583
AT3G62050	AT3G62050	3	22978246	22978335
PAE6	AT3G62060	3	22979955	22980327
AT3G62070	AT3G62070	3	22983882	22984513
AT3G62080	AT3G62080	3	22986176	22986574
PIF6	AT3G62090	3	22990634	22990709
AT3G62097	AT3G62097	3	22994271	22994381
IAA30	AT3G62100	3	22995791	22996201
AT3G62110	AT3G62110	3	22999957	23000041
AT3G62120	AT3G62120	3	23004189	23004321
LCD	AT3G62130	3	23004931	23006365
AT3G62140	AT3G62140	3	23007083	23007333
ABCB21	AT3G62150	3	23013688	23013909
AT3G62160	AT3G62160	3	23015398	23015839
VGDH2	AT3G62170	3	23017260	23018509
AT3G62180	AT3G62180	3	23019623	23020479
AT3G62190	AT3G62190	3	23021121	23021211
AT3G62200	AT3G62200	3	23025377	23025732
EDA32	AT3G62210	3	23027837	23028306
AT3G62220	AT3G62220	3	23031064	23031155
AT3G62230	AT3G62230	3	23031531	23033128
AT3G62240	AT3G62240	3	23036486	23036765
AT3G62245	AT3G62245	3	23036880	23036952
RPS27AC	AT3G62250	3	23037094	23037797
AT3G62260	AT3G62260	3	23040224	23040584
BOR2	AT3G62270	3	23045530	23046048
AT3G62280	AT3G62280	3	23050864	23051152
AT3G62285	AT3G62285	3	23051470	23051542
ARFA1E	AT3G62290	3	23051650	23051749
DUF7	AT3G62300	3	23054104	23054708
AT3G62310	AT3G62310	3	23060283	23060731
AT3G62320	AT3G62320	3	23062001	23062398
AT3G62330	AT3G62330	3	23065679	23065721
AT3G62336	AT3G62336	3	23068160	23068363
WRKY68	AT3G62340	3	23070372	23071207
AT3G62350	AT3G62350	3	23071080	23071766
AT3G62360	AT3G62360	3	23080345	23080563
AT3G62370	AT3G62370	3	23080759	23081043
AT3G62380	AT3G62380	3	23084507	23085035
TBL6	AT3G62390	3	23088568	23089206
AT3G62400	AT3G62400	3	23089720	23089793
CP12-2	AT3G62410	3	23090944	23091566
ATBZIP53	AT3G62420	3	23091586	23092850
CPuORF3	AT3G62422	3	23091586	23092850
AT3G62430	AT3G62430	3	23094420	23095304
AT3G62440	AT3G62440	3	23096782	23097726
AT3G62450	AT3G62450	3	23098144	23098243
AT3G62455	AT3G62455	3	23100568	23104580
AT3G62460	AT3G62460	3	23105201	23105624
AT3G62470	AT3G62470	3	23106437	23108511
AT3G62475	AT3G62475	3	23109100	23110680
AT3G62480	AT3G62480	3	23111628	23111873
AT3G62490	AT3G62490	3	23114996	23114999
AT3G62499	AT3G62499	3	23119844	23120149
AT3G62500	AT3G62500	3	23120423	23120954
AT3G62510	AT3G62510	3	23123398	23123460
AT3G62520	AT3G62520	3	23125124	23127241
AT3G62528	AT3G62528	3	23131482	23131655
AT3G62529	AT3G62529	3	23131646	23131975
AT3G62530	AT3G62530	3	23132138	23132490
AT3G62540	AT3G62540	3	23133340	23135313
AT3G62550	AT3G62550	3	23135984	23136365
AT3G62560	AT3G62560	3	23137426	23137667
AT3G62570	AT3G62570	3	23142485	23142675
AT3G62580	AT3G62580	3	23146828	23147136
